County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Haskell,2/3,1600,1686,1108,580,4831,1266,123,68,1872,187,,
Hays,7,71180,47551,31087,16489,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2200,1393,813,581,2827,606,104,98,1066,0,,
Henderson,4/5N,11600,13473,8567,4908,67238,18534,2043,998,26544,1787,,
Hidalgo,11,288950,199948,125822,74496,620824,98328,54962,17074,286328,36161,,
Hill,7,4400,7224,4594,2633,29198,7684,862,523,11381,1209,,
Hockley,1,2700,6357,4038,2321,17799,3453,483,263,6829,887,,
Hood,2/3,12200,16208,11103,5106,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,4800,5981,3610,2375,29175,6887,1192,620,11166,1299,,
Houston,4/5N,3800,3383,2263,1121,18929,5176,634,538,7399,631,,
Howard,9/10,4700,5389,3239,2162,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,900,1163,756,407,3979,775,33,0,1778,145,,
Hunt,2/3,18970,16033,10337,5715,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2100,4656,3221,1435,16258,3581,504,246,6098,741,,
Irion,9/10,0,393,239,154,1234,328,15,0,429,0,,
Jack,2/3,2400,2109,1349,761,7230,1515,198,149,2732,284,,
Jackson,8,4850,4232,2374,1877,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,9207,5801,3407,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,700,1341,762,583,2180,812,28,0,685,0,,
Jefferson,6/5S,106290,48086,34380,13714,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1000,2313,1639,674,3791,890,14,60,1572,0,,
Jim Wells,11,16645,16121,9666,6457,30579,6358,3897,985,12474,1370,,
Johnson,2/3,32850,28352,18928,9429,135345,25151,3559,1471,53224,5814,,
Jones,2/3,1500,3015,1910,1105,17011,3188,337,254,6981,525,,
Karnes,8,5000,3357,2147,1212,12669,2211,370,244,5177,505,,
Kaufman,2/3,20750,23397,15001,8404,102341,16113,2857,1189,40613,4498,,
Kendall,8,6900,13641,8835,4809,37890,9152,1091,801,12702,160,,
Kenedy,11,0,208,116,92,321,68,1,0,139,0,,
Kent,2/3,0,238,165,73,615,201,13,60,198,0,,
Kerr,8,9600,10728,7007,3723,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1400,1448,940,508,3651,1288,90,0,1243,0,,
King,1,0,46,31,15,205,51,7,0,69,0,,
Kinney,8,1100,730,460,270,3050,910,11,0,1171,0,,
Kleberg,11,27845,15221,9040,6182,24188,4046,1401,341,9265,870,,
Knox,2/3,1400,1438,817,621,2808,736,95,127,976,182,,
La Salle,8,14945,3513,1929,1584,6212,1018,22,60,2410,0,,
Lamar,4/5N,14400,12512,8454,4059,39402,9726,3115,745,14986,1612,,
Lamb,1,1300,3706,2398,1308,9740,2240,454,226,3968,536,,
Lampasas,7,2100,3119,1977,1144,17366,4322,348,284,6457,0,,
Lavaca,8,4500,4685,3123,1565,16004,4775,820,612,5435,476,,
Lee,7,1700,2729,1916,821,13993,3219,334,226,5333,494,,
Leon,7,1900,2515,1755,760,13946,4334,155,74,4662,603,,
Liberty,6/5S,19845,9471,5851,3623,66868,11399,1398,614,28567,2987,,
Limestone,7,3500,4039,2887,1154,18871,4670,2332,1060,7512,702,,
Lipscomb,1,700,805,508,297,2520,617,24,61,919,190,,
Live Oak,11,1300,2882,1774,1108,10055,2533,35,100,3769,300,,
Llano,7,3200,5182,3644,1540,18908,8119,277,358,5362,15,,
Loving,9/10,0,33,24,9,129,23,0,0,50,0,,
Lubbock,1,145340,104130,65460,38683,244992,39476,20974,4093,83028,9242,,
Lynn,1,700,1571,1044,527,4496,974,191,40,1838,328,,
Madison,7,1700,1515,1052,467,11595,2264,299,258,4451,17,,
Marion,4/5N,400,1553,1129,424,8277,2697,351,158,3058,0,,
Martin,9/10,1300,1324,968,358,4136,659,165,0,1624,0,,
Mason,9/10,1000,1330,956,374,3521,1250,104,0,1147,0,,
Matagorda,6/5S,4900,4801,3170,1632,28247,6391,1113,369,11409,1164,,
Maverick,8,21800,8804,7049,1758,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,0,1553,1064,489,6435,1792,212,122,2275,260,,
McLennan,7,0,52828,33473,19371,200781,37728,11153,3621,71906,8718,,
McMullen,11,0,195,123,72,616,189,10,0,202,0,,
Medina,8,6300,11029,7324,3714,41263,8757,899,536,16090,1720,,
Menard,9/10,700,800,543,257,1790,699,9,40,550,0,,
Midland,9/10,78825,40161,27220,12949,131025,18438,5950,1288,49538,4151,,
Milam,7,4400,4867,3161,1708,19689,5245,532,297,7641,827,,
Mills,7,900,1255,828,427,4006,1416,149,152,1305,265,,
Mitchell,2/3,2100,1194,850,344,6958,1259,265,96,2753,254,,
Montague,2/3,2850,4991,2842,2151,15872,4444,560,383,5668,702,,
Montgomery,6/5S,172660,115139,70955,44212,467232,81457,20255,3836,157396,17330,,
Moore,1,2400,8284,4572,3718,14986,2372,448,176,6143,27,,
Morris,4/5N,1200,1629,1138,492,9830,2730,77,179,3692,0,,
Motley,1,0,264,164,100,994,368,22,50,319,0,,
Nacogdoches,4/5N,16400,15318,9844,5480,51773,9953,2530,755,19948,1728,,
Navarro,2/3,18600,14105,9400,4705,38360,8651,1720,869,15775,1772,,
Newton,4/5N,1700,2610,1664,946,11298,2878,55,113,4648,354,,
Nolan,2/3,4800,3722,2198,1525,11321,2737,519,251,4249,719,,
Nueces,11,129195,97262,58509,38786,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,2200,1727,1084,643,7106,1148,200,114,2812,0,,
Oldham,1,1000,533,314,219,1728,316,18,0,654,227,,
Orange,6/5S,2600,12362,9137,3232,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3100,4652,3462,1192,23207,5893,864,283,8796,816,,
Panola,4/5N,2300,2838,1876,964,18462,4589,473,377,7117,661,,
Parker,2/3,35060,29763,17890,11878,111686,22331,2890,1301,40567,3773,,
Parmer,1,1400,2934,1675,1259,7222,1366,161,174,2910,525,,
Pecos,9/10,3600,6252,4078,2174,12317,2141,400,120,5047,517,,
Polk,4/5N,6700,9503,6380,3124,42276,9733,1184,574,17118,1025,,
Potter,1,121695,34270,20442,13834,88673,15203,10224,1770,35559,518,,
Presidio,9/10,2900,3916,2512,1404,5069,1601,27,0,2039,0,,
Rains,4/5N,1100,1781,1165,618,10277,3123,163,68,3649,0,,
Randall,1,9700,51167,29674,21494,108431,21424,2812,869,34803,519,,
Reagan,9/10,800,946,589,357,2841,427,52,42,1173,0,,
Real,8,900,1165,804,361,2943,1053,25,86,1051,0,,
Red River,4/5N,1800,3066,1917,1149,9965,3044,420,252,3717,477,,
Reeves,9/10,14945,6571,3644,2927,12781,1878,281,89,5277,0,,
Refugio,11,1500,2120,1351,770,5583,1617,228,154,2031,313,,
Roberts,1,0,221,139,82,672,193,16,0,227,0,,
Robertson,7,2000,3133,2156,977,13474,3412,252,252,4991,690,,
Rockwall,2/3,18655,25759,16460,9309,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,4100,2838,1784,1054,8184,2153,405,312,2979,430,,
Rusk,4/5N,4900,6838,4582,2257,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2100,2948,1899,1049,8871,3267,572,186,3077,0,,
San Augustine,4/5N,1900,2085,1487,598,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2600,4194,2555,1641,23444,6488,132,190,9275,40,,
San Patricio,11,8900,15529,10046,5491,51116,10209,975,347,19063,2379,,
San Saba,7,900,519,370,150,5000,1465,33,72,1828,197,,
Schleicher,9/10,1000,783,559,224,2218,559,65,34,793,0,,
Scurry,2/3,5695,4306,2660,1646,13000,2566,399,128,5165,0,,
Shackelford,2/3,1000,656,486,170,2612,691,52,0,937,119,,
Shelby,4/5N,3570,3583,2630,955,19449,4532,540,369,7876,948,,
Sherman,1,1400,996,602,394,2294,462,24,42,868,0,,
Smith,4/5N,110020,54260,32449,21818,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2100,2529,1657,872,7386,1770,457,220,2741,479,,
Starr,11,17300,18647,13942,4745,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,1700,1400,1061,345,7542,1890,168,92,2928,22,,
Sterling,9/10,300,222,147,75,975,186,10,44,375,0,,
Stonewall,2/3,1200,445,306,139,1095,361,63,53,369,0,,
Sutton,9/10,1000,915,593,322,2992,723,91,0,1051,0,,
Swisher,1,1200,1957,1148,809,5764,1305,114,61,2381,323,,
Tarrant,2/3,665690,431110,257740,173545,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,50645,38200,24693,13509,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,411,239,172,639,255,10,0,207,0,,
Terry,1,4750,3798,2173,1626,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1200,776,439,337,1247,445,64,0,399,0,,
Titus,4/5N,7600,4246,2877,1369,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,47450,35357,21378,13983,93752,18625,6702,1601,33131,3815,,
Travis,7,455450,261655,175667,86326,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3350,3594,2045,1549,12104,3956,347,241,4400,427,,
Tyler,4/5N,5700,4681,2951,1731,17963,4895,476,238,6926,722,,
Upshur,4/5N,3100,5302,3504,1799,33011,7825,714,567,12366,1404,,
Upton,9/10,2100,1575,933,642,2730,537,170,30,1105,0,,
Uvalde,8,16545,9352,5947,3411,20379,4508,1498,515,8253,985,,
Val Verde,8,11770,11188,7351,3838,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,6300,8498,5500,3004,45216,11495,1280,711,16861,1783,,
Victoria,8,30250,20136,12840,7318,71388,15242,5624,1030,27119,241,,
Walker,6/5S,15700,9665,6571,3097,63471,10049,1526,400,24628,1438,,
Waller,6/5S,6200,7542,4725,2820,43350,6546,1182,466,16819,1813,,
Ward,9/10,2370,3609,2652,957,8921,1629,137,92,3551,0,,
Washington,7,37000,9357,6328,3052,29086,7889,2581,1018,10662,72,,
Webb,11,85300,77857,53191,24787,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,6100,6303,3973,2345,32110,7239,1438,615,12933,1328,,
Wheeler,1,1800,1452,965,487,3915,1002,200,114,1459,243,,
Wichita,2/3,39990,33996,20176,13824,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,7800,4975,3049,1926,10361,2421,457,304,4240,27,,
Willacy,11,1700,4433,2802,1633,16897,3057,325,557,7612,775,,
Williamson,7,163050,109583,76205,33534,458433,73202,14404,4639,146388,19090,,
Wilson,8,6700,10372,6604,3770,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1000,2183,1440,743,5954,964,102,0,2445,0,,
Wise,2/3,12790,12375,8317,4068,54722,10598,3589,552,22459,1533,,
Wood,4/5N,4500,8730,5543,3195,38005,12527,1046,880,13019,1130,,
Yoakum,1,1700,1869,1290,579,6135,1033,225,60,2367,0,,
Young,2/3,5200,4078,2748,1336,14219,3774,862,431,5296,626,,
Zapata,11,3000,4072,3097,977,9981,1866,195,202,4642,0,,
Zavala,8,600,3938,2713,1225,8840,1723,25,60,4035,458,,
Other,,0,307175,257124,51486,,,,,,,,
,,,,,,,,,,,,,
