County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Gregg,4/5N,124925,64952,36306,30383,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4700,16613,10048,7381,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91395,95893,58908,45236,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,14000,15261,8822,7351,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1779,1022,877,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5219,3080,2622,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,2920,1717,1578,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2361,1336,1215,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,25387,14443,11616,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3395220,3167649,1889641,1399752,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,27932,16464,13532,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3457,2040,1434,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3200,3188,1854,1477,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,170240,167983,100329,75703,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3100,2171,1293,1165,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,23170,39079,22682,18342,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,641140,707010,414137,316672,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10400,17747,10640,8608,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,12310,6981,6079,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31570,41352,22699,19645,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,16924,9680,7936,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6800,10601,6472,4835,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,13235,7766,6361,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,3637,2126,1635,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,39410,45351,26410,21033,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,9526,5367,4391,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,836,460,387,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3900,3937,2305,1876,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,8380,4694,3974,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15270,15813,8842,7623,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1951,1077,932,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,241300,135942,78450,58930,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4312,2424,1918,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,35525,28586,16060,13277,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,105100,92365,52303,42457,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,8094,5266,3340,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,8790,5787,3809,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,65950,76899,45121,34580,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,19400,36286,21115,16860,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,326,174,156,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,391,222,193,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,30473,17831,13812,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2646,1533,1236,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,60,36,29,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,1951,1166,820,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,59725,25779,14193,11984,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,2017,1112,1017,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24535,5562,3133,2596,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,28200,24301,13495,11720,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,6814,3979,3227,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,10464,6323,4852,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8700,11292,6699,5649,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5900,9656,5596,4503,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,8286,5015,4113,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,42565,35657,22211,15185,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,8100,10130,6012,4770,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1388,765,691,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3400,5287,2947,2472,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6800,15897,9157,7709,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,58,32,26,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,239890,194757,108822,92000,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,3100,1744,1454,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,4100,6494,4150,2812,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4781,2755,2362,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2382,1400,1088,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2955,1611,1436,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16950,20857,12298,9321,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,46700,45989,29799,18554,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,3695,2139,1716,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,153530,145075,85768,67683,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,426,246,210,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,18100,31491,18846,14687,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1469,839,761,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135835,92940,51948,42791,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,11200,13418,7563,6265,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2600,2764,1568,1293,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,3511,2171,1406,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4950,9245,5308,4429,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,404890,363721,221391,153540,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7240,13055,7452,5845,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5777,3500,2745,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,559,355,214,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,33100,33255,20141,16759,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,28584,16027,13201,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4309,2372,2041,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,7442,4572,4035,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,289725,251732,142710,116253,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4742,2599,2357,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,919,521,428,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,5300,32813,19105,14743,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,13227,7612,6222,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7925,4778,3904,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,73730,79181,44262,37626,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5159,2901,2530,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,10745,6376,4752,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,24836,14894,11054,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,194195,59490,34880,25777,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,8574,4868,3898,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,5393,3087,2490,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,79354,44699,37134,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1754,1038,924,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,2000,2375,1271,1147,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5674,3265,2865,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,9194,4973,4322,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4880,2685,2298,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,339,186,168,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,8763,5313,4244,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,59095,74124,42927,33929,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,5740,3191,2853,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11670,21846,13123,10123,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5434,3029,2671,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4665,2621,2181,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,11183,6638,5423,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20170,41361,24241,18973,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2100,2549,1552,1084,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1642,895,798,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7395,8456,5029,3925,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1692,935,792,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,9078,5404,4378,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1442,859,656,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,209370,131825,73232,61189,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5100,5024,2872,2466,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,43780,58993,34705,29809,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3886,2391,1894,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,622,353,273,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,788,444,399,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2303,1261,1070,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2600,3179,1881,1644,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1449310,1377532,787983,624509,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,94735,78568,43432,37235,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,610,343,282,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6580,3795,3170,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2100,998,536,478,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,25200,14120,8460,6126,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,95140,71219,38690,33820,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,2165090,1105410,648859,498855,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,7708,4436,3653,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,9300,9279,5448,4028,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,15697,8936,7502,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2187,1192,1002,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31145,17743,9933,8366,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,43030,32486,20214,14379,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,13100,24412,14115,11655,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,60590,54115,29985,25310,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,36770,36009,23743,14449,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,15640,25754,15311,11575,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4940,6478,3648,3125,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,24247,13509,11282,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,206550,249451,148571,112278,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18490,23305,14101,10684,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,3000,2399,1391,1206,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,76520,72159,41250,35090,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10600,8183,4717,4285,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,8300,15669,9021,6911,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,449190,468374,278164,209150,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,27945,17355,12133,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3800,2171,1871,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,29680,32505,18698,15609,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6700,24097,14023,11637,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,4277,2634,2107,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8500,9044,5220,4554,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8400,11056,6403,5471,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2200,7864,4405,3527,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,217141,142427,85563,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
