County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, Phase 1B Any Medical Condition"
Cameron,11,33950,21336,18066,3270,315242,59778,33067,6480,149238
Camp,4/5N,100,256,239,17,10054,2412,353,154,4991
Carson,1,200,363,352,11,4769,1096,77,0,2031
Cass,4/5N,300,318,306,12,24447,7203,1609,550,12120
Castro,1,300,317,314,3,5574,1267,152,174,2718
Chambers,6/5S,2900,1133,1032,101,34171,5692,1101,120,13721
Cherokee,4/5N,4000,1294,1262,32,41571,9380,1837,809,20430
Childress,1,900,450,445,5,5769,1177,276,136,2845
Clay,2/3,300,388,350,38,8544,2430,175,60,4071
Cochran,1,100,278,238,40,2167,497,66,0,1139
Coke,9/10,0,65,53,12,2839,957,47,130,1324
Coleman,2/3,600,231,218,13,6555,2051,418,162,3427
Collin,2/3,39900,28465,24878,3587,806242,118818,56174,7544,256993
Collingsworth,1,300,221,220,1,2177,574,94,92,1084
Colorado,6/5S,600,583,573,10,17682,5065,1057,477,7953
Comal,8,8600,4380,3999,381,125758,29676,7125,1845,45927
Comanche,2/3,500,485,480,5,11046,3438,418,292,5170
Concho,9/10,0,52,39,13,2381,528,81,66,1923
Cooke,2/3,1500,1110,1072,38,32501,7977,1347,552,14449
Coryell,7,1600,1090,1028,62,58277,6832,1291,594,25149
Cottle,2/3,0,41,41,0,1120,400,5,0,608
Crane,9/10,200,131,130,1,3483,625,95,110,1547
Crockett,9/10,0,63,58,5,2687,716,45,56,1307
Crosby,1,200,231,216,15,4386,1236,127,115,2252
Culberson,9/10,200,77,77,0,1797,529,79,0,972
Dallam,1,700,113,113,0,5092,691,95,0,2336
Dallas,2/3,184875,76926,63507,13419,2015538,284171,183122,21354,820238
Dawson,9/10,500,200,186,14,9997,1927,385,112,5005
Deaf Smith,1,1100,753,742,11,14288,2472,316,228,6265
Delta,4/5N,0,92,89,3,4312,1312,437,100,2090
Denton,2/3,32400,16744,14728,2016,702429,94410,34569,5667,276089
DeWitt,8,700,474,418,56,16610,4251,421,438,7926
Dickens,1,0,32,31,1,1840,546,29,0,943
Dimmit,8,500,211,211,0,7130,1517,226,175,4018
Donley,1,100,213,212,1,2655,798,47,74,1278
Duval,11,200,270,264,6,8359,2073,107,150,4543
Eastland,2/3,600,515,496,19,14718,4181,1021,405,7102
Ector,9/10,10900,3532,3231,301,123303,16788,6730,1016,54750
Edwards,8,0,52,47,5,1605,586,27,0,792
El Paso,9/10,79400,48375,42082,6293,640715,111036,46429,8546,281334
Ellis,2/3,4600,4980,4325,655,146536,26120,5259,1781,61039
Erath,2/3,700,827,755,72,34869,6466,1793,481,14817
Falls,7,300,229,210,19,14306,3332,413,187,7192
Fannin,2/3,2300,1293,1267,26,29681,7609,1161,693,13661
Fayette,7,1200,718,702,16,21209,6683,1251,647,9754
Fisher,2/3,200,49,46,3,3139,996,184,28,1509
Floyd,1,200,251,248,3,4283,1207,156,68,2228
Foard,2/3,100,152,151,1,937,323,9,80,489
Fort Bend,6/5S,34400,26845,22687,4158,626861,97435,33263,4965,192056
Franklin,4/5N,400,302,295,7,8327,2189,181,163,3820
Freestone,7,1100,359,358,1,16551,4068,718,261,8172
Frio,8,1500,688,680,8,15133,2573,226,270,7605
Gaines,9/10,1100,548,541,7,14875,2237,348,95,6531
Galveston,6/5S,21900,18488,15749,2739,267032,50119,15388,2824,113161
Garza,1,0,78,69,9,5021,727,52,75,2607
Gillespie,8,1900,786,772,14,22728,8108,1453,706,10293
Glasscock,9/10,0,13,12,1,1108,296,28,0,491
Goliad,8,100,206,185,21,6615,2077,59,135,3059
Gonzales,8,1200,688,677,11,15931,3700,626,256,7818
Gray,1,1200,845,837,8,17050,3428,927,315,8475
Grayson,2/3,16975,4604,4394,210,107568,25224,10711,1989,49725
Gregg,4/5N,10950,4192,3749,443,97771,19676,10046,2328,45063
Grimes,7,1000,508,492,16,23692,5592,422,311,11724
Guadalupe,8,5300,3915,3465,450,130156,24014,5123,1292,56504
Hale,1,2600,1252,1186,66,25066,4629,1308,399,12481
Hall,1,0,153,149,4,2399,745,42,72,1348
Hamilton,7,1200,1370,1369,1,6957,2150,503,296,3427
Hansford,1,400,243,241,2,3992,874,163,84,1970
Hardeman,2/3,500,305,298,7,3017,769,118,16,1552
Hardin,6/5S,3400,1227,1208,19,47640,10521,1237,527,19766
Harris,6/5S,391825,159329,136338,22991,3573784,490810,281834,27084,1572384
Harrison,4/5N,2200,1430,1327,103,53015,11647,3586,608,25401
Hartley,1,0,94,93,1,4850,899,203,94,2001
Haskell,2/3,100,169,162,7,4635,1242,136,68,2483
Hays,7,12750,6541,5952,589,183387,29281,7680,1557,67042
Hemphill,1,800,368,367,1,2788,547,113,98,1271
Henderson,4/5N,3300,1618,1487,131,67614,18942,2628,932,35206
Hidalgo,11,75175,23921,20162,3759,649795,102347,62827,16918,319830
Hill,7,900,873,834,39,29221,8003,1219,523,14733
Hockley,1,700,709,612,97,17482,3513,795,263,8124
Hood,2/3,2100,1099,1056,43,50235,15761,2493,862,23089
Hopkins,4/5N,1200,1010,994,16,29578,7446,1680,620,13891
Houston,4/5N,1500,821,813,8,19208,5038,1114,426,9989
Howard,9/10,2500,845,827,18,28821,4493,1826,454,14072
Hudspeth,9/10,0,65,63,2,2968,818,35,0,2097
Hunt,2/3,4900,2602,2423,179,77702,16832,4485,947,36713
Hutchinson,1,500,563,550,13,15984,3458,545,246,7583
Irion,9/10,0,24,22,2,1345,412,19,0,563
Jack,2/3,300,286,271,15,7488,1604,226,149,3304
Jackson,8,1200,582,546,36,11172,2670,422,237,5354
Jasper,4/5N,1900,612,606,6,28248,7271,1952,374,15256
Jeff Davis,9/10,0,51,51,0,2146,846,29,0,1042
Jefferson,6/5S,15550,3325,3271,54,198728,36802,16838,2497,109233
Jim Hogg,11,100,206,205,1,3764,898,35,60,1972
Jim Wells,11,1000,1008,974,34,29988,6423,4090,1033,15173
Johnson,2/3,2800,3696,3224,472,135188,26669,5142,1260,61261
Jones,2/3,100,398,297,101,16827,3127,400,340,8290
Karnes,8,800,373,369,4,12523,2489,396,244,6085
Kaufman,2/3,3250,3557,3058,499,104736,19164,4062,1176,43786
Kendall,8,2300,1866,1547,319,38074,9979,2094,801,15516
Kenedy,11,0,8,7,1,315,94,1,0,176
Kent,2/3,0,47,47,0,633,235,14,60,275
Kerr,8,3100,1130,1121,9,43611,14400,3557,1022,20395
Kimble,9/10,300,79,71,8,3844,1379,104,0,1891
King,1,0,8,7,1,233,60,5,0,93
Kinney,8,0,24,24,0,2931,889,19,0,1673
Kleberg,11,800,634,602,32,25862,4574,1835,341,10851
Knox,2/3,300,188,185,3,2861,823,117,127,1265
La Salle,8,100,103,99,4,6105,1224,37,60,2810
Lamar,4/5N,3100,1450,1438,12,40212,10314,3737,745,19135
Lamb,1,200,461,429,32,9647,2400,541,226,5028
Lampasas,7,200,306,272,34,17275,4497,436,284,8188
Lavaca,8,1600,945,911,34,16041,4537,881,620,7426
Lee,7,600,388,380,8,13837,3373,363,226,6632
Leon,7,500,321,317,4,14066,4292,256,74,6485
Liberty,6/5S,3300,1314,1234,80,70912,13765,2505,614,32693
Limestone,7,1100,495,485,10,19033,4691,2488,1060,9655
Lipscomb,1,0,109,108,1,2496,636,31,61,1202
Live Oak,11,200,163,159,4,9966,2656,55,100,4881
Llano,7,100,447,438,9,18642,7523,340,358,9093
Loving,9/10,0,5,5,0,83,34,1,0,47
Lubbock,1,58050,22845,18365,4480,243899,41235,24699,4151,94573
Lynn,1,200,299,268,31,4820,1113,212,40,2246
Madison,7,500,236,229,7,11353,2256,314,258,5423
Marion,4/5N,0,141,129,12,8117,2491,372,158,4457
Martin,9/10,300,287,274,13,4306,880,184,0,1849
Mason,9/10,200,154,140,14,3567,1322,126,0,1710
Matagorda,6/5S,2400,446,438,8,28353,6359,1540,369,14206
Maverick,8,2400,839,834,5,42357,7656,3716,1198,21160
McCulloch,9/10,400,202,189,13,6675,2024,303,122,3045
McLennan,7,14500,7193,6403,790,198642,37827,14401,3591,84638
McMullen,11,0,9,9,0,640,256,13,0,288
Medina,8,1000,1400,1310,90,42991,9239,1165,811,19399
Menard,9/10,0,71,62,9,1759,687,15,40,887
Midland,9/10,6300,4162,2971,1191,132357,17262,7414,1391,54263
Milam,7,1400,692,681,11,19805,5508,693,254,10021
Mills,7,200,252,248,4,3970,1369,186,152,1970
Mitchell,2/3,600,257,256,1,7087,1476,310,96,3086
Montague,2/3,200,390,333,57,15803,4504,678,383,7509
Montgomery,6/5S,36475,13331,11773,1558,470846,84212,25684,3769,177437
Moore,1,800,846,837,9,15513,2464,477,176,7114
Morris,4/5N,300,283,276,7,9938,2901,146,179,4953
Motley,1,0,33,33,0,1016,403,20,50,504
Nacogdoches,4/5N,5500,2626,2614,12,52561,10458,3380,851,24062
Navarro,2/3,1900,1003,974,29,40888,9624,2099,869,19328
Newton,4/5N,400,211,211,0,11070,2715,101,113,6051
Nolan,2/3,1000,718,683,35,10998,2627,692,251,5398
Nueces,11,34275,14600,12988,1612,282299,51768,30463,4100,135074
Ochiltree,1,800,307,305,2,7508,1186,218,114,3211
Oldham,1,0,164,156,8,1714,417,20,0,743
Orange,6/5S,800,674,662,12,65680,14828,2217,554,32089
Palo Pinto,2/3,700,571,561,10,23268,5869,1093,283,11269
Panola,4/5N,1200,345,332,13,19325,4774,784,377,9112
Parker,2/3,4900,3763,3473,290,112329,24963,4236,1301,47252
Parmer,1,500,411,406,5,7111,1387,171,174,3503
Pecos,9/10,1200,529,525,4,11723,2090,458,120,5876
Polk,4/5N,2500,817,796,21,41511,10157,1578,574,20999
Potter,1,40950,9794,9231,563,89806,16187,12650,1877,41999
Presidio,9/10,200,206,206,0,5092,1503,38,0,3005
Rains,4/5N,200,230,214,16,10262,3084,221,68,4960
Randall,1,4500,15116,14101,1015,109144,21784,4683,869,41519
Reagan,9/10,100,96,92,4,2900,544,62,42,1287
Real,8,0,39,38,1,2882,1135,27,86,1608
Red River,4/5N,200,229,228,1,9511,2902,490,252,5235
Reeves,9/10,400,372,369,3,13004,2131,308,89,5885
Refugio,11,600,406,399,7,5497,1635,242,64,2785
Roberts,1,0,43,43,0,673,210,20,0,323
Robertson,7,500,383,371,12,14216,3542,273,252,6514
Rockwall,2/3,3500,2807,2474,333,81869,14227,4867,1327,30252
Runnels,2/3,900,632,575,57,7992,2310,499,312,3905
Rusk,4/5N,1000,755,702,53,44061,9463,1914,749,21319
Sabine,4/5N,1200,374,373,1,9116,3288,790,186,4721
San Augustine,4/5N,800,196,195,1,6982,2335,413,337,3730
San Jacinto,4/5N,900,480,462,18,23713,6477,230,190,12311
San Patricio,11,800,1355,1242,113,51382,10700,1409,396,22807
San Saba,7,200,71,69,2,5108,1536,95,72,2501
Schleicher,9/10,200,113,91,22,2184,564,71,34,1028
Scurry,2/3,500,298,294,4,12956,2503,560,128,6242
Shackelford,2/3,0,69,52,17,2694,694,122,0,1223
Shelby,4/5N,1200,341,340,1,18618,4285,754,369,9951
Sherman,1,0,67,66,1,2368,524,34,42,1047
Smith,4/5N,34500,11153,10133,1020,181426,38833,24195,2911,75818
Somervell,2/3,0,182,169,13,7769,2079,263,220,3417
Starr,11,2300,1800,1728,72,46042,7973,5154,1966,23826
Stephens,2/3,300,124,116,8,7614,1989,282,92,3830
Sterling,9/10,0,35,34,1,1019,306,9,44,445
Stonewall,2/3,200,57,54,3,1136,425,66,80,533
Sutton,9/10,100,55,38,17,2909,758,102,0,1326
Swisher,1,100,342,337,5,5843,1484,146,61,2985
Tarrant,2/3,178725,53419,48563,4856,1596169,246738,117603,18366,660059
Taylor,2/3,11350,7881,5237,2644,108531,20790,13362,2443,43683
Terrell,9/10,0,29,28,1,652,245,13,0,356
Terry,1,1300,679,660,19,9564,1942,478,178,4766
Throckmorton,2/3,100,103,103,0,1187,400,68,0,605
Titus,4/5N,2200,615,607,8,25312,5155,2112,633,11794
Tom Green,9/10,9950,5268,3611,1657,93428,18529,7802,1606,39665
Travis,7,109650,43513,37666,5847,1016090,126607,72623,8271,337286
Trinity,4/5N,800,353,352,1,12118,3960,400,241,6368
Tyler,4/5N,1200,787,787,0,18704,5080,627,238,9278
Upshur,4/5N,400,813,738,75,33211,7910,852,567,15425
Upton,9/10,200,150,148,2,2790,680,189,30,1304
Uvalde,8,1600,931,920,11,20809,4433,1687,459,10179
Val Verde,8,2100,1173,1165,8,38039,7591,3134,490,17165
Van Zandt,4/5N,2000,1334,1229,105,45144,12228,1691,711,21537
Victoria,8,6550,4282,3524,758,72004,14413,6748,1008,33178
Walker,6/5S,3000,1314,1287,27,64302,10281,2415,400,28400
Waller,6/5S,1600,704,659,45,44163,7506,1476,466,18373
Ward,9/10,400,227,224,3,8544,1608,180,92,4073
Washington,7,1900,863,822,41,28737,7674,2867,1018,13829
Webb,11,26800,8821,8459,362,205887,27759,14457,1766,96319
Wharton,6/5S,1300,600,573,27,31964,7399,1057,615,16049
Wheeler,1,400,234,234,0,4018,1136,230,114,1950
Wichita,2/3,14950,5303,4669,634,106550,21428,10503,2088,50159
Wilbarger,2/3,2800,1087,1037,50,9933,2483,540,304,5328
Willacy,11,100,487,434,53,16823,3062,269,557,9035
Williamson,7,27575,17831,15895,1936,457170,74290,20968,4643,160153
Wilson,8,2700,2081,1978,103,42030,9149,1516,615,16633
Winkler,9/10,200,215,213,2,5798,967,135,0,2663
Wise,2/3,4350,3430,2642,788,55570,11830,4112,552,26139
Wood,4/5N,1500,1235,1197,38,37205,12511,1107,790,18613
Yoakum,1,300,356,351,5,6336,1174,251,60,2690
Young,2/3,1700,499,495,4,15028,4183,1057,431,6955
Zapata,11,200,124,121,3,10088,1870,270,143,5427
Zavala,8,100,204,203,1,8768,1675,58,60,4807
*Other,N/A,0,87842,74830,13012,,,,,
