County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Ector,9/10,33300,22731,17766,4965,120896,15970,5303,1016,50679,,,
Edwards,8,0,195,166,29,1555,561,24,0,528,,,
El Paso,9/10,161575,151513,106277,45236,640180,105175,35065,8383,245567,,,
Ellis,2/3,14300,23184,17782,5402,141665,24288,3985,1994,54463,,,
Erath,2/3,2400,3992,3000,992,34875,6256,1250,481,12564,,,
Falls,7,5575,2012,1729,283,14049,3226,328,187,5671,,,
Fannin,2/3,8375,4647,3251,1396,28874,6588,962,614,10987,,,
Fayette,7,1400,2847,2283,564,20879,6679,998,647,6844,,,
Fisher,2/3,600,492,429,63,3088,961,101,28,1061,,,
Floyd,1,600,1085,802,283,4371,1070,132,68,1723,,,
Foard,2/3,400,512,382,130,962,315,7,80,332,,,
Fort Bend,6/5S,97850,123062,89086,33976,616413,93851,24721,4977,175581,,,
Franklin,4/5N,900,947,648,299,8554,2367,169,163,2871,,,
Freestone,7,1200,1282,903,379,15808,3996,553,261,6319,,,
Frio,8,3475,2793,1996,797,16121,2499,186,166,6797,,,
Gaines,9/10,1400,1473,918,555,14548,1907,323,95,6156,,,
Galveston,6/5S,56950,59476,40978,18498,269280,50987,11784,2830,96486,,,
Garza,1,400,432,359,73,5325,719,33,75,2197,,,
Gillespie,8,6700,5219,4036,1183,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,287,265,22,1099,210,23,0,426,,,
Goliad,8,200,1203,961,242,6281,1832,39,135,2282,,,
Gonzales,8,1700,2460,1682,778,15937,3572,550,256,6356,,,
Gray,1,1400,2584,1731,853,16924,3531,689,315,6978,,,
Grayson,2/3,24100,15548,10769,4779,107521,24182,9338,2131,40586,,,
Gregg,4/5N,23800,13830,10388,3442,95544,19451,7025,2324,37362,,,
Grimes,7,1400,2213,1661,552,23245,5134,234,311,9653,,,
Guadalupe,8,16625,16495,12170,4325,130517,23614,3801,1225,49282,,,
Hale,1,3300,4319,2930,1389,25476,4604,873,399,10561,,,
Hall,1,0,728,567,161,2406,711,27,72,978,,,
Hamilton,7,1800,1934,1364,570,6832,2146,481,296,2427,,,
Hansford,1,700,883,642,241,3987,812,139,84,1616,,,
Hardeman,2/3,1000,1200,837,363,3190,912,102,16,1146,,,
Hardin,6/5S,5400,6465,4923,1542,45112,9762,1003,527,16190,,,
Harris,6/5S,759025,575475,403820,171655,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,4200,4594,3387,1207,51900,11607,3063,608,20509,,,
Hartley,1,1475,764,651,113,4561,861,196,94,1669,,,
Haskell,2/3,600,911,790,121,4831,1266,123,68,1872,,,
Hays,7,28550,26815,20149,6666,183380,26187,5488,1907,61462,,,
Hemphill,1,1300,988,620,368,2827,606,104,98,1066,,,
Henderson,4/5N,5000,6631,4962,1669,67238,18534,2043,998,26544,,,
Hidalgo,11,160975,114286,80161,34125,620824,98328,54962,17074,286328,,,
Hill,7,1900,4059,2826,1233,29198,7684,862,523,11381,,,
Hockley,1,1200,3207,2483,724,17799,3453,483,263,6829,,,
Hood,2/3,4500,6865,5554,1311,50193,15416,1720,867,16867,,,
Hopkins,4/5N,3100,2292,1696,596,29175,6887,1192,620,11166,,,
Houston,4/5N,2000,2220,1457,763,18929,5176,634,538,7399,,,
Howard,9/10,3100,2724,1773,951,29544,4813,1456,454,12143,,,
Hudspeth,9/10,300,607,457,150,3979,775,33,0,1778,,,
Hunt,2/3,8150,9399,6322,3077,77878,15810,4112,947,31096,,,
Hutchinson,1,1000,2345,1693,652,16258,3581,504,246,6098,,,
Irion,9/10,0,186,131,55,1234,328,15,0,429,,,
Jack,2/3,1100,1158,859,299,7230,1515,198,149,2732,,,
Jackson,8,3750,2575,1972,603,11425,2720,380,237,4205,,,
Jasper,4/5N,7200,4776,4256,520,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,200,658,606,52,2180,812,28,0,685,,,
Jefferson,6/5S,41200,21614,16911,4703,197382,37595,13127,2431,90120,,,
Jim Hogg,11,300,1122,709,413,3791,890,14,60,1572,,,
Jim Wells,11,6675,8486,6163,2323,30579,6358,3897,985,12474,,,
Johnson,2/3,7400,15143,10411,4732,135345,25151,3559,1471,53224,,,
Jones,2/3,500,1622,1227,395,17011,3188,337,254,6981,,,
Karnes,8,2000,1801,1355,446,12669,2211,370,244,5177,,,
Kaufman,2/3,5550,13184,9039,4145,102341,16113,2857,1189,40613,,,
Kendall,8,2900,5993,4330,1663,37890,9152,1091,801,12702,,,
Kenedy,11,0,123,112,11,321,68,1,0,139,,,
Kent,2/3,0,179,131,48,615,201,13,60,198,,,
Kerr,8,5300,5904,4497,1407,43793,14769,2805,1022,13990,,,
Kimble,9/10,700,687,606,81,3651,1288,90,0,1243,,,
King,1,0,35,28,7,205,51,7,0,69,,,
Kinney,8,200,476,406,70,3050,910,11,0,1171,,,
Kleberg,11,10175,7797,6869,928,24188,4046,1401,341,9265,,,
Knox,2/3,700,853,664,189,2808,736,95,127,976,,,
La Salle,8,4400,2572,1775,797,6212,1018,22,60,2410,,,
Lamar,4/5N,6500,6767,5240,1527,39402,9726,3115,745,14986,,,
Lamb,1,600,2427,1645,782,9740,2240,454,226,3968,,,
Lampasas,7,800,1704,1348,356,17366,4322,348,284,6457,,,
Lavaca,8,2300,2870,1795,1075,16004,4775,820,612,5435,,,
Lee,7,800,1443,1052,391,13993,3219,334,226,5333,,,
Leon,7,900,1091,750,341,13946,4334,155,74,4662,,,
Liberty,6/5S,9175,5579,3777,1802,66868,11399,1398,614,28567,,,
Limestone,7,1700,1846,1263,583,18871,4670,2332,1060,7512,,,
Lipscomb,1,200,546,396,150,2520,617,24,61,919,,,
Live Oak,11,400,1582,1160,422,10055,2533,35,100,3769,,,
Llano,7,1200,2602,2124,478,18908,8119,277,358,5362,,,
Loving,9/10,0,29,28,1,129,23,0,0,50,,,
Lubbock,1,95200,70598,49971,20627,244992,39476,20974,4093,83028,,,
Lynn,1,400,970,637,333,4496,974,191,40,1838,,,
Madison,7,900,855,612,243,11595,2264,299,258,4451,,,
Marion,4/5N,0,570,391,179,8277,2697,351,158,3058,,,
Martin,9/10,800,1166,888,278,4136,659,165,0,1624,,,
Mason,9/10,400,741,604,137,3521,1250,104,0,1147,,,
Matagorda,6/5S,2900,2828,1930,898,28247,6391,1113,369,11409,,,
Maverick,8,9100,5147,4110,1037,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1200,872,741,131,6435,1792,212,122,2275,,,
McLennan,7,34950,30547,23017,7530,200781,37728,11153,3621,71906,,,
McMullen,11,100,109,101,8,616,189,10,0,202,,,
Medina,8,2600,5938,4315,1623,41263,8757,899,536,16090,,,
Menard,9/10,200,482,407,75,1790,699,9,40,550,,,
Midland,9/10,32275,25230,21241,3989,131025,18438,5950,1288,49538,,,
Milam,7,2700,3086,1964,1122,19689,5245,532,297,7641,,,
Mills,7,300,823,567,256,4006,1416,149,152,1305,,,
Mitchell,2/3,1000,940,665,275,6958,1259,265,96,2753,,,
Montague,2/3,2350,3075,2242,833,15872,4444,560,383,5668,,,
Montgomery,6/5S,74300,60794,42887,17907,467232,81457,20255,3836,157396,,,
Moore,1,1500,4621,3692,929,14986,2372,448,176,6143,,,
Morris,4/5N,500,858,567,291,9830,2730,77,179,3692,,,
Motley,1,0,197,151,46,994,368,22,50,319,,,
Nacogdoches,4/5N,8700,9985,6340,3645,51773,9953,2530,755,19948,,,
Navarro,2/3,7100,7495,6477,1018,38360,8651,1720,869,15775,,,
Newton,4/5N,900,1467,1251,216,11298,2878,55,113,4648,,,
Nolan,2/3,2200,2371,1686,685,11321,2737,519,251,4249,,,
Nueces,11,74275,43091,28415,14676,284366,54069,25582,4100,113767,,,
Ochiltree,1,1300,1217,795,422,7106,1148,200,114,2812,,,
Oldham,1,300,416,264,152,1728,316,18,0,654,,,
Orange,6/5S,1600,5710,4744,966,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,1800,2105,1524,581,23207,5893,864,283,8796,,,
Panola,4/5N,1600,1735,1256,479,18462,4589,473,377,7117,,,
Parker,2/3,15350,16533,11987,4546,111686,22331,2890,1301,40567,,,
Parmer,1,800,1849,1317,532,7222,1366,161,174,2910,,,
Pecos,9/10,2000,2920,2384,536,12317,2141,400,120,5047,,,
Polk,4/5N,4300,5803,4452,1351,42276,9733,1184,574,17118,,,
Potter,1,84125,26175,16941,9234,88673,15203,10224,1770,35559,,,
Presidio,9/10,800,1449,1236,213,5069,1601,27,0,2039,,,
Rains,4/5N,300,851,620,231,10277,3123,163,68,3649,,,
Randall,1,6100,39552,25015,14537,108431,21424,2812,869,34803,,,
Reagan,9/10,300,474,364,110,2841,427,52,42,1173,,,
Real,8,200,769,572,197,2943,1053,25,86,1051,,,
Red River,4/5N,800,1692,1277,415,9965,3044,420,252,3717,,,
Reeves,9/10,5775,4457,3108,1349,12781,1878,281,89,5277,,,
Refugio,11,700,1348,933,415,5583,1617,228,154,2031,,,
Roberts,1,0,141,94,47,672,193,16,0,227,,,
Robertson,7,1000,1590,1246,344,13474,3412,252,252,4991,,,
Rockwall,2/3,6775,14191,10490,3701,80325,13395,3750,1347,27575,,,
Runnels,2/3,1500,1750,1138,612,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,3151,2307,844,43777,9197,1501,759,17428,,,
Sabine,4/5N,1400,1706,1248,458,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,1055,783,272,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1600,2301,1663,638,23444,6488,132,190,9275,,,
San Patricio,11,3200,7449,5501,1948,51116,10209,975,347,19063,,,
San Saba,7,300,269,204,65,5000,1465,33,72,1828,,,
Schleicher,9/10,400,304,198,106,2218,559,65,34,793,,,
Scurry,2/3,3925,1689,1223,466,13000,2566,399,128,5165,,,
Shackelford,2/3,300,334,280,54,2612,691,52,0,937,,,
Shelby,4/5N,1700,1595,1036,559,19449,4532,540,369,7876,,,
Sherman,1,500,525,423,102,2294,462,24,42,868,,,
Smith,4/5N,63600,31448,23207,8241,182283,39337,19690,3030,62467,,,
Somervell,2/3,600,1247,987,260,7386,1770,457,220,2741,,,
Starr,11,6400,7580,5652,1928,45765,7370,4479,1999,21117,,,
Stephens,2/3,900,740,576,164,7542,1890,168,92,2928,,,
Sterling,9/10,100,129,103,26,975,186,10,44,375,,,
Stonewall,2/3,500,287,238,49,1095,361,63,53,369,,,
Sutton,9/10,400,447,354,93,2992,723,91,0,1051,,,
Swisher,1,500,1246,918,328,5764,1305,114,61,2381,,,
Tarrant,2/3,395350,231718,157093,74625,1617160,244511,86106,18386,590239,,,
Taylor,2/3,22375,23141,17184,5957,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,218,199,19,639,255,10,0,207,,,
Terry,1,3450,2622,1927,695,9307,1858,345,178,3985,,,
Throckmorton,2/3,500,432,359,73,1247,445,64,0,399,,,
Titus,4/5N,4300,2390,1569,821,24323,4845,1811,633,9797,,,
Tom Green,9/10,24000,21575,14683,6892,93752,18625,6702,1601,33131,,,
Travis,7,217400,147248,102975,44273,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2750,2054,1513,541,12104,3956,347,241,4400,,,
Tyler,4/5N,2800,2775,2002,773,17963,4895,476,238,6926,,,
Upshur,4/5N,1400,2783,2077,706,33011,7825,714,567,12366,,,
Upton,9/10,400,769,614,155,2730,537,170,30,1105,,,
Uvalde,8,7175,5795,4046,1749,20379,4508,1498,515,8253,,,
Val Verde,8,5150,5599,4396,1203,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,2900,4973,3603,1370,45216,11495,1280,711,16861,,,
Victoria,8,13475,13946,10245,3701,71388,15242,5624,1030,27119,,,
Walker,6/5S,5600,5308,3851,1457,63471,10049,1526,400,24628,,,
Waller,6/5S,3300,3616,2733,883,43350,6546,1182,466,16819,,,
Ward,9/10,600,1429,1132,297,8921,1629,137,92,3551,,,
Washington,7,14000,5429,4421,1008,29086,7889,2581,1018,10662,,,
Webb,11,46900,38951,28534,10417,196916,26921,12073,1646,88397,,,
Wharton,6/5S,2800,3460,2442,1018,32110,7239,1438,615,12933,,,
Wheeler,1,900,984,663,321,3915,1002,200,114,1459,,,
Wichita,2/3,28000,24573,16218,8355,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,5700,3511,2392,1119,10361,2421,457,304,4240,,,
Willacy,11,800,2399,1804,595,16897,3057,325,557,7612,,,
Williamson,7,65550,61907,43973,17934,458433,73202,14404,4639,146388,,,
Wilson,8,4100,6146,3956,2190,40488,8411,1224,615,13986,,,
Winkler,9/10,400,1055,825,230,5954,964,102,0,2445,,,
Wise,2/3,6850,7616,4517,3099,54722,10598,3589,552,22459,,,
Wood,4/5N,2400,4232,3196,1036,38005,12527,1046,880,13019,,,
Yoakum,1,800,1105,741,364,6135,1033,225,60,2367,,,
Young,2/3,2700,2372,1720,652,14219,3774,862,431,5296,,,
Zapata,11,700,1530,1345,185,9981,1866,195,202,4642,,,
Zavala,8,200,2628,2306,322,8840,1723,25,60,4035,,,
*Other,N/A,9775,331160,262995,68165,,,,,,,,
,,,,,,,,,,,,,
