County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Ellis,2/3,16900,24546,18447,6099,141665,24288,3985,1994,54463,,,
Erath,2/3,3600,4207,3103,1104,34875,6256,1250,481,12564,,,
Falls,7,7825,2128,1782,346,14049,3226,328,187,5671,,,
Fannin,2/3,10525,4762,3316,1446,28874,6588,962,614,10987,,,
Fayette,7,1600,3364,2654,710,20879,6679,998,647,6844,,,
Fisher,2/3,700,512,443,69,3088,961,101,28,1061,,,
Floyd,1,700,1121,824,297,4371,1070,132,68,1723,,,
Foard,2/3,500,537,411,126,962,315,7,80,332,,,
Fort Bend,6/5S,116900,145641,101855,43786,616413,93851,24721,4977,175581,,,
Franklin,4/5N,900,1281,914,367,8554,2367,169,163,2871,,,
Freestone,7,1300,1441,984,457,15808,3996,553,261,6319,,,
Frio,8,4650,2831,2027,804,16121,2499,186,166,6797,,,
Gaines,9/10,1600,1665,1075,590,14548,1907,323,95,6156,,,
Galveston,6/5S,69200,68582,44466,24116,269280,50987,11784,2830,96486,,,
Garza,1,500,477,381,96,5325,719,33,75,2197,,,
Gillespie,8,9200,5458,4195,1263,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,298,267,31,1099,210,23,0,426,,,
Goliad,8,400,1592,1035,557,6281,1832,39,135,2282,,,
Gonzales,8,1900,2742,1845,897,15937,3572,550,256,6356,,,
Gray,1,1800,2632,1759,873,16924,3531,689,315,6978,,,
Grayson,2/3,24600,16395,11306,5089,107521,24182,9338,2131,40586,,,
Gregg,4/5N,29375,17199,12707,4492,95544,19451,7025,2324,37362,,,
Grimes,7,1700,2587,1851,736,23245,5134,234,311,9653,,,
Guadalupe,8,17425,17902,13090,4812,130517,23614,3801,1225,49282,,,
Hale,1,3300,4605,3147,1458,25476,4604,873,399,10561,,,
Hall,1,0,742,571,171,2406,711,27,72,978,,,
Hamilton,7,1800,1592,1015,577,6832,2146,481,296,2427,,,
Hansford,1,900,894,645,249,3987,812,139,84,1616,,,
Hardeman,2/3,1200,1276,842,434,3190,912,102,16,1146,,,
Hardin,6/5S,5900,7376,5458,1918,45112,9762,1003,527,16190,,,
Harris,6/5S,871450,626420,426438,199982,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,4900,5167,3764,1403,51900,11607,3063,608,20509,,,
Hartley,1,1475,1490,988,502,4561,861,196,94,1669,,,
Haskell,2/3,600,1068,832,236,4831,1266,123,68,1872,,,
Hays,7,35350,28437,21067,7370,183380,26187,5488,1907,61462,,,
Hemphill,1,1300,1003,634,369,2827,606,104,98,1066,,,
Henderson,4/5N,5100,8260,5914,2346,67238,18534,2043,998,26544,,,
Hidalgo,11,188750,127328,85513,41815,620824,98328,54962,17074,286328,,,
Hill,7,2200,4481,3005,1476,29198,7684,862,523,11381,,,
Hockley,1,1400,3752,2773,979,17799,3453,483,263,6829,,,
Hood,2/3,5200,8064,6339,1725,50193,15416,1720,867,16867,,,
Hopkins,4/5N,3800,3449,2572,877,29175,6887,1192,620,11166,,,
Houston,4/5N,2100,2207,1386,821,18929,5176,634,538,7399,,,
Howard,9/10,3500,3108,1989,1119,29544,4813,1456,454,12143,,,
Hudspeth,9/10,300,700,517,183,3979,775,33,0,1778,,,
Hunt,2/3,8750,10191,6643,3548,77878,15810,4112,947,31096,,,
Hutchinson,1,1000,2660,1904,756,16258,3581,504,246,6098,,,
Irion,9/10,0,211,149,62,1234,328,15,0,429,,,
Jack,2/3,1200,1170,867,303,7230,1515,198,149,2732,,,
Jackson,8,4450,2807,2028,779,11425,2720,380,237,4205,,,
Jasper,4/5N,8800,5144,4406,738,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,200,671,615,56,2180,812,28,0,685,,,
Jefferson,6/5S,55150,26499,20019,6480,197382,37595,13127,2431,90120,,,
Jim Hogg,11,400,1457,951,506,3791,890,14,60,1572,,,
Jim Wells,11,8925,9168,6556,2612,30579,6358,3897,985,12474,,,
Johnson,2/3,11600,16758,11306,5452,135345,25151,3559,1471,53224,,,
Jones,2/3,700,1732,1301,431,17011,3188,337,254,6981,,,
Karnes,8,2500,1858,1385,473,12669,2211,370,244,5177,,,
Kaufman,2/3,6750,14830,10106,4724,102341,16113,2857,1189,40613,,,
Kendall,8,3000,6954,5075,1879,37890,9152,1091,801,12702,,,
Kenedy,11,0,117,109,8,321,68,1,0,139,,,
Kent,2/3,0,188,132,56,615,201,13,60,198,,,
Kerr,8,5400,6116,4664,1452,43793,14769,2805,1022,13990,,,
Kimble,9/10,700,699,615,84,3651,1288,90,0,1243,,,
King,1,0,31,27,4,205,51,7,0,69,,,
Kinney,8,200,480,409,71,3050,910,11,0,1171,,,
Kleberg,11,14325,8150,7053,1097,24188,4046,1401,341,9265,,,
Knox,2/3,700,977,676,301,2808,736,95,127,976,,,
La Salle,8,7325,2557,1762,795,6212,1018,22,60,2410,,,
Lamar,4/5N,8000,7065,5438,1627,39402,9726,3115,745,14986,,,
Lamb,1,600,2715,1762,953,9740,2240,454,226,3968,,,
Lampasas,7,900,1938,1503,435,17366,4322,348,284,6457,,,
Lavaca,8,2300,3024,1885,1139,16004,4775,820,612,5435,,,
Lee,7,800,1562,1115,447,13993,3219,334,226,5333,,,
Leon,7,1000,1218,813,405,13946,4334,155,74,4662,,,
Liberty,6/5S,11125,6049,3997,2052,66868,11399,1398,614,28567,,,
Limestone,7,2600,2073,1384,689,18871,4670,2332,1060,7512,,,
Lipscomb,1,200,587,423,164,2520,617,24,61,919,,,
Live Oak,11,400,1605,1177,428,10055,2533,35,100,3769,,,
Llano,7,1400,3028,2503,525,18908,8119,277,358,5362,,,
Loving,9/10,0,28,25,3,129,23,0,0,50,,,
Lubbock,1,105500,80256,54936,25320,244992,39476,20974,4093,83028,,,
Lynn,1,400,1189,822,367,4496,974,191,40,1838,,,
Madison,7,1000,945,657,288,11595,2264,299,258,4451,,,
Marion,4/5N,0,703,470,233,8277,2697,351,158,3058,,,
Martin,9/10,800,1185,900,285,4136,659,165,0,1624,,,
Mason,9/10,500,750,611,139,3521,1250,104,0,1147,,,
Matagorda,6/5S,3000,2967,2018,949,28247,6391,1113,369,11409,,,
Maverick,8,11000,5403,4341,1062,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1300,922,764,158,6435,1792,212,122,2275,,,
McLennan,7,44050,32960,24099,8861,200781,37728,11153,3621,71906,,,
McMullen,11,100,109,102,7,616,189,10,0,202,,,
Medina,8,2700,6425,4652,1773,41263,8757,899,536,16090,,,
Menard,9/10,200,482,407,75,1790,699,9,40,550,,,
Midland,9/10,42325,29435,23083,6352,131025,18438,5950,1288,49538,,,
Milam,7,2900,3291,2132,1159,19689,5245,532,297,7641,,,
Mills,7,300,878,611,267,4006,1416,149,152,1305,,,
Mitchell,2/3,1000,956,676,280,6958,1259,265,96,2753,,,
Montague,2/3,2550,3273,2327,946,15872,4444,560,383,5668,,,
Montgomery,6/5S,84900,71545,48955,22590,467232,81457,20255,3836,157396,,,
Moore,1,1500,5034,4020,1014,14986,2372,448,176,6143,,,
Morris,4/5N,700,1031,714,317,9830,2730,77,179,3692,,,
Motley,1,0,195,149,46,994,368,22,50,319,,,
Nacogdoches,4/5N,10500,10219,6514,3705,51773,9953,2530,755,19948,,,
Navarro,2/3,9200,7920,6643,1277,38360,8651,1720,869,15775,,,
Newton,4/5N,900,1525,1298,227,11298,2878,55,113,4648,,,
Nolan,2/3,3200,2446,1713,733,11321,2737,519,251,4249,,,
Nueces,11,85175,49949,31810,18139,284366,54069,25582,4100,113767,,,
Ochiltree,1,1500,1309,816,493,7106,1148,200,114,2812,,,
Oldham,1,300,428,268,160,1728,316,18,0,654,,,
Orange,6/5S,2000,6674,5468,1206,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2200,2237,1600,637,23207,5893,864,283,8796,,,
Panola,4/5N,1700,1858,1319,539,18462,4589,473,377,7117,,,
Parker,2/3,19250,19083,13215,5868,111686,22331,2890,1301,40567,,,
Parmer,1,900,2024,1379,645,7222,1366,161,174,2910,,,
Pecos,9/10,2000,3028,2427,601,12317,2141,400,120,5047,,,
Polk,4/5N,4300,6523,4869,1654,42276,9733,1184,574,17118,,,
Potter,1,89325,27278,17457,9821,88673,15203,10224,1770,35559,,,
Presidio,9/10,1500,1774,1556,218,5069,1601,27,0,2039,,,
Rains,4/5N,500,1062,755,307,10277,3123,163,68,3649,,,
Randall,1,6200,41296,25841,15455,108431,21424,2812,869,34803,,,
Reagan,9/10,300,482,369,113,2841,427,52,42,1173,,,
Real,8,200,774,578,196,2943,1053,25,86,1051,,,
Red River,4/5N,900,1739,1305,434,9965,3044,420,252,3717,,,
Reeves,9/10,7725,4517,3131,1386,12781,1878,281,89,5277,,,
Refugio,11,700,1364,943,421,5583,1617,228,154,2031,,,
Roberts,1,0,142,94,48,672,193,16,0,227,,,
Robertson,7,1200,1870,1399,471,13474,3412,252,252,4991,,,
Rockwall,2/3,8175,15975,11633,4342,80325,13395,3750,1347,27575,,,
Runnels,2/3,1800,1788,1166,622,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,4540,3362,1178,43777,9197,1501,759,17428,,,
Sabine,4/5N,1600,1757,1283,474,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,1242,874,368,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1800,2554,1808,746,23444,6488,132,190,9275,,,
San Patricio,11,4200,8326,6063,2263,51116,10209,975,347,19063,,,
San Saba,7,300,299,228,71,5000,1465,33,72,1828,,,
Schleicher,9/10,400,515,401,114,2218,559,65,34,793,,,
Scurry,2/3,3925,2213,1528,685,13000,2566,399,128,5165,,,
Shackelford,2/3,300,340,283,57,2612,691,52,0,937,,,
Shelby,4/5N,1700,1742,1107,635,19449,4532,540,369,7876,,,
Sherman,1,500,593,450,143,2294,462,24,42,868,,,
Smith,4/5N,74400,38680,26088,12592,182283,39337,19690,3030,62467,,,
Somervell,2/3,600,1299,1010,289,7386,1770,457,220,2741,,,
Starr,11,8000,8041,5887,2154,45765,7370,4479,1999,21117,,,
Stephens,2/3,900,906,656,250,7542,1890,168,92,2928,,,
Sterling,9/10,100,134,106,28,975,186,10,44,375,,,
Stonewall,2/3,500,318,245,73,1095,361,63,53,369,,,
Sutton,9/10,400,459,359,100,2992,723,91,0,1051,,,
Swisher,1,500,1296,940,356,5764,1305,114,61,2381,,,
Tarrant,2/3,440250,275321,180391,94930,1617160,244511,86106,18386,590239,,,
Taylor,2/3,30525,24150,17870,6280,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,210,196,14,639,255,10,0,207,,,
Terry,1,3650,2847,1964,883,9307,1858,345,178,3985,,,
Throckmorton,2/3,600,459,373,86,1247,445,64,0,399,,,
Titus,4/5N,5200,2956,1980,976,24323,4845,1811,633,9797,,,
Tom Green,9/10,28400,23581,15760,7821,93752,18625,6702,1601,33131,,,
Travis,7,242000,157579,109252,48327,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2850,2179,1604,575,12104,3956,347,241,4400,,,
Tyler,4/5N,2900,3177,2266,911,17963,4895,476,238,6926,,,
Upshur,4/5N,1600,3392,2463,929,33011,7825,714,567,12366,,,
Upton,9/10,500,850,691,159,2730,537,170,30,1105,,,
Uvalde,8,9325,5842,4086,1756,20379,4508,1498,515,8253,,,
Val Verde,8,7200,5779,4533,1246,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3000,5737,3970,1767,45216,11495,1280,711,16861,,,
Victoria,8,17850,14521,10533,3988,71388,15242,5624,1030,27119,,,
Walker,6/5S,5900,5679,4056,1623,63471,10049,1526,400,24628,,,
Waller,6/5S,3400,4202,3083,1119,43350,6546,1182,466,16819,,,
Ward,9/10,700,1731,1361,370,8921,1629,137,92,3551,,,
Washington,7,19000,6335,5111,1224,29086,7889,2581,1018,10662,,,
Webb,11,52100,43205,30879,12326,196916,26921,12073,1646,88397,,,
Wharton,6/5S,3800,4050,2778,1272,32110,7239,1438,615,12933,,,
Wheeler,1,1000,1056,711,345,3915,1002,200,114,1459,,,
Wichita,2/3,31350,25733,17053,8680,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,5800,3662,2480,1182,10361,2421,457,304,4240,,,
Willacy,11,900,2568,1925,643,16897,3057,325,557,7612,,,
Williamson,7,82850,66286,46727,19559,458433,73202,14404,4639,146388,,,
Wilson,8,4500,6628,4281,2347,40488,8411,1224,615,13986,,,
Winkler,9/10,500,1115,879,236,5954,964,102,0,2445,,,
Wise,2/3,7950,7930,4747,3183,54722,10598,3589,552,22459,,,
Wood,4/5N,2500,5792,4164,1628,38005,12527,1046,880,13019,,,
Yoakum,1,800,1313,867,446,6135,1033,225,60,2367,,,
Young,2/3,3200,2822,1962,860,14219,3774,862,431,5296,,,
Zapata,11,1100,1575,1376,199,9981,1866,195,202,4642,,,
Zavala,8,200,2764,2377,387,8840,1723,25,60,4035,,,
*Other,N/A,720525,271165,225893,45272,,,,,,,,
,,,,,,,,,,,,,
