County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Castro,1,2600,3337,2003,1457,5607,1236,121,174,2168,341,,
Chambers,6/5S,30400,13824,8906,5145,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,15670,15175,9534,6630,40876,9444,1500,738,16376,1511,,
Childress,1,4300,3267,1861,1648,6094,1165,251,136,2395,0,,
Clay,2/3,12645,5600,3090,2658,8666,2484,136,60,3011,384,,
Cochran,1,1400,3048,2455,738,2188,468,57,0,956,0,,
Coke,9/10,0,1575,917,681,2756,947,47,130,899,0,,
Coleman,2/3,2900,3053,1927,1247,6721,2119,342,162,2379,289,,
Collin,2/3,556160,571239,362133,221574,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,2100,1276,756,612,2263,555,80,92,847,0,,
Colorado,6/5S,9600,10623,6847,4892,17107,4850,853,477,5957,613,,
Comal,8,68100,74269,47742,30256,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6690,6728,3953,3226,10944,3330,330,292,3738,455,,
Concho,9/10,1800,1398,854,611,2288,689,76,66,815,0,,
Cooke,2/3,16600,13668,8506,5578,32675,7804,948,552,11640,1051,,
Coryell,7,28305,17897,10786,7789,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,678,374,336,1123,339,5,0,446,0,,
Crane,9/10,3450,1935,1211,745,3554,594,71,110,1353,0,,
Crockett,9/10,0,1718,984,759,2694,612,31,56,1031,0,,
Crosby,1,4050,3131,1735,1422,4421,1085,98,115,1771,284,,
Culberson,9/10,1900,1315,796,523,1746,480,67,0,722,0,,
Dallam,1,23630,3767,2209,1585,5217,857,40,0,2067,0,,
Dallas,2/3,1351065,1227547,800111,466614,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,3400,3474,2075,1471,9789,1898,304,112,4206,475,,
Deaf Smith,1,4200,6796,4182,3077,13439,2423,238,147,5332,0,,
Delta,4/5N,1500,1811,1080,791,4222,1118,379,100,1580,0,,
Denton,2/3,444300,415251,248874,176592,697330,93499,23806,5913,257836,22330,,
DeWitt,8,5800,8056,4989,3614,16110,4035,319,438,6110,1055,,
Dickens,1,0,915,530,441,1858,525,21,0,689,0,,
Dimmit,8,21795,6886,3929,2976,7539,1749,238,175,3179,48,,
Donley,1,1400,1383,842,571,2716,804,27,65,918,0,,
Duval,11,2700,6904,4118,3184,8600,2031,69,150,3541,482,,
Eastland,2/3,4700,7386,4583,3383,14970,4054,860,389,5393,591,,
Ector,9/10,105440,70096,40609,31042,120896,15970,5303,1016,50679,428,,
Edwards,8,0,929,533,410,1555,561,24,0,528,0,,
El Paso,9/10,473170,485162,306818,191343,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,88050,84178,52970,34491,141665,24288,3985,1994,54463,6578,,
Erath,2/3,18100,15585,9490,6689,34875,6256,1250,481,12564,1079,,
Falls,7,24505,5882,3711,2481,14049,3226,328,187,5671,486,,
Fannin,2/3,28805,12794,7664,5970,28874,6588,962,614,10987,1108,,
Fayette,7,6300,11001,7003,4861,20879,6679,998,647,6844,671,,
Fisher,2/3,2100,1453,868,659,3088,961,101,28,1061,0,,
Floyd,1,2100,2906,1697,1303,4371,1070,132,68,1723,0,,
Foard,2/3,1600,731,448,315,962,315,7,80,332,0,,
Fort Bend,6/5S,389200,460324,283861,189123,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2800,3441,2075,1505,8554,2367,169,163,2871,0,,
Freestone,7,3500,5376,3490,2367,15808,3996,553,261,6319,689,,
Frio,8,10850,6932,4310,3213,16121,2499,186,166,6797,28,,
Gaines,9/10,4300,4438,2675,2079,14548,1907,323,95,6156,717,,
Galveston,6/5S,211680,194242,116548,80903,269280,50987,11784,2830,96486,10219,,
Garza,1,3200,2218,1434,1195,5325,719,33,75,2197,0,,
Gillespie,8,26600,15071,9332,6000,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,792,455,368,1099,210,23,0,426,0,,
Goliad,8,2000,3332,1854,1547,6281,1832,39,135,2282,0,,
Gonzales,8,8000,9291,6035,4271,15937,3572,550,256,6356,693,,
Gray,1,4400,7973,4927,3403,16924,3531,689,315,6978,42,,
Grayson,2/3,53490,48723,32010,21622,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,92175,48657,28836,20590,95544,19451,7025,2324,37362,3988,,
Grimes,7,4000,10890,7030,4433,23245,5134,234,311,9653,771,,
Guadalupe,8,66275,64891,41532,30112,130517,23614,3801,1225,49282,3850,,
Hale,1,9900,12298,7787,5285,25476,4604,873,399,10561,1177,,
Hall,1,0,1620,953,765,2406,711,27,72,978,0,,
Hamilton,7,5000,4486,2780,2171,6832,2146,481,296,2427,10,,
Hansford,1,2800,2674,1645,1397,3987,812,139,84,1616,295,,
Hardeman,2/3,3200,2265,1298,1150,3190,912,102,16,1146,0,,
Hardin,6/5S,10900,21741,13105,9046,45112,9762,1003,527,16190,1814,,
Harris,6/5S,2392540,2191855,1432239,828506,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,15170,19483,11943,9142,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2770,1684,1096,4561,861,196,94,1669,253,,
Haskell,2/3,2600,2830,1742,1222,4831,1266,123,68,1872,187,,
Hays,7,126850,106584,69576,42481,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2900,1941,1170,1053,2827,606,104,98,1066,0,,
Henderson,4/5N,19870,27385,17124,11593,67238,18534,2043,998,26544,1787,,
Hidalgo,11,451500,465692,299735,180891,620824,98328,54962,17074,286328,36161,,
Hill,7,8000,14932,9051,7068,29198,7684,862,523,11381,1209,,
Hockley,1,4600,9541,5545,4437,17799,3453,483,263,6829,887,,
Hood,2/3,25370,32731,19592,13822,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,9370,11957,7501,4882,29175,6887,1192,620,11166,1299,,
Houston,4/5N,5800,8151,5182,3674,18929,5176,634,538,7399,631,,
Howard,9/10,7200,10055,5742,4714,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1700,2072,1202,910,3979,775,33,0,1778,145,,
Hunt,2/3,32530,31543,18921,13820,77878,15810,4112,947,31096,2723,,
Hutchinson,1,4000,7865,4502,3501,16258,3581,504,246,6098,741,,
Irion,9/10,0,774,448,334,1234,328,15,0,429,0,,
Jack,2/3,3600,3413,2023,1519,7230,1515,198,149,2732,284,,
Jackson,8,8990,6473,4050,2609,11425,2720,380,237,4205,674,,
Jasper,4/5N,13900,13663,7918,6277,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,1300,1824,1028,842,2180,812,28,0,685,0,,
Jefferson,6/5S,197490,99253,62062,38084,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1300,3759,2164,1617,3791,890,14,60,1572,0,,
Jim Wells,11,27405,23935,13606,10853,30579,6358,3897,985,12474,1370,,
Johnson,2/3,77070,64554,38631,27432,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2700,5524,3433,2546,17011,3188,337,254,6981,525,,
Karnes,8,11580,6208,3961,3013,12669,2211,370,244,5177,505,,
Kaufman,2/3,44850,50013,32011,19850,102341,16113,2857,1189,40613,4498,,
Kendall,8,14800,26209,16272,10892,37890,9152,1091,801,12702,160,,
Kenedy,11,0,314,174,144,321,68,1,0,139,0,,
Kent,2/3,0,380,221,181,615,201,13,60,198,0,,
Kerr,8,15500,22086,14298,8471,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,2500,2308,1353,1058,3651,1288,90,0,1243,0,,
King,1,0,93,66,31,205,51,7,0,69,0,,
Kinney,8,1700,1667,1087,608,3050,910,11,0,1171,0,,
Kleberg,11,45705,20892,11544,9656,24188,4046,1401,341,9265,870,,
Knox,2/3,2100,1908,1069,946,2808,736,95,127,976,182,,
La Salle,8,22565,4935,2821,2270,6212,1018,22,60,2410,0,,
Lamar,4/5N,23000,20883,12207,9458,39402,9726,3115,745,14986,1612,,
Lamb,1,2200,5798,3467,2663,9740,2240,454,226,3968,536,,
Lampasas,7,4200,7224,4539,3142,17366,4322,348,284,6457,0,,
Lavaca,8,7400,8733,5312,4196,16004,4775,820,612,5435,476,,
Lee,7,3900,6799,4322,2804,13993,3219,334,226,5333,494,,
Leon,7,3300,6077,3958,2802,13946,4334,155,74,4662,603,,
Liberty,6/5S,31105,23087,14761,9546,66868,11399,1398,614,28567,2987,,
Limestone,7,6500,6973,4409,3145,18871,4670,2332,1060,7512,702,,
Lipscomb,1,1300,1255,743,566,2520,617,24,61,919,190,,
Live Oak,11,2600,4517,2620,2002,10055,2533,35,100,3769,300,,
Llano,7,5400,10395,6501,4510,18908,8119,277,358,5362,15,,
Loving,9/10,0,54,31,23,129,23,0,0,50,0,,
Lubbock,1,196650,159153,95619,66362,244992,39476,20974,4093,83028,9242,,
Lynn,1,1500,2537,1553,1051,4496,974,191,40,1838,328,,
Madison,7,2800,3812,2525,1575,11595,2264,299,258,4451,17,,
Marion,4/5N,1100,3395,2018,1616,8277,2697,351,158,3058,0,,
Martin,9/10,2000,2263,1352,1013,4136,659,165,0,1624,0,,
Mason,9/10,1800,2605,1469,1217,3521,1250,104,0,1147,0,,
Matagorda,6/5S,12210,14411,9594,5355,28247,6391,1113,369,11409,1164,,
Maverick,8,37000,30085,22255,9933,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,3800,3052,1841,1349,6435,1792,212,122,2275,260,,
McLennan,7,112590,98286,60894,43115,200781,37728,11153,3621,71906,8718,,
McMullen,11,1000,383,228,186,616,189,10,0,202,0,,
Medina,8,13000,22445,14559,9685,41263,8757,899,536,16090,1720,,
Menard,9/10,1200,1327,795,661,1790,699,9,40,550,0,,
Midland,9/10,123775,77982,45584,33645,131025,18438,5950,1288,49538,4151,,
Milam,7,7400,10163,5964,4456,19689,5245,532,297,7641,827,,
Mills,7,2200,2405,1422,1065,4006,1416,149,152,1305,265,,
Mitchell,2/3,3500,2318,1455,905,6958,1259,265,96,2753,254,,
Montague,2/3,4250,7812,4645,3515,15872,4444,560,383,5668,702,,
Montgomery,6/5S,312070,214960,136347,84960,467232,81457,20255,3836,157396,17330,,
Moore,1,5270,11374,6578,4994,14986,2372,448,176,6143,27,,
Morris,4/5N,1900,3888,2426,1700,9830,2730,77,179,3692,0,,
Motley,1,0,529,344,195,994,368,22,50,319,0,,
Nacogdoches,4/5N,25500,27781,18250,12971,51773,9953,2530,755,19948,1728,,
Navarro,2/3,29700,23039,14003,9478,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2700,3955,2219,1812,11298,2878,55,113,4648,354,,
Nolan,2/3,7300,6211,4046,3173,11321,2737,519,251,4249,719,,
Nueces,11,204705,175573,101505,77677,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,4000,3758,2494,1465,7106,1148,200,114,2812,0,,
Oldham,1,1500,738,430,333,1728,316,18,0,654,227,,
Orange,6/5S,3800,25001,15417,10285,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,4600,10361,6222,4608,23207,5893,864,283,8796,816,,
Panola,4/5N,3500,6220,4073,2796,18462,4589,473,377,7117,661,,
Parker,2/3,56950,57586,34572,24847,111686,22331,2890,1301,40567,3773,,
Parmer,1,2400,4642,2649,2206,7222,1366,161,174,2910,525,,
Pecos,9/10,5600,9073,4995,4273,12317,2141,400,120,5047,517,,
Polk,4/5N,8800,17400,10402,7818,42276,9733,1184,574,17118,1025,,
Potter,1,162395,48414,29112,20126,88673,15203,10224,1770,35559,518,,
Presidio,9/10,5000,7181,4216,3023,5069,1601,27,0,2039,0,,
Rains,4/5N,1900,3936,2340,1692,10277,3123,163,68,3649,0,,
Randall,1,14370,68744,39752,30893,108431,21424,2812,869,34803,519,,
Reagan,9/10,1300,1445,888,728,2841,427,52,42,1173,0,,
Real,8,1700,2153,1192,980,2943,1053,25,86,1051,0,,
Red River,4/5N,3200,4882,2972,2298,9965,3044,420,252,3717,477,,
Reeves,9/10,24265,8233,4484,3815,12781,1878,281,89,5277,0,,
Refugio,11,2600,4089,2382,1782,5583,1617,228,154,2031,313,,
Roberts,1,0,306,168,147,672,193,16,0,227,0,,
Robertson,7,3300,6600,4108,3069,13474,3412,252,252,4991,690,,
Rockwall,2/3,42835,49214,30261,21153,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,6300,4981,2833,2417,8184,2153,405,312,2979,430,,
Rusk,4/5N,9570,14836,9218,6524,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,3300,4745,2715,2245,8871,3267,572,186,3077,0,,
San Augustine,4/5N,3200,3633,2197,1516,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,3700,8580,5183,3980,23444,6488,132,190,9275,40,,
San Patricio,11,16970,29446,18106,12560,51116,10209,975,347,19063,2379,,
San Saba,7,1900,1699,1167,592,5000,1465,33,72,1828,197,,
Schleicher,9/10,1700,1369,759,657,2218,559,65,34,793,0,,
Scurry,2/3,6695,6318,3851,2697,13000,2566,399,128,5165,0,,
Shackelford,2/3,1700,1444,842,637,2612,691,52,0,937,119,,
Shelby,4/5N,8480,7057,4246,3202,19449,4532,540,369,7876,948,,
Sherman,1,1800,1297,793,573,2294,462,24,42,868,0,,
Smith,4/5N,171290,95047,58370,38235,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,3800,4317,2616,1982,7386,1770,457,220,2741,479,,
Starr,11,29500,45066,27781,21234,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2800,3131,1993,1464,7542,1890,168,92,2928,22,,
Sterling,9/10,700,534,331,205,975,186,10,44,375,0,,
Stonewall,2/3,1600,688,384,337,1095,361,63,53,369,0,,
Sutton,9/10,1900,2016,1151,888,2992,723,91,0,1051,0,,
Swisher,1,2100,2901,1762,1466,5764,1305,114,61,2381,323,,
Tarrant,2/3,1052460,881975,529807,370293,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,80215,65216,38590,28122,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,615,365,269,639,255,10,0,207,0,,
Terry,1,7220,5917,3489,2781,9307,1858,345,178,3985,416,,
Throckmorton,2/3,2000,935,514,432,1247,445,64,0,399,0,,
Titus,4/5N,16750,8723,5514,3549,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,76760,59197,34198,25682,93752,18625,6702,1601,33131,3815,,
Travis,7,1082250,681859,442306,266202,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,4450,5581,3336,2498,12104,3956,347,241,4400,427,,
Tyler,4/5N,8000,7080,4064,3148,17963,4895,476,238,6926,722,,
Upshur,4/5N,4800,12034,7146,5387,33011,7825,714,567,12366,1404,,
Upton,9/10,3100,1953,1058,902,2730,537,170,30,1105,0,,
Uvalde,8,26335,15012,9086,6339,20379,4508,1498,515,8253,985,,
Val Verde,8,32440,20517,13600,7868,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,10900,18469,11552,7950,45216,11495,1280,711,16861,1783,,
Victoria,8,47650,35591,21826,14679,71388,15242,5624,1030,27119,241,,
Walker,6/5S,27770,22455,15189,9190,63471,10049,1526,400,24628,1438,,
Waller,6/5S,10100,15151,9594,6334,43350,6546,1182,466,16819,1813,,
Ward,9/10,4440,5963,3355,2849,8921,1629,137,92,3551,0,,
Washington,7,56300,16086,9383,7108,29086,7889,2581,1018,10662,72,,
Webb,11,144500,169363,110393,67089,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,13580,14073,9647,5646,32110,7239,1438,615,12933,1328,,
Wheeler,1,2800,2162,1266,1076,3915,1002,200,114,1459,243,,
Wichita,2/3,60570,55822,34230,24902,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,9400,7481,4445,3816,10361,2421,457,304,4240,27,,
Willacy,11,5200,11938,7119,5021,16897,3057,325,557,7612,775,,
Williamson,7,294150,291831,189132,115659,458433,73202,14404,4639,146388,19090,,
Wilson,8,16600,19359,12490,8119,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1800,3414,2028,1620,5954,964,102,0,2445,0,,
Wise,2/3,21700,24452,15057,10765,54722,10598,3589,552,22459,1533,,
Wood,4/5N,6100,18353,11097,8461,38005,12527,1046,880,13019,1130,,
Yoakum,1,2800,3278,2220,1463,6135,1033,225,60,2367,0,,
Young,2/3,7700,7698,4633,3670,14219,3774,862,431,5296,626,,
Zapata,11,6600,8707,5662,3570,9981,1866,195,202,4642,0,,
Zavala,8,1600,7019,4060,3000,8840,1723,25,60,4035,458,,
Other, ,,937211,752722,226707,,,,,,,,
