County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Lampasas,7,5000,10365,6260,4803,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8700,11252,6691,5617,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5900,9582,5569,4453,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,8265,5005,4099,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,42565,35444,22128,15049,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,8100,10097,5998,4749,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1388,765,691,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3400,5274,2943,2465,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6800,15697,9050,7548,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,56,31,25,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,239890,194376,108645,91771,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,3062,1735,1425,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,4100,6441,4113,2777,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4772,2752,2356,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2378,1396,1088,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2953,1609,1435,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16950,20757,12256,9262,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,46700,45832,29727,18463,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,3693,2138,1715,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,153530,144282,85425,67168,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,425,245,210,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,18100,31215,18805,14444,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1470,840,761,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135835,92702,51782,42696,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,11200,13303,7512,6186,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2600,2754,1560,1290,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,3507,2169,1403,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4950,9238,5299,4424,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,404890,360750,220334,151483,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7240,13012,7425,5829,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5754,3492,2730,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,559,355,214,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,33100,33178,20103,16715,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,28482,15956,13155,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4304,2368,2040,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,7414,4556,4021,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,289725,250095,142236,115029,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4739,2598,2355,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,907,516,421,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,5300,32561,19028,14559,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,13191,7596,6193,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7889,4757,3882,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,73730,78872,44158,37386,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5151,2896,2526,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,10722,6371,4734,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,24745,14853,10992,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,194195,59201,34773,25588,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,8569,4865,3895,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,5330,3043,2458,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,79046,44600,36907,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1754,1038,924,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,2000,2369,1270,1142,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5666,3260,2860,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,9179,4964,4315,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4869,2680,2291,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,339,186,168,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,8732,5292,4234,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,59095,73781,42819,33683,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,5738,3192,2849,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11670,21665,13052,9996,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5411,3023,2652,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4658,2615,2175,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,11132,6619,5385,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20170,41000,24060,18772,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2100,2544,1551,1080,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1637,894,794,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7395,8441,5019,3917,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1687,931,790,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,9061,5387,4379,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1444,861,658,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,209370,130932,72786,60702,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5100,4978,2861,2431,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,43780,58798,34624,29685,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3870,2381,1886,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,621,352,273,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,788,444,399,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2303,1261,1070,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2600,3172,1878,1638,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1449310,1370265,785025,619908,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,94735,78479,43376,37180,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,608,342,281,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6576,3794,3167,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2100,996,535,477,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,25200,14108,8459,6114,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,95140,70925,38560,33641,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,2165090,1096170,646504,491447,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,7696,4432,3645,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,9300,9235,5430,3995,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,15650,8909,7472,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2181,1187,1001,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31145,17657,9868,8339,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,43030,32345,20128,14319,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,13100,24218,14027,11528,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,60590,53918,29873,25220,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,36770,35684,23542,14291,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,15640,25597,15262,11460,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4940,6469,3642,3121,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,24163,13466,11231,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,206550,247583,147881,111025,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18490,23149,14036,10583,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,3000,2384,1383,1194,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,76520,72083,41214,35041,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10600,8175,4716,4277,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,8300,15533,8898,6895,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,449190,463110,276967,204898,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,27741,17268,12001,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3797,2170,1869,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,29680,32364,18636,15512,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6700,24002,13958,11589,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,4272,2630,2105,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8500,9039,5217,4551,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8400,11033,6393,5458,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2200,7836,4383,3520,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,215016,141193,84472,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
