County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Hidalgo,11,188750,139093,94319,44774,620824,98328,54962,17074,286328,,,
Hill,7,2200,4655,3049,1606,29198,7684,862,523,11381,,,
Hockley,1,1400,3907,2874,1033,17799,3453,483,263,6829,,,
Hood,2/3,5200,8415,6585,1830,50193,15416,1720,867,16867,,,
Hopkins,4/5N,3800,3954,2642,1312,29175,6887,1192,620,11166,,,
Houston,4/5N,2100,2252,1377,875,18929,5176,634,538,7399,,,
Howard,9/10,3500,3321,2157,1164,29544,4813,1456,454,12143,,,
Hudspeth,9/10,300,700,508,192,3979,775,33,0,1778,,,
Hunt,2/3,8750,10312,6681,3631,77878,15810,4112,947,31096,,,
Hutchinson,1,1000,2718,1922,796,16258,3581,504,246,6098,,,
Irion,9/10,0,220,154,66,1234,328,15,0,429,,,
Jack,2/3,1200,1173,869,304,7230,1515,198,149,2732,,,
Jackson,8,4450,3010,2038,972,11425,2720,380,237,4205,,,
Jasper,4/5N,8800,5646,4488,1158,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,200,696,639,57,2180,812,28,0,685,,,
Jefferson,6/5S,55150,29189,21687,7502,197382,37595,13127,2431,90120,,,
Jim Hogg,11,400,1464,955,509,3791,890,14,60,1572,,,
Jim Wells,11,8925,9611,6834,2777,30579,6358,3897,985,12474,,,
Johnson,2/3,11600,17500,11810,5690,135345,25151,3559,1471,53224,,,
Jones,2/3,700,1781,1339,442,17011,3188,337,254,6981,,,
Karnes,8,2500,1901,1397,504,12669,2211,370,244,5177,,,
Kaufman,2/3,6750,15171,10293,4878,102341,16113,2857,1189,40613,,,
Kendall,8,3000,7755,5742,2013,37890,9152,1091,801,12702,,,
Kenedy,11,0,113,106,7,321,68,1,0,139,,,
Kent,2/3,0,191,133,58,615,201,13,60,198,,,
Kerr,8,5400,6281,4718,1563,43793,14769,2805,1022,13990,,,
Kimble,9/10,700,769,626,143,3651,1288,90,0,1243,,,
King,1,0,30,26,4,205,51,7,0,69,,,
Kinney,8,200,482,410,72,3050,910,11,0,1171,,,
Kleberg,11,14325,8294,7135,1159,24188,4046,1401,341,9265,,,
Knox,2/3,700,985,682,303,2808,736,95,127,976,,,
La Salle,8,7325,2557,1761,796,6212,1018,22,60,2410,,,
Lamar,4/5N,8000,7693,5881,1812,39402,9726,3115,745,14986,,,
Lamb,1,600,2789,1808,981,9740,2240,454,226,3968,,,
Lampasas,7,900,2025,1550,475,17366,4322,348,284,6457,,,
Lavaca,8,2300,3046,1899,1147,16004,4775,820,612,5435,,,
Lee,7,800,1618,1132,486,13993,3219,334,226,5333,,,
Leon,7,1000,1249,828,421,13946,4334,155,74,4662,,,
Liberty,6/5S,11125,6284,4128,2156,66868,11399,1398,614,28567,,,
Limestone,7,2600,2104,1400,704,18871,4670,2332,1060,7512,,,
Lipscomb,1,200,590,426,164,2520,617,24,61,919,,,
Live Oak,11,400,1620,1183,437,10055,2533,35,100,3769,,,
Llano,7,1400,3044,2510,534,18908,8119,277,358,5362,,,
Loving,9/10,0,23,21,2,129,23,0,0,50,,,
Lubbock,1,105500,82197,55873,26324,244992,39476,20974,4093,83028,,,
Lynn,1,400,1231,846,385,4496,974,191,40,1838,,,
Madison,7,1000,977,675,302,11595,2264,299,258,4451,,,
Marion,4/5N,0,744,507,237,8277,2697,351,158,3058,,,
Martin,9/10,800,1204,901,303,4136,659,165,0,1624,,,
Mason,9/10,500,776,632,144,3521,1250,104,0,1147,,,
Matagorda,6/5S,3000,3040,2056,984,28247,6391,1113,369,11409,,,
Maverick,8,11000,5508,4428,1080,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1300,977,804,173,6435,1792,212,122,2275,,,
McLennan,7,44050,35597,25223,10374,200781,37728,11153,3621,71906,,,
McMullen,11,100,104,97,7,616,189,10,0,202,,,
Medina,8,2700,6589,4757,1832,41263,8757,899,536,16090,,,
Menard,9/10,200,487,408,79,1790,699,9,40,550,,,
Midland,9/10,42325,32342,24072,8270,131025,18438,5950,1288,49538,,,
Milam,7,2900,3319,2149,1170,19689,5245,532,297,7641,,,
Mills,7,300,926,633,293,4006,1416,149,152,1305,,,
Mitchell,2/3,1000,991,696,295,6958,1259,265,96,2753,,,
Montague,2/3,2550,3295,2327,968,15872,4444,560,383,5668,,,
Montgomery,6/5S,84900,75623,51442,24181,467232,81457,20255,3836,157396,,,
Moore,1,1500,5053,4033,1020,14986,2372,448,176,6143,,,
Morris,4/5N,700,1048,723,325,9830,2730,77,179,3692,,,
Motley,1,0,196,147,49,994,368,22,50,319,,,
Nacogdoches,4/5N,10500,10234,6519,3715,51773,9953,2530,755,19948,,,
Navarro,2/3,9200,8039,6718,1321,38360,8651,1720,869,15775,,,
Newton,4/5N,900,1621,1297,324,11298,2878,55,113,4648,,,
Nolan,2/3,3200,2520,1736,784,11321,2737,519,251,4249,,,
Nueces,11,85175,54911,35214,19697,284366,54069,25582,4100,113767,,,
Ochiltree,1,1500,1323,821,502,7106,1148,200,114,2812,,,
Oldham,1,300,431,267,164,1728,316,18,0,654,,,
Orange,6/5S,2000,7359,6001,1358,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2200,2279,1627,652,23207,5893,864,283,8796,,,
Panola,4/5N,1700,1892,1324,568,18462,4589,473,377,7117,,,
Parker,2/3,19250,19773,13604,6169,111686,22331,2890,1301,40567,,,
Parmer,1,900,2064,1402,662,7222,1366,161,174,2910,,,
Pecos,9/10,2000,3170,2565,605,12317,2141,400,120,5047,,,
Polk,4/5N,4300,6663,4937,1726,42276,9733,1184,574,17118,,,
Potter,1,89325,27378,17503,9875,88673,15203,10224,1770,35559,,,
Presidio,9/10,1500,1796,1575,221,5069,1601,27,0,2039,,,
Rains,4/5N,500,1091,763,328,10277,3123,163,68,3649,,,
Randall,1,6200,41591,25986,15605,108431,21424,2812,869,34803,,,
Reagan,9/10,300,490,373,117,2841,427,52,42,1173,,,
Real,8,200,777,579,198,2943,1053,25,86,1051,,,
Red River,4/5N,900,1790,1336,454,9965,3044,420,252,3717,,,
Reeves,9/10,7725,4512,3127,1385,12781,1878,281,89,5277,,,
Refugio,11,700,1378,947,431,5583,1617,228,154,2031,,,
Roberts,1,0,144,96,48,672,193,16,0,227,,,
Robertson,7,1200,1916,1419,497,13474,3412,252,252,4991,,,
Rockwall,2/3,8175,16462,11877,4585,80325,13395,3750,1347,27575,,,
Runnels,2/3,1800,1832,1202,630,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,4740,3452,1288,43777,9197,1501,759,17428,,,
Sabine,4/5N,1600,1955,1311,644,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,1262,876,386,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1800,2654,1868,786,23444,6488,132,190,9275,,,
San Patricio,11,4200,8724,6327,2397,51116,10209,975,347,19063,,,
San Saba,7,300,301,230,71,5000,1465,33,72,1828,,,
Schleicher,9/10,400,535,415,120,2218,559,65,34,793,,,
Scurry,2/3,3925,3353,2156,1197,13000,2566,399,128,5165,,,
Shackelford,2/3,300,392,334,58,2612,691,52,0,937,,,
Shelby,4/5N,1700,1771,1129,642,19449,4532,540,369,7876,,,
Sherman,1,500,598,451,147,2294,462,24,42,868,,,
Smith,4/5N,74400,39747,26317,13430,182283,39337,19690,3030,62467,,,
Somervell,2/3,600,1306,1014,292,7386,1770,457,220,2741,,,
Starr,11,8000,8304,6069,2235,45765,7370,4479,1999,21117,,,
Stephens,2/3,900,919,662,257,7542,1890,168,92,2928,,,
Sterling,9/10,100,137,108,29,975,186,10,44,375,,,
Stonewall,2/3,500,320,246,74,1095,361,63,53,369,,,
Sutton,9/10,400,463,359,104,2992,723,91,0,1051,,,
Swisher,1,500,1314,952,362,5764,1305,114,61,2381,,,
Tarrant,2/3,440250,292034,191014,101020,1617160,244511,86106,18386,590239,,,
Taylor,2/3,30525,24326,17955,6371,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,210,196,14,639,255,10,0,207,,,
Terry,1,3650,2865,1973,892,9307,1858,345,178,3985,,,
Throckmorton,2/3,600,464,377,87,1247,445,64,0,399,,,
Titus,4/5N,5200,2995,2006,989,24323,4845,1811,633,9797,,,
Tom Green,9/10,28400,24259,16181,8078,93752,18625,6702,1601,33131,,,
Travis,7,242000,159626,110263,49363,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2850,2222,1637,585,12104,3956,347,241,4400,,,
Tyler,4/5N,2900,3233,2281,952,17963,4895,476,238,6926,,,
Upshur,4/5N,1600,3469,2497,972,33011,7825,714,567,12366,,,
Upton,9/10,500,868,702,166,2730,537,170,30,1105,,,
Uvalde,8,9325,5861,4093,1768,20379,4508,1498,515,8253,,,
Val Verde,8,7200,5817,4562,1255,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3000,5837,4021,1816,45216,11495,1280,711,16861,,,
Victoria,8,17850,14890,10637,4253,71388,15242,5624,1030,27119,,,
Walker,6/5S,5900,5792,4130,1662,63471,10049,1526,400,24628,,,
Waller,6/5S,3400,4425,3223,1202,43350,6546,1182,466,16819,,,
Ward,9/10,700,1741,1362,379,8921,1629,137,92,3551,,,
Washington,7,19000,6424,5152,1272,29086,7889,2581,1018,10662,,,
Webb,11,52100,44893,31845,13048,196916,26921,12073,1646,88397,,,
Wharton,6/5S,3800,4231,2863,1368,32110,7239,1438,615,12933,,,
Wheeler,1,1000,1102,745,357,3915,1002,200,114,1459,,,
Wichita,2/3,31350,25930,17221,8709,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,5800,3657,2477,1180,10361,2421,457,304,4240,,,
Willacy,11,900,2709,2035,674,16897,3057,325,557,7612,,,
Williamson,7,82850,67593,47538,20055,458433,73202,14404,4639,146388,,,
Wilson,8,4500,6771,4350,2421,40488,8411,1224,615,13986,,,
Winkler,9/10,500,1115,877,238,5954,964,102,0,2445,,,
Wise,2/3,7950,8041,4793,3248,54722,10598,3589,552,22459,,,
Wood,4/5N,2500,5980,4202,1778,38005,12527,1046,880,13019,,,
Yoakum,1,800,1345,895,450,6135,1033,225,60,2367,,,
Young,2/3,3200,2879,2016,863,14219,3774,862,431,5296,,,
Zapata,11,1100,1590,1388,202,9981,1866,195,202,4642,,,
Zavala,8,200,2868,2380,488,8840,1723,25,60,4035,,,
*Other,N/A,720525,244248,204291,39957,,,,,,,,
,,,,,,,,,,,,,
