County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, Phase 1B Any Medical Condition"
DeWitt,8,700,274,260,14,16610,4251,421,438,7926
Dickens,1,0,27,26,1,1840,546,29,0,943
Dimmit,8,500,196,196,0,7130,1517,226,175,4018
Donley,1,100,193,192,1,2655,798,47,74,1278
Duval,11,200,225,223,2,8359,2073,107,150,4543
Eastland,2/3,500,299,294,5,14718,4181,1021,405,7102
Ector,9/10,10200,2841,2695,146,123303,16788,6730,1016,54750
Edwards,8,0,41,39,2,1605,586,27,0,792
El Paso,9/10,69400,35717,31287,4430,640715,111036,46429,8546,281334
Ellis,2/3,4500,3857,3457,400,146536,26120,5259,1781,61039
Erath,2/3,600,545,527,18,34869,6466,1793,481,14817
Falls,7,300,186,176,10,14306,3332,413,187,7192
Fannin,2/3,2300,1095,1083,12,29681,7609,1161,693,13661
Fayette,7,1200,569,564,5,21209,6683,1251,647,9754
Fisher,2/3,0,32,31,1,3139,996,184,28,1509
Floyd,1,200,165,164,1,4283,1207,156,68,2228
Foard,2/3,0,37,36,1,937,323,9,80,489
Fort Bend,6/5S,34200,19503,17477,2026,626861,97435,33263,4965,192056
Franklin,4/5N,400,179,177,2,8327,2189,181,163,3820
Freestone,7,1100,243,242,1,16551,4068,718,261,8172
Frio,8,1500,541,538,3,15133,2573,226,270,7605
Gaines,9/10,1100,524,521,3,14875,2237,348,95,6531
Galveston,6/5S,21500,13754,12426,1328,267032,50119,15388,2824,113161
Garza,1,0,52,49,3,5021,727,52,75,2607
Gillespie,8,1800,743,739,4,22728,8108,1453,706,10293
Glasscock,9/10,0,10,9,1,1108,296,28,0,491
Goliad,8,0,138,130,8,6615,2077,59,135,3059
Gonzales,8,1000,480,480,0,15931,3700,626,256,7818
Gray,1,1200,653,646,7,17050,3428,927,315,8475
Grayson,2/3,16275,3552,3502,50,107568,25224,10711,1989,49725
Gregg,4/5N,10750,2936,2669,267,97771,19676,10046,2328,45063
Grimes,7,900,408,402,6,23692,5592,422,311,11724
Guadalupe,8,5300,3129,2974,155,130156,24014,5123,1292,56504
Hale,1,2600,1005,971,34,25066,4629,1308,399,12481
Hall,1,0,114,112,2,2399,745,42,72,1348
Hamilton,7,1200,552,552,0,6957,2150,503,296,3427
Hansford,1,400,219,217,2,3992,874,163,84,1970
Hardeman,2/3,500,292,287,5,3017,769,118,16,1552
Hardin,6/5S,3400,998,989,9,47640,10521,1237,527,19766
Harris,6/5S,363100,117610,105384,12226,3573784,490810,281834,27084,1572384
Harrison,4/5N,2200,970,898,72,53015,11647,3586,608,25401
Hartley,1,500,42,41,1,4850,899,203,94,2001
Haskell,2/3,100,145,143,2,4635,1242,136,68,2483
Hays,7,9750,4922,4785,137,183387,29281,7680,1557,67042
Hemphill,1,800,334,334,0,2788,547,113,98,1271
Henderson,4/5N,3100,1209,1134,75,67614,18942,2628,932,35206
Hidalgo,11,63175,15368,14563,805,649795,102347,62827,16918,319830
Hill,7,900,595,586,9,29221,8003,1219,523,14733
Hockley,1,800,550,511,39,17482,3513,795,263,8124
Hood,2/3,2100,931,909,22,50235,15761,2493,862,23089
Hopkins,4/5N,1100,744,739,5,29578,7446,1680,620,13891
Houston,4/5N,1500,652,651,1,19208,5038,1114,426,9989
Howard,9/10,2100,678,672,6,28821,4493,1826,454,14072
Hudspeth,9/10,0,60,59,1,2968,818,35,0,2097
Hunt,2/3,4800,2350,2292,58,77702,16832,4485,947,36713
Hutchinson,1,500,390,385,5,15984,3458,545,246,7583
Irion,9/10,0,24,22,2,1345,412,19,0,563
Jack,2/3,300,242,234,8,7488,1604,226,149,3304
Jackson,8,1200,501,491,10,11172,2670,422,237,5354
Jasper,4/5N,1900,461,458,3,28248,7271,1952,374,15256
Jeff Davis,9/10,0,44,44,0,2146,846,29,0,1042
Jefferson,6/5S,14650,2519,2499,20,198728,36802,16838,2497,109233
Jim Hogg,11,0,81,81,0,3764,898,35,60,1972
Jim Wells,11,1000,779,767,12,29988,6423,4090,1033,15173
Johnson,2/3,2700,2827,2608,219,135188,26669,5142,1260,61261
Jones,2/3,100,248,214,34,16827,3127,400,340,8290
Karnes,8,700,229,226,3,12523,2489,396,244,6085
Kaufman,2/3,3250,2798,2523,275,104736,19164,4062,1176,43786
Kendall,8,2200,1396,1264,132,38074,9979,2094,801,15516
Kenedy,11,0,7,7,0,315,94,1,0,176
Kent,2/3,0,47,47,0,633,235,14,60,275
Kerr,8,3000,1047,1045,2,43611,14400,3557,1022,20395
Kimble,9/10,200,65,63,2,3844,1379,104,0,1891
King,1,0,7,7,0,233,60,5,0,93
Kinney,8,0,24,24,0,2931,889,19,0,1673
Kleberg,11,800,536,528,8,25862,4574,1835,341,10851
Knox,2/3,300,176,174,2,2861,823,117,127,1265
La Salle,8,100,74,72,2,6105,1224,37,60,2810
Lamar,4/5N,2900,1187,1179,8,40212,10314,3737,745,19135
Lamb,1,200,286,269,17,9647,2400,541,226,5028
Lampasas,7,200,220,214,6,17275,4497,436,284,8188
Lavaca,8,1400,736,729,7,16041,4537,881,620,7426
Lee,7,600,252,250,2,13837,3373,363,226,6632
Leon,7,500,230,228,2,14066,4292,256,74,6485
Liberty,6/5S,3300,839,790,49,70912,13765,2505,614,32693
Limestone,7,1000,341,340,1,19033,4691,2488,1060,9655
Lipscomb,1,0,86,86,0,2496,636,31,61,1202
Live Oak,11,100,115,115,0,9966,2656,55,100,4881
Llano,7,100,270,266,4,18642,7523,340,358,9093
Loving,9/10,0,2,2,0,83,34,1,0,47
Lubbock,1,53050,16867,14466,2401,243899,41235,24699,4151,94573
Lynn,1,200,196,182,14,4820,1113,212,40,2246
Madison,7,500,173,170,3,11353,2256,314,258,5423
Marion,4/5N,0,92,86,6,8117,2491,372,158,4457
Martin,9/10,300,250,242,8,4306,880,184,0,1849
Mason,9/10,200,130,126,4,3567,1322,126,0,1710
Matagorda,6/5S,2300,328,324,4,28353,6359,1540,369,14206
Maverick,8,1200,671,669,2,42357,7656,3716,1198,21160
McCulloch,9/10,400,71,71,0,6675,2024,303,122,3045
McLennan,7,11400,5175,4823,352,198642,37827,14401,3591,84638
McMullen,11,0,7,7,0,640,256,13,0,288
Medina,8,600,943,916,27,42991,9239,1165,811,19399
Menard,9/10,0,51,50,1,1759,687,15,40,887
Midland,9/10,6300,2930,2234,696,132357,17262,7414,1391,54263
Milam,7,1200,432,428,4,19805,5508,693,254,10021
Mills,7,200,190,189,1,3970,1369,186,152,1970
Mitchell,2/3,600,259,258,1,7087,1476,310,96,3086
Montague,2/3,200,295,263,32,15803,4504,678,383,7509
Montgomery,6/5S,35575,9577,8800,777,470846,84212,25684,3769,177437
Moore,1,800,609,602,7,15513,2464,477,176,7114
Morris,4/5N,300,246,241,5,9938,2901,146,179,4953
Motley,1,0,34,34,0,1016,403,20,50,504
Nacogdoches,4/5N,5100,2387,2376,11,52561,10458,3380,851,24062
Navarro,2/3,1800,743,727,16,40888,9624,2099,869,19328
Newton,4/5N,400,155,155,0,11070,2715,101,113,6051
Nolan,2/3,700,474,459,15,10998,2627,692,251,5398
Nueces,11,29675,12246,11575,671,282299,51768,30463,4100,135074
Ochiltree,1,500,207,206,1,7508,1186,218,114,3211
Oldham,1,0,100,94,6,1714,417,20,0,743
Orange,6/5S,800,513,510,3,65680,14828,2217,554,32089
Palo Pinto,2/3,600,369,362,7,23268,5869,1093,283,11269
Panola,4/5N,1100,207,197,10,19325,4774,784,377,9112
Parker,2/3,4900,2882,2728,154,112329,24963,4236,1301,47252
Parmer,1,500,336,333,3,7111,1387,171,174,3503
Pecos,9/10,1100,525,522,3,11723,2090,458,120,5876
Polk,4/5N,2400,622,610,12,41511,10157,1578,574,20999
Potter,1,35950,7806,7347,459,89806,16187,12650,1877,41999
Presidio,9/10,100,102,102,0,5092,1503,38,0,3005
Rains,4/5N,200,198,189,9,10262,3084,221,68,4960
Randall,1,4500,11987,11169,818,109144,21784,4683,869,41519
Reagan,9/10,100,74,73,1,2900,544,62,42,1287
Real,8,0,32,31,1,2882,1135,27,86,1608
Red River,4/5N,0,152,151,1,9511,2902,490,252,5235
Reeves,9/10,400,370,369,1,13004,2131,308,89,5885
Refugio,11,600,381,379,2,5497,1635,242,64,2785
Roberts,1,0,41,41,0,673,210,20,0,323
Robertson,7,500,224,218,6,14216,3542,273,252,6514
Rockwall,2/3,3500,2218,2041,177,81869,14227,4867,1327,30252
Runnels,2/3,800,510,462,48,7992,2310,499,312,3905
Rusk,4/5N,900,513,482,31,44061,9463,1914,749,21319
Sabine,4/5N,1100,225,224,1,9116,3288,790,186,4721
San Augustine,4/5N,800,108,108,0,6982,2335,413,337,3730
San Jacinto,4/5N,900,361,352,9,23713,6477,230,190,12311
San Patricio,11,700,1105,1052,53,51382,10700,1409,396,22807
San Saba,7,200,23,23,0,5108,1536,95,72,2501
Schleicher,9/10,200,109,87,22,2184,564,71,34,1028
Scurry,2/3,500,346,345,1,12956,2503,560,128,6242
Shackelford,2/3,0,44,35,9,2694,694,122,0,1223
Shelby,4/5N,1200,308,308,0,18618,4285,754,369,9951
Sherman,1,0,26,25,1,2368,524,34,42,1047
Smith,4/5N,30400,8525,7905,620,181426,38833,24195,2911,75818
Somervell,2/3,0,157,148,9,7769,2079,263,220,3417
Starr,11,2200,1553,1540,13,46042,7973,5154,1966,23826
Stephens,2/3,200,58,54,4,7614,1989,282,92,3830
Sterling,9/10,0,33,32,1,1019,306,9,44,445
Stonewall,2/3,200,53,51,2,1136,425,66,80,533
Sutton,9/10,0,53,37,16,2909,758,102,0,1326
Swisher,1,100,269,267,2,5843,1484,146,61,2985
Tarrant,2/3,158275,40293,37904,2389,1596169,246738,117603,18366,660059
Taylor,2/3,10350,5563,4452,1111,108531,20790,13362,2443,43683
Terrell,9/10,0,27,27,0,652,245,13,0,356
Terry,1,1300,623,615,8,9564,1942,478,178,4766
Throckmorton,2/3,100,70,70,0,1187,400,68,0,605
Titus,4/5N,1900,564,559,5,25312,5155,2112,633,11794
Tom Green,9/10,9550,5111,3478,1633,93428,18529,7802,1606,39665
Travis,7,96050,32531,30393,2138,1016090,126607,72623,8271,337286
Trinity,4/5N,800,253,253,0,12118,3960,400,241,6368
Tyler,4/5N,1000,660,660,0,18704,5080,627,238,9278
Upshur,4/5N,400,557,504,53,33211,7910,852,567,15425
Upton,9/10,200,145,145,0,2790,680,189,30,1304
Uvalde,8,1500,784,782,2,20809,4433,1687,459,10179
Val Verde,8,1800,1146,1143,3,38039,7591,3134,490,17165
Van Zandt,4/5N,2000,983,916,67,45144,12228,1691,711,21537
Victoria,8,6150,2892,2621,271,72004,14413,6748,1008,33178
Walker,6/5S,2700,929,918,11,64302,10281,2415,400,28400
Waller,6/5S,1600,528,506,22,44163,7506,1476,466,18373
Ward,9/10,300,212,211,1,8544,1608,180,92,4073
Washington,7,1900,678,665,13,28737,7674,2867,1018,13829
Webb,11,25400,7383,7293,90,205887,27759,14457,1766,96319
Wharton,6/5S,1000,451,435,16,31964,7399,1057,615,16049
Wheeler,1,200,125,125,0,4018,1136,230,114,1950
Wichita,2/3,14950,4498,4099,399,106550,21428,10503,2088,50159
Wilbarger,2/3,2800,969,957,12,9933,2483,540,304,5328
Willacy,11,100,369,350,19,16823,3062,269,557,9035
Williamson,7,26875,14381,13769,612,457170,74290,20968,4643,160153
Wilson,8,2700,1681,1621,60,42030,9149,1516,615,16633
Winkler,9/10,200,85,85,0,5798,967,135,0,2663
Wise,2/3,4050,2799,2375,424,55570,11830,4112,552,26139
Wood,4/5N,1400,865,843,22,37205,12511,1107,790,18613
Yoakum,1,300,342,338,4,6336,1174,251,60,2690
Young,2/3,1600,482,481,1,15028,4183,1057,431,6955
Zapata,11,200,118,116,2,10088,1870,270,143,5427
Zavala,8,100,165,165,0,8768,1675,58,60,4807
*Other,N/A,0,54104,49239,4865,,,,,
