County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Caldwell,7,3700,3459,2392,1067,34853,6512,1286,524,14114,,,
Calhoun,8,1400,2559,1773,786,16817,3981,470,384,6161,,,
Callahan,2/3,1300,1641,1186,455,11263,2958,146,122,4094,,,
Cameron,11,89425,76817,53107,23710,311689,58607,29737,6315,127806,,,
Camp,4/5N,400,1263,936,327,10031,2494,207,152,3927,,,
Carson,1,300,1139,743,396,4718,1250,60,0,1547,,,
Cass,4/5N,700,1374,942,432,24182,6856,1216,550,9010,,,
Castro,1,1300,1305,940,365,5607,1236,121,174,2168,,,
Chambers,6/5S,11700,4602,3055,1547,33062,5259,958,244,12484,,,
Cherokee,4/5N,6800,5718,3900,1818,40876,9444,1500,738,16376,,,
Childress,1,1700,1314,772,542,6094,1165,251,136,2395,,,
Clay,2/3,5375,2879,2277,602,8666,2484,136,60,3011,,,
Cochran,1,400,603,476,127,2188,468,57,0,956,,,
Coke,9/10,0,490,353,137,2756,947,47,130,899,,,
Coleman,2/3,900,987,623,364,6721,2119,342,162,2379,,,
Collin,2/3,143350,154558,116152,38406,801716,116575,38139,7817,236374,,,
Collingsworth,1,700,541,372,169,2263,555,80,92,847,,,
Colorado,6/5S,2600,3245,2567,678,17107,4850,853,477,5957,,,
Comal,8,20500,22383,17208,5175,125307,28528,5457,1845,38712,,,
Comanche,2/3,2950,2705,1539,1166,10944,3330,330,292,3738,,,
Concho,9/10,400,530,451,79,2288,689,76,66,815,,,
Cooke,2/3,4600,4894,3521,1373,32675,7804,948,552,11640,,,
Coryell,7,9025,6536,4601,1935,60428,8040,1178,610,22789,,,
Cottle,2/3,0,158,108,50,1123,339,5,0,446,,,
Crane,9/10,2250,928,694,234,3554,594,71,110,1353,,,
Crockett,9/10,0,822,573,249,2694,612,31,56,1031,,,
Crosby,1,2450,1469,1177,292,4421,1085,98,115,1771,,,
Culberson,9/10,700,377,297,80,1746,480,67,0,722,,,
Dallam,1,6850,2510,1775,735,5217,857,40,0,2067,,,
Dallas,2/3,547325,350474,249207,101267,2028105,292117,142713,21399,730851,,,
Dawson,9/10,1100,1089,864,225,9789,1898,304,112,4206,,,
Deaf Smith,1,2300,2424,1697,727,13439,2423,238,147,5332,,,
Delta,4/5N,300,571,447,124,4222,1118,379,100,1580,,,
Denton,2/3,123050,89443,63278,26165,697330,93499,23806,5913,257836,,,
DeWitt,8,1000,1774,1226,548,16110,4035,319,438,6110,,,
Dickens,1,0,285,251,34,1858,525,21,0,689,,,
Dimmit,8,8125,3294,2691,603,7539,1749,238,175,3179,,,
Donley,1,300,566,380,186,2716,804,27,65,918,,,
Duval,11,900,2171,1501,670,8600,2031,69,150,3541,,,
Eastland,2/3,1400,1864,1253,611,14970,4054,860,389,5393,,,
Ector,9/10,41800,25339,19967,5372,120896,15970,5303,1016,50679,,,
Edwards,8,0,194,167,27,1555,561,24,0,528,,,
El Paso,9/10,194000,162562,111324,51238,640180,105175,35065,8383,245567,,,
Ellis,2/3,16900,24398,18361,6037,141665,24288,3985,1994,54463,,,
Erath,2/3,3600,4189,3097,1092,34875,6256,1250,481,12564,,,
Falls,7,7825,2133,1789,344,14049,3226,328,187,5671,,,
Fannin,2/3,10525,4760,3316,1444,28874,6588,962,614,10987,,,
Fayette,7,1600,3344,2638,706,20879,6679,998,647,6844,,,
Fisher,2/3,700,506,437,69,3088,961,101,28,1061,,,
Floyd,1,700,1113,823,290,4371,1070,132,68,1723,,,
Foard,2/3,500,542,415,127,962,315,7,80,332,,,
Fort Bend,6/5S,116900,144599,101117,43482,616413,93851,24721,4977,175581,,,
Franklin,4/5N,900,1274,908,366,8554,2367,169,163,2871,,,
Freestone,7,1300,1426,969,457,15808,3996,553,261,6319,,,
Frio,8,4650,2811,2009,802,16121,2499,186,166,6797,,,
Gaines,9/10,1600,1600,1023,577,14548,1907,323,95,6156,,,
Galveston,6/5S,69200,68179,44335,23844,269280,50987,11784,2830,96486,,,
Garza,1,500,467,379,88,5325,719,33,75,2197,,,
Gillespie,8,9200,5432,4174,1258,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,290,265,25,1099,210,23,0,426,,,
Goliad,8,400,1597,1042,555,6281,1832,39,135,2282,,,
Gonzales,8,1900,2737,1845,892,15937,3572,550,256,6356,,,
Gray,1,1800,2630,1760,870,16924,3531,689,315,6978,,,
Grayson,2/3,24600,16343,11270,5073,107521,24182,9338,2131,40586,,,
Gregg,4/5N,29375,16993,12625,4368,95544,19451,7025,2324,37362,,,
Grimes,7,1700,2565,1833,732,23245,5134,234,311,9653,,,
Guadalupe,8,17425,17705,12957,4748,130517,23614,3801,1225,49282,,,
Hale,1,3300,4551,3116,1435,25476,4604,873,399,10561,,,
Hall,1,0,738,569,169,2406,711,27,72,978,,,
Hamilton,7,1800,1589,1014,575,6832,2146,481,296,2427,,,
Hansford,1,900,893,645,248,3987,812,139,84,1616,,,
Hardeman,2/3,1200,1277,843,434,3190,912,102,16,1146,,,
Hardin,6/5S,5900,7215,5371,1844,45112,9762,1003,527,16190,,,
Harris,6/5S,871450,624155,425034,199121,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,4900,5116,3736,1380,51900,11607,3063,608,20509,,,
Hartley,1,1475,1414,957,457,4561,861,196,94,1669,,,
Haskell,2/3,600,1019,788,231,4831,1266,123,68,1872,,,
Hays,7,35350,28363,21019,7344,183380,26187,5488,1907,61462,,,
Hemphill,1,1300,1000,631,369,2827,606,104,98,1066,,,
Henderson,4/5N,5100,8211,5873,2338,67238,18534,2043,998,26544,,,
Hidalgo,11,188750,124134,83220,40914,620824,98328,54962,17074,286328,,,
Hill,7,2200,4452,2987,1465,29198,7684,862,523,11381,,,
Hockley,1,1400,3648,2709,939,17799,3453,483,263,6829,,,
Hood,2/3,5200,7811,6169,1642,50193,15416,1720,867,16867,,,
Hopkins,4/5N,3800,3425,2555,870,29175,6887,1192,620,11166,,,
Houston,4/5N,2100,2218,1397,821,18929,5176,634,538,7399,,,
Howard,9/10,3500,3083,1974,1109,29544,4813,1456,454,12143,,,
Hudspeth,9/10,300,687,505,182,3979,775,33,0,1778,,,
Hunt,2/3,8750,10152,6605,3547,77878,15810,4112,947,31096,,,
Hutchinson,1,1000,2614,1879,735,16258,3581,504,246,6098,,,
Irion,9/10,0,212,149,63,1234,328,15,0,429,,,
Jack,2/3,1200,1170,866,304,7230,1515,198,149,2732,,,
Jackson,8,4450,2651,2025,626,11425,2720,380,237,4205,,,
Jasper,4/5N,8800,5113,4391,722,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,200,669,615,54,2180,812,28,0,685,,,
Jefferson,6/5S,55150,24993,19177,5816,197382,37595,13127,2431,90120,,,
Jim Hogg,11,400,1444,943,501,3791,890,14,60,1572,,,
Jim Wells,11,8925,8988,6471,2517,30579,6358,3897,985,12474,,,
Johnson,2/3,11600,16487,11164,5323,135345,25151,3559,1471,53224,,,
Jones,2/3,700,1688,1265,423,17011,3188,337,254,6981,,,
Karnes,8,2500,1845,1378,467,12669,2211,370,244,5177,,,
Kaufman,2/3,6750,14727,10039,4688,102341,16113,2857,1189,40613,,,
Kendall,8,3000,6719,4892,1827,37890,9152,1091,801,12702,,,
Kenedy,11,0,117,109,8,321,68,1,0,139,,,
Kent,2/3,0,184,133,51,615,201,13,60,198,,,
Kerr,8,5400,6102,4658,1444,43793,14769,2805,1022,13990,,,
Kimble,9/10,700,699,615,84,3651,1288,90,0,1243,,,
King,1,0,31,27,4,205,51,7,0,69,,,
Kinney,8,200,482,411,71,3050,910,11,0,1171,,,
Kleberg,11,14325,8066,7010,1056,24188,4046,1401,341,9265,,,
Knox,2/3,700,960,671,289,2808,736,95,127,976,,,
La Salle,8,7325,2566,1769,797,6212,1018,22,60,2410,,,
Lamar,4/5N,8000,7060,5435,1625,39402,9726,3115,745,14986,,,
Lamb,1,600,2672,1732,940,9740,2240,454,226,3968,,,
Lampasas,7,900,1885,1462,423,17366,4322,348,284,6457,,,
Lavaca,8,2300,3018,1880,1138,16004,4775,820,612,5435,,,
Lee,7,800,1559,1113,446,13993,3219,334,226,5333,,,
Leon,7,1000,1205,800,405,13946,4334,155,74,4662,,,
Liberty,6/5S,11125,5991,3955,2036,66868,11399,1398,614,28567,,,
Limestone,7,2600,2059,1374,685,18871,4670,2332,1060,7512,,,
Lipscomb,1,200,573,411,162,2520,617,24,61,919,,,
Live Oak,11,400,1610,1181,429,10055,2533,35,100,3769,,,
Llano,7,1400,3002,2488,514,18908,8119,277,358,5362,,,
Loving,9/10,0,30,28,2,129,23,0,0,50,,,
Lubbock,1,105500,78102,54010,24092,244992,39476,20974,4093,83028,,,
Lynn,1,400,1075,716,359,4496,974,191,40,1838,,,
Madison,7,1000,932,644,288,11595,2264,299,258,4451,,,
Marion,4/5N,0,692,463,229,8277,2697,351,158,3058,,,
Martin,9/10,800,1175,896,279,4136,659,165,0,1624,,,
Mason,9/10,500,750,611,139,3521,1250,104,0,1147,,,
Matagorda,6/5S,3000,2960,2013,947,28247,6391,1113,369,11409,,,
Maverick,8,11000,5291,4234,1057,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1300,924,766,158,6435,1792,212,122,2275,,,
McLennan,7,44050,32846,24038,8808,200781,37728,11153,3621,71906,,,
McMullen,11,100,111,103,8,616,189,10,0,202,,,
Medina,8,2700,6387,4629,1758,41263,8757,899,536,16090,,,
Menard,9/10,200,482,407,75,1790,699,9,40,550,,,
Midland,9/10,42325,28073,22710,5363,131025,18438,5950,1288,49538,,,
Milam,7,2900,3272,2117,1155,19689,5245,532,297,7641,,,
Mills,7,300,849,584,265,4006,1416,149,152,1305,,,
Mitchell,2/3,1000,951,672,279,6958,1259,265,96,2753,,,
Montague,2/3,2550,3259,2327,932,15872,4444,560,383,5668,,,
Montgomery,6/5S,84900,70704,48429,22275,467232,81457,20255,3836,157396,,,
Moore,1,1500,5032,4020,1012,14986,2372,448,176,6143,,,
Morris,4/5N,700,1025,710,315,9830,2730,77,179,3692,,,
Motley,1,0,198,152,46,994,368,22,50,319,,,
Nacogdoches,4/5N,10500,10217,6514,3703,51773,9953,2530,755,19948,,,
Navarro,2/3,9200,7892,6620,1272,38360,8651,1720,869,15775,,,
Newton,4/5N,900,1521,1296,225,11298,2878,55,113,4648,,,
Nolan,2/3,3200,2428,1711,717,11321,2737,519,251,4249,,,
Nueces,11,85175,48405,30903,17502,284366,54069,25582,4100,113767,,,
Ochiltree,1,1500,1295,813,482,7106,1148,200,114,2812,,,
Oldham,1,300,429,269,160,1728,316,18,0,654,,,
Orange,6/5S,2000,6440,5300,1140,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2200,2220,1585,635,23207,5893,864,283,8796,,,
Panola,4/5N,1700,1854,1319,535,18462,4589,473,377,7117,,,
Parker,2/3,19250,18769,13013,5756,111686,22331,2890,1301,40567,,,
Parmer,1,900,1989,1362,627,7222,1366,161,174,2910,,,
Pecos,9/10,2000,3008,2415,593,12317,2141,400,120,5047,,,
Polk,4/5N,4300,6491,4849,1642,42276,9733,1184,574,17118,,,
Potter,1,89325,27175,17403,9772,88673,15203,10224,1770,35559,,,
Presidio,9/10,1500,1772,1554,218,5069,1601,27,0,2039,,,
Rains,4/5N,500,1051,748,303,10277,3123,163,68,3649,,,
Randall,1,6200,41028,25700,15328,108431,21424,2812,869,34803,,,
Reagan,9/10,300,481,368,113,2841,427,52,42,1173,,,
Real,8,200,773,577,196,2943,1053,25,86,1051,,,
Red River,4/5N,900,1739,1308,431,9965,3044,420,252,3717,,,
Reeves,9/10,7725,4512,3132,1380,12781,1878,281,89,5277,,,
Refugio,11,700,1365,944,421,5583,1617,228,154,2031,,,
Roberts,1,0,141,95,46,672,193,16,0,227,,,
Robertson,7,1200,1843,1376,467,13474,3412,252,252,4991,,,
Rockwall,2/3,8175,15832,11551,4281,80325,13395,3750,1347,27575,,,
Runnels,2/3,1800,1787,1162,625,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,4500,3340,1160,43777,9197,1501,759,17428,,,
Sabine,4/5N,1600,1759,1286,473,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,1239,871,368,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1800,2529,1786,743,23444,6488,132,190,9275,,,
San Patricio,11,4200,8205,5995,2210,51116,10209,975,347,19063,,,
San Saba,7,300,295,226,69,5000,1465,33,72,1828,,,
Schleicher,9/10,400,512,398,114,2218,559,65,34,793,,,
Scurry,2/3,3925,2080,1450,630,13000,2566,399,128,5165,,,
Shackelford,2/3,300,339,282,57,2612,691,52,0,937,,,
Shelby,4/5N,1700,1738,1104,634,19449,4532,540,369,7876,,,
Sherman,1,500,593,450,143,2294,462,24,42,868,,,
Smith,4/5N,74400,38617,26045,12572,182283,39337,19690,3030,62467,,,
Somervell,2/3,600,1292,1008,284,7386,1770,457,220,2741,,,
Starr,11,8000,7939,5810,2129,45765,7370,4479,1999,21117,,,
Stephens,2/3,900,903,654,249,7542,1890,168,92,2928,,,
Sterling,9/10,100,136,107,29,975,186,10,44,375,,,
Stonewall,2/3,500,315,242,73,1095,361,63,53,369,,,
Sutton,9/10,400,459,359,100,2992,723,91,0,1051,,,
Swisher,1,500,1290,937,353,5764,1305,114,61,2381,,,
Tarrant,2/3,440250,266773,174788,91985,1617160,244511,86106,18386,590239,,,
Taylor,2/3,30525,23959,17729,6230,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,208,194,14,639,255,10,0,207,,,
Terry,1,3650,2809,1944,865,9307,1858,345,178,3985,,,
Throckmorton,2/3,600,453,368,85,1247,445,64,0,399,,,
Titus,4/5N,5200,2952,1980,972,24323,4845,1811,633,9797,,,
Tom Green,9/10,28400,23479,15698,7781,93752,18625,6702,1601,33131,,,
Travis,7,242000,156636,108749,47887,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2850,2149,1574,575,12104,3956,347,241,4400,,,
Tyler,4/5N,2900,3177,2268,909,17963,4895,476,238,6926,,,
Upshur,4/5N,1600,3356,2448,908,33011,7825,714,567,12366,,,
Upton,9/10,500,846,687,159,2730,537,170,30,1105,,,
Uvalde,8,9325,5841,4087,1754,20379,4508,1498,515,8253,,,
Val Verde,8,7200,5768,4525,1243,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3000,5635,3885,1750,45216,11495,1280,711,16861,,,
Victoria,8,17850,14366,10457,3909,71388,15242,5624,1030,27119,,,
Walker,6/5S,5900,5627,4039,1588,63471,10049,1526,400,24628,,,
Waller,6/5S,3400,4154,3050,1104,43350,6546,1182,466,16819,,,
Ward,9/10,700,1688,1356,332,8921,1629,137,92,3551,,,
Washington,7,19000,6278,5057,1221,29086,7889,2581,1018,10662,,,
Webb,11,52100,42096,30411,11685,196916,26921,12073,1646,88397,,,
Wharton,6/5S,3800,4028,2764,1264,32110,7239,1438,615,12933,,,
Wheeler,1,1000,1032,693,339,3915,1002,200,114,1459,,,
Wichita,2/3,31350,25686,17019,8667,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,5800,3668,2483,1185,10361,2421,457,304,4240,,,
Willacy,11,900,2534,1897,637,16897,3057,325,557,7612,,,
Williamson,7,82850,65611,46346,19265,458433,73202,14404,4639,146388,,,
Wilson,8,4500,6576,4243,2333,40488,8411,1224,615,13986,,,
Winkler,9/10,500,1110,878,232,5954,964,102,0,2445,,,
Wise,2/3,7950,7892,4717,3175,54722,10598,3589,552,22459,,,
Wood,4/5N,2500,5745,4134,1611,38005,12527,1046,880,13019,,,
Yoakum,1,800,1302,858,444,6135,1033,225,60,2367,,,
Young,2/3,3200,2816,1962,854,14219,3774,862,431,5296,,,
Zapata,11,1100,1567,1373,194,9981,1866,195,202,4642,,,
Zavala,8,200,2748,2370,378,8840,1723,25,60,4035,,,
*Other,N/A,N/A,286638,236996,49642,,,,,,,,
,,,,,,,,,,,,,
