County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Collin,2/3,763700,852385,486454,385955,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1380,791,686,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,13833,8373,6812,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,108472,64926,49076,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,7650,4406,3776,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,1714,962,823,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,19109,11349,8469,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,27728,17576,11111,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,766,431,382,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2121,1314,827,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,1918,1053,892,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3540,1935,1657,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1806,967,844,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4133,2401,1771,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,1758104,1033145,779707,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,4760,2878,2026,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,10663,6243,4944,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,8214,4913,3836,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2258,1265,1071,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,667896,381984,302954,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,980,549,493,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,7883,4522,3398,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1712,1002,755,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,8419,4945,3868,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,7340,8263,4889,3985,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,117100,81358,45621,37782,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,980,532,467,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,713000,713031,425536,307279,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,130520,109460,63342,49912,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24600,19206,10963,8940,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,30755,8433,5159,3484,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,37695,15939,9500,7512,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8700,15885,9509,7575,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1771,1009,877,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3280,1834,1561,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,701,401,328,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,528850,694418,401446,313124,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4582,2728,2141,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4400,7800,4922,3434,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13450,9423,5799,4361,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,5184,3042,2515,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,310560,256946,140876,120844,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,4200,2840,1921,1388,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31400,19583,11157,9022,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,838,468,397,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4178,2310,2070,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11700,11492,6775,5831,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5500,9857,5808,4462,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,67740,67021,40507,32581,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,124925,63888,35910,29687,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4700,16408,9962,7237,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91395,94717,58424,44443,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,14000,15140,8758,7268,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1774,1019,875,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5211,3074,2619,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,2913,1712,1576,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2351,1334,1206,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,25172,14368,11439,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3395220,3108110,1867834,1358927,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,27657,16377,13332,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3449,2039,1427,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3200,3181,1850,1474,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,170240,164471,98990,73235,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3100,2169,1292,1164,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,23170,38540,22387,18070,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,641140,693137,409729,306174,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10400,17638,10571,8526,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,12219,6943,6015,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31570,41122,22568,19533,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,16741,9615,7803,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6800,11218,6938,4979,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,13109,7662,6254,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,3581,2100,1604,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,39410,44054,25600,20238,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,9458,5336,4341,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,835,461,388,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3900,3918,2297,1863,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,8334,4682,3939,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15270,15740,8809,7573,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1947,1074,929,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,241300,134095,77846,57608,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4304,2421,1913,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,35525,28363,15969,13134,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,105100,91487,51862,41958,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,8070,5256,3321,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,8659,5675,3790,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,65950,75712,44623,33812,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,19400,35639,21007,16286,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,324,172,155,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,391,222,193,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,30151,17731,13558,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2641,1532,1231,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,62,37,30,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,1944,1163,815,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,59725,25673,14148,11918,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,2010,1107,1015,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24535,5553,3128,2591,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,28200,24198,13445,11662,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,6786,3968,3205,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,10342,6250,4789,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8700,11195,6687,5562,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5900,9554,5551,4432,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,8238,4986,4075,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,42565,35143,22000,14854,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,8100,10038,5971,4712,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1385,762,690,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3400,5229,2923,2437,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6800,15570,8997,7472,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,56,31,25,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,239890,193142,108254,90824,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,3011,1720,1387,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,4100,6246,4069,2621,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4747,2744,2340,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2371,1393,1084,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2946,1604,1432,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16950,20615,12215,9158,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,46700,45636,29621,18363,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,3684,2133,1710,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,153530,142961,85089,66099,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,424,245,209,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,18100,31017,18742,14293,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1468,839,760,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135835,91544,51349,41881,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,11200,13272,7492,6160,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2600,2748,1556,1287,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,3493,2163,1394,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4950,9193,5278,4393,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,404890,357492,218914,149399,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7240,12913,7365,5790,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5699,3467,2699,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,556,354,212,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,33100,33109,20074,16666,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,28376,15912,13091,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4294,2363,2034,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,7389,4536,4003,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,289725,248497,141629,113923,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4720,2587,2346,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,901,514,417,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,5300,32323,18954,14377,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,13084,7554,6120,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7850,4732,3861,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,73730,78356,43961,37033,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5140,2890,2515,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,10708,6359,4724,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,24640,14825,10908,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,194195,58698,34552,25268,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,8448,4751,3888,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,5268,3006,2409,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,78505,44387,36539,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1742,1027,923,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,2000,2364,1266,1138,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5643,3254,2841,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,9166,4960,4304,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4860,2674,2287,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,331,182,163,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,8695,5274,4202,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,59095,73237,42531,33346,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,5722,3181,2838,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11670,21524,12996,9896,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5402,3019,2645,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4656,2615,2173,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,11069,6592,5346,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20170,40585,23885,18516,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2100,2538,1548,1076,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1637,895,794,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7395,8420,5009,3900,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1677,927,784,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,9043,5376,4370,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1441,858,656,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,209370,130097,72532,60077,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5100,4954,2845,2422,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,43780,58633,34552,29576,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3850,2376,1868,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,619,350,273,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,788,444,399,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2301,1260,1069,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2600,3161,1869,1629,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1449310,1355797,780033,609795,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,94735,78085,43204,36910,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,608,343,280,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6547,3774,3151,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2100,994,534,476,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,25200,13992,8404,6051,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,95140,70843,38507,33584,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,2165090,1084384,643436,482348,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,7678,4428,3630,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,9300,9199,5426,3963,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,15514,8848,7390,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2181,1187,1001,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31145,17631,9851,8325,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,43030,31593,20055,13637,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,13100,24024,13958,11389,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,60590,53674,29767,25067,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,36770,35388,23456,14046,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,15640,25325,15162,11272,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4940,6463,3636,3121,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,24098,13444,11186,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,206550,246262,147228,110194,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18490,22881,13960,10384,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,3000,2383,1383,1193,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,76520,71084,40754,34425,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10600,8154,4703,4268,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,8300,15470,8875,6855,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,449190,458852,275547,201866,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,27277,17143,11624,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3795,2168,1868,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,29680,32104,18544,15339,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6700,23833,13919,11444,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,4269,2628,2103,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8500,9020,5211,4537,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8400,11006,6390,5434,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2200,7819,4373,3513,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,211269,139205,82290,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
