County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Coke,9/10,0,1090,766,330,2756,947,47,130,899,0,,
Coleman,2/3,1700,1860,1312,567,6721,2119,342,162,2379,289,,
Collin,2/3,359990,334060,218832,119813,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1400,1025,625,401,2263,555,80,92,847,0,,
Colorado,6/5S,6100,6967,4481,2839,17107,4850,853,477,5957,613,,
Comal,8,40100,48293,31089,18371,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,4720,4526,3100,1606,10944,3330,330,292,3738,455,,
Concho,9/10,1200,1098,695,417,2288,689,76,66,815,0,,
Cooke,2/3,11400,9654,6245,3533,32675,7804,948,552,11640,1051,,
Coryell,7,18985,11663,7478,4358,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,435,322,113,1123,339,5,0,446,0,,
Crane,9/10,2750,1615,986,629,3554,594,71,110,1353,0,,
Crockett,9/10,0,1282,787,495,2694,612,31,56,1031,0,,
Crosby,1,3150,2638,1527,1120,4421,1085,98,115,1771,284,,
Culberson,9/10,1200,901,620,283,1746,480,67,0,722,0,,
Dallam,1,16310,3221,1940,1287,5217,857,40,0,2067,0,,
Dallas,2/3,973925,695405,466438,245212,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,2100,2448,1650,846,9789,1898,304,112,4206,475,,
Deaf Smith,1,3200,4669,3122,1640,13439,2423,238,147,5332,0,,
Delta,4/5N,900,1260,829,460,4222,1118,379,100,1580,0,,
Denton,2/3,315750,243590,151477,95167,697330,93499,23806,5913,257836,22330,,
DeWitt,8,3000,4728,3451,1317,16110,4035,319,438,6110,1055,,
Dickens,1,0,667,432,248,1858,525,21,0,689,0,,
Dimmit,8,15745,5661,3308,2356,7539,1749,238,175,3179,48,,
Donley,1,800,1126,832,298,2716,804,27,65,918,0,,
Duval,11,2300,4984,3221,1912,8600,2031,69,150,3541,482,,
Eastland,2/3,3400,4531,3440,1381,14970,4054,860,389,5393,591,,
Ector,9/10,82580,45767,30676,15457,120896,15970,5303,1016,50679,428,,
Edwards,8,0,771,626,146,1555,561,24,0,528,0,,
El Paso,9/10,335900,291759,189963,105104,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,54000,52920,35317,18907,141665,24288,3985,1994,54463,6578,,
Erath,2/3,11000,10227,7434,2979,34875,6256,1250,481,12564,1079,,
Falls,7,17385,4252,2686,1651,14049,3226,328,187,5671,486,,
Fannin,2/3,21385,8745,5675,3333,28874,6588,962,614,10987,1108,,
Fayette,7,3300,6910,4572,2530,20879,6679,998,647,6844,671,,
Fisher,2/3,1400,1120,674,470,3088,961,101,28,1061,0,,
Floyd,1,1500,2185,1435,766,4371,1070,132,68,1723,0,,
Foard,2/3,1200,579,344,239,962,315,7,80,332,0,,
Fort Bend,6/5S,260350,288894,184929,108648,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2000,2544,1691,882,8554,2367,169,163,2871,0,,
Freestone,7,2200,3277,2374,1049,15808,3996,553,261,6319,689,,
Frio,8,7250,5106,3266,2319,16121,2499,186,166,6797,28,,
Gaines,9/10,2800,2829,1988,961,14548,1907,323,95,6156,717,,
Galveston,6/5S,139180,125900,80964,46988,269280,50987,11784,2830,96486,10219,,
Garza,1,1600,1237,933,343,5325,719,33,75,2197,0,,
Gillespie,8,19100,10656,6614,4105,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,678,378,301,1099,210,23,0,426,0,,
Goliad,8,1400,2710,1591,1136,6281,1832,39,135,2282,0,,
Gonzales,8,4000,6009,4251,2508,15937,3572,550,256,6356,693,,
Gray,1,3200,4513,3045,1485,16924,3531,689,315,6978,42,,
Grayson,2/3,35340,30140,19942,11637,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,58455,33279,21333,12139,95544,19451,7025,2324,37362,3988,,
Grimes,7,2900,6397,4526,2080,23245,5134,234,311,9653,771,,
Guadalupe,8,43915,40339,27010,15962,130517,23614,3801,1225,49282,3850,,
Hale,1,6100,8299,5638,2895,25476,4604,873,399,10561,1177,,
Hall,1,0,1254,755,505,2406,711,27,72,978,0,,
Hamilton,7,3200,3009,2121,1100,6832,2146,481,296,2427,10,,
Hansford,1,1800,1669,1159,583,3987,812,139,84,1616,295,,
Hardeman,2/3,2300,1793,1039,788,3190,912,102,16,1146,0,,
Hardin,6/5S,8200,14968,10023,5062,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1626350,1251499,863913,411623,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,9300,12930,8455,4994,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2669,1742,930,4561,861,196,94,1669,253,,
Haskell,2/3,1600,2114,1460,692,4831,1266,123,68,1872,187,,
Hays,7,83940,63011,42610,22625,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2200,1516,915,689,2827,606,104,98,1066,0,,
Henderson,4/5N,11900,17594,11903,6311,67238,18534,2043,998,26544,1787,,
Hidalgo,11,325870,252808,165841,91162,620824,98328,54962,17074,286328,36161,,
Hill,7,4900,9542,6632,3434,29198,7684,862,523,11381,1209,,
Hockley,1,3200,7142,4460,2836,17799,3453,483,263,6829,887,,
Hood,2/3,14400,21312,14857,6679,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,5100,7050,4435,2678,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4200,4743,3426,1548,18929,5176,634,538,7399,631,,
Howard,9/10,4800,6396,4067,2396,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,900,1428,921,508,3979,775,33,0,1778,145,,
Hunt,2/3,19570,19440,12910,6911,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2300,5382,3681,1757,16258,3581,504,246,6098,741,,
Irion,9/10,0,541,375,168,1234,328,15,0,429,0,,
Jack,2/3,2500,2440,1648,879,7230,1515,198,149,2732,284,,
Jackson,8,5150,4682,2719,2035,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,10898,6781,4252,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,700,1476,891,593,2180,812,28,0,685,0,,
Jefferson,6/5S,128390,60532,44424,16286,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1000,2774,1863,916,3791,890,14,60,1572,0,,
Jim Wells,11,18985,18251,11471,6974,30579,6358,3897,985,12474,1370,,
Johnson,2/3,40490,37213,25976,11909,135345,25151,3559,1471,53224,5814,,
Jones,2/3,1700,3760,2514,1463,17011,3188,337,254,6981,525,,
Karnes,8,5200,3934,2632,1447,12669,2211,370,244,5177,505,,
Kaufman,2/3,25650,28340,18920,10014,102341,16113,2857,1189,40613,4498,,
Kendall,8,7200,17045,10989,6275,37890,9152,1091,801,12702,160,,
Kenedy,11,0,277,155,122,321,68,1,0,139,0,,
Kent,2/3,0,295,179,124,615,201,13,60,198,0,,
Kerr,8,9900,13982,9673,4392,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1400,1689,1111,600,3651,1288,90,0,1243,0,,
King,1,0,49,33,16,205,51,7,0,69,0,,
Kinney,8,1200,919,618,305,3050,910,11,0,1171,0,,
Kleberg,11,32185,17490,10674,6897,24188,4046,1401,341,9265,870,,
Knox,2/3,1400,1538,893,646,2808,736,95,127,976,182,,
La Salle,8,17285,4018,2340,1821,6212,1018,22,60,2410,0,,
Lamar,4/5N,16500,14739,9670,5212,39402,9726,3115,745,14986,1612,,
Lamb,1,1400,4432,2890,1649,9740,2240,454,226,3968,536,,
Lampasas,7,2400,4191,2805,1462,17366,4322,348,284,6457,0,,
Lavaca,8,4800,5899,4137,2148,16004,4775,820,612,5435,476,,
Lee,7,2000,3767,2730,1121,13993,3219,334,226,5333,494,,
Leon,7,2000,3228,2366,955,13946,4334,155,74,4662,603,,
Liberty,6/5S,22385,12154,8196,4315,66868,11399,1398,614,28567,2987,,
Limestone,7,4500,4488,3196,1369,18871,4670,2332,1060,7512,702,,
Lipscomb,1,700,952,612,349,2520,617,24,61,919,190,,
Live Oak,11,1400,3311,2121,1227,10055,2533,35,100,3769,300,,
Llano,7,3700,6718,4618,2290,18908,8119,277,358,5362,15,,
Loving,9/10,0,37,27,10,129,23,0,0,50,0,,
Lubbock,1,156440,117297,72375,45624,244992,39476,20974,4093,83028,9242,,
Lynn,1,900,1855,1145,723,4496,974,191,40,1838,328,,
Madison,7,1800,2259,1549,773,11595,2264,299,258,4451,17,,
Marion,4/5N,600,2049,1445,640,8277,2697,351,158,3058,0,,
Martin,9/10,1300,1817,1129,698,4136,659,165,0,1624,0,,
Mason,9/10,1200,1696,1103,648,3521,1250,104,0,1147,0,,
Matagorda,6/5S,5200,6482,4686,1871,28247,6391,1113,369,11409,1164,,
Maverick,8,24800,12962,10908,2793,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,2400,2129,1455,749,6435,1792,212,122,2275,260,,
McLennan,7,81370,64365,42291,24661,200781,37728,11153,3621,71906,8718,,
McMullen,11,600,278,173,109,616,189,10,0,202,0,,
Medina,8,7300,14307,9865,5213,41263,8757,899,536,16090,1720,,
Menard,9/10,700,1058,684,490,1790,699,9,40,550,0,,
Midland,9/10,90625,42734,29148,13867,131025,18438,5950,1288,49538,4151,,
Milam,7,5000,6441,4327,2236,19689,5245,532,297,7641,827,,
Mills,7,1100,1710,1172,560,4006,1416,149,152,1305,265,,
Mitchell,2/3,2200,1765,1116,667,6958,1259,265,96,2753,254,,
Montague,2/3,3150,5621,3406,2256,15872,4444,560,383,5668,702,,
Montgomery,6/5S,198380,137995,87758,52361,467232,81457,20255,3836,157396,17330,,
Moore,1,2600,9070,5289,3864,14986,2372,448,176,6143,27,,
Morris,4/5N,1400,2358,1659,783,9830,2730,77,179,3692,0,,
Motley,1,0,461,306,155,994,368,22,50,319,0,,
Nacogdoches,4/5N,17200,16977,11014,6341,51773,9953,2530,755,19948,1728,,
Navarro,2/3,21600,16338,10113,6274,38360,8651,1720,869,15775,1772,,
Newton,4/5N,1700,3014,1883,1160,11298,2878,55,113,4648,354,,
Nolan,2/3,5000,4492,2907,2162,11321,2737,519,251,4249,719,,
Nueces,11,142035,120515,76916,45098,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,2500,2762,2095,672,7106,1148,200,114,2812,0,,
Oldham,1,1000,587,346,245,1728,316,18,0,654,227,,
Orange,6/5S,2600,16416,11526,5240,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3500,5744,4226,1666,23207,5893,864,283,8796,816,,
Panola,4/5N,2600,4046,2742,1544,18462,4589,473,377,7117,661,,
Parker,2/3,40910,37002,23482,13922,111686,22331,2890,1301,40567,3773,,
Parmer,1,1600,3482,2210,1341,7222,1366,161,174,2910,525,,
Pecos,9/10,3800,6556,4300,2360,12317,2141,400,120,5047,517,,
Polk,4/5N,6900,12694,7989,4783,42276,9733,1184,574,17118,1025,,
Potter,1,131695,38275,23234,15247,88673,15203,10224,1770,35559,518,,
Presidio,9/10,3400,5029,3550,1483,5069,1601,27,0,2039,0,,
Rains,4/5N,1300,2279,1564,739,10277,3123,163,68,3649,0,,
Randall,1,10000,56045,32967,23603,108431,21424,2812,869,34803,519,,
Reagan,9/10,800,983,612,372,2841,427,52,42,1173,0,,
Real,8,900,1602,1003,599,2943,1053,25,86,1051,0,,
Red River,4/5N,1900,3340,2128,1276,9965,3044,420,252,3717,477,,
Reeves,9/10,17285,6828,3871,2964,12781,1878,281,89,5277,0,,
Refugio,11,1500,2752,1839,929,5583,1617,228,154,2031,313,,
Roberts,1,0,233,148,86,672,193,16,0,227,0,,
Robertson,7,2100,4171,2863,1376,13474,3412,252,252,4991,690,,
Rockwall,2/3,20655,31533,20744,11929,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,4300,3365,2259,1125,8184,2153,405,312,2979,430,,
Rusk,4/5N,5700,9412,6029,3533,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2500,3498,2299,1209,8871,3267,572,186,3077,0,,
San Augustine,4/5N,2000,2594,1817,785,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2800,5551,3675,2052,23444,6488,132,190,9275,40,,
San Patricio,11,9300,19218,12825,6796,51116,10209,975,347,19063,2379,,
San Saba,7,1000,908,703,214,5000,1465,33,72,1828,197,,
Schleicher,9/10,1000,899,668,231,2218,559,65,34,793,0,,
Scurry,2/3,5895,5057,2991,2090,13000,2566,399,128,5165,0,,
Shackelford,2/3,1000,954,682,284,2612,691,52,0,937,119,,
Shelby,4/5N,3770,4055,2852,1220,19449,4532,540,369,7876,948,,
Sherman,1,1400,1073,653,423,2294,462,24,42,868,0,,
Smith,4/5N,127660,62117,39161,23260,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2300,2961,2048,1089,7386,1770,457,220,2741,479,,
Starr,11,19400,25295,19296,8067,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,1900,2088,1536,756,7542,1890,168,92,2928,22,,
Sterling,9/10,300,351,267,85,975,186,10,44,375,0,,
Stonewall,2/3,1200,493,340,169,1095,361,63,53,369,0,,
Sutton,9/10,1000,1265,927,339,2992,723,91,0,1051,0,,
Swisher,1,1300,2353,1486,1044,5764,1305,114,61,2381,323,,
Tarrant,2/3,754360,547502,355436,199026,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,57965,45851,30069,16343,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,493,291,208,639,255,10,0,207,0,,
Terry,1,4950,4404,2668,1851,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1200,813,466,348,1247,445,64,0,399,0,,
Titus,4/5N,8200,5736,3743,2088,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,54870,40941,25987,15219,93752,18625,6702,1601,33131,3815,,
Travis,7,535930,353267,250839,111608,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3550,4202,2538,1753,12104,3956,347,241,4400,427,,
Tyler,4/5N,5900,5394,3261,2169,17963,4895,476,238,6926,722,,
Upshur,4/5N,3400,7564,5168,2496,33011,7825,714,567,12366,1404,,
Upton,9/10,2200,1661,958,706,2730,537,170,30,1105,0,,
Uvalde,8,19185,10194,6651,3642,20379,4508,1498,515,8253,985,,
Val Verde,8,12070,12752,8640,4295,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,6700,11203,7666,3792,45216,11495,1280,711,16861,1783,,
Victoria,8,34450,25032,14806,10452,71388,15242,5624,1030,27119,241,,
Walker,6/5S,17300,12900,9177,3974,63471,10049,1526,400,24628,1438,,
Waller,6/5S,7100,9286,5856,3614,43350,6546,1182,466,16819,1813,,
Ward,9/10,2470,4196,2856,1372,8921,1629,137,92,3551,0,,
Washington,7,43000,11615,7019,4780,29086,7889,2581,1018,10662,72,,
Webb,11,98800,99181,67593,34853,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,6600,8762,6141,2966,32110,7239,1438,615,12933,1328,,
Wheeler,1,1900,1661,1038,660,3915,1002,200,114,1459,243,,
Wichita,2/3,41690,39580,24557,15755,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,7800,5922,3700,2678,10361,2421,457,304,4240,27,,
Willacy,11,2000,7006,5111,1985,16897,3057,325,557,7612,775,,
Williamson,7,191450,151434,111213,45317,458433,73202,14404,4639,146388,19090,,
Wilson,8,7100,12971,8713,4935,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1300,2300,1493,821,5954,964,102,0,2445,0,,
Wise,2/3,15960,14647,10148,4887,54722,10598,3589,552,22459,1533,,
Wood,4/5N,4700,11173,7406,3960,38005,12527,1046,880,13019,1130,,
Yoakum,1,1900,2413,1686,1012,6135,1033,225,60,2367,0,,
Young,2/3,5800,5644,3793,2088,14219,3774,862,431,5296,626,,
Zapata,11,3600,5003,3759,1453,9981,1866,195,202,4642,0,,
Zavala,8,700,4890,2891,2010,8840,1723,25,60,4035,458,,
Other,N/A,0,395698,337407,82506,,,,,,,,
,,,,,,,,,,,,,
