County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Gillespie,8,9200,5501,4217,1284,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,301,269,32,1099,210,23,0,426,,,
Goliad,8,400,1619,1049,570,6281,1832,39,135,2282,,,
Gonzales,8,1900,2758,1852,906,15937,3572,550,256,6356,,,
Gray,1,1800,2652,1775,877,16924,3531,689,315,6978,,,
Grayson,2/3,24600,16717,11379,5338,107521,24182,9338,2131,40586,,,
Gregg,4/5N,29375,17552,12833,4719,95544,19451,7025,2324,37362,,,
Grimes,7,1700,2656,1872,784,23245,5134,234,311,9653,,,
Guadalupe,8,17425,18279,13312,4967,130517,23614,3801,1225,49282,,,
Hale,1,3300,4643,3168,1475,25476,4604,873,399,10561,,,
Hall,1,0,747,572,175,2406,711,27,72,978,,,
Hamilton,7,1800,1604,1020,584,6832,2146,481,296,2427,,,
Hansford,1,900,957,645,312,3987,812,139,84,1616,,,
Hardeman,2/3,1200,1277,843,434,3190,912,102,16,1146,,,
Hardin,6/5S,5900,7580,5584,1996,45112,9762,1003,527,16190,,,
Harris,6/5S,871450,640414,435310,205104,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,4900,5238,3792,1446,51900,11607,3063,608,20509,,,
Hartley,1,1475,1556,1020,536,4561,861,196,94,1669,,,
Haskell,2/3,600,1079,843,236,4831,1266,123,68,1872,,,
Hays,7,35350,28653,21200,7453,183380,26187,5488,1907,61462,,,
Hemphill,1,1300,1004,634,370,2827,606,104,98,1066,,,
Henderson,4/5N,5100,8430,6014,2416,67238,18534,2043,998,26544,,,
Hidalgo,11,188750,134574,92078,42496,620824,98328,54962,17074,286328,,,
Hill,7,2200,4516,3024,1492,29198,7684,862,523,11381,,,
Hockley,1,1400,3878,2854,1024,17799,3453,483,263,6829,,,
Hood,2/3,5200,8226,6446,1780,50193,15416,1720,867,16867,,,
Hopkins,4/5N,3800,3899,2593,1306,29175,6887,1192,620,11166,,,
Houston,4/5N,2100,2239,1383,856,18929,5176,634,538,7399,,,
Howard,9/10,3500,3294,2141,1153,29544,4813,1456,454,12143,,,
Hudspeth,9/10,300,715,530,185,3979,775,33,0,1778,,,
Hunt,2/3,8750,10270,6659,3611,77878,15810,4112,947,31096,,,
Hutchinson,1,1000,2709,1916,793,16258,3581,504,246,6098,,,
Irion,9/10,0,217,152,65,1234,328,15,0,429,,,
Jack,2/3,1200,1172,868,304,7230,1515,198,149,2732,,,
Jackson,8,4450,2906,2034,872,11425,2720,380,237,4205,,,
Jasper,4/5N,8800,5401,4459,942,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,200,675,618,57,2180,812,28,0,685,,,
Jefferson,6/5S,55150,28141,20865,7276,197382,37595,13127,2431,90120,,,
Jim Hogg,11,400,1461,953,508,3791,890,14,60,1572,,,
Jim Wells,11,8925,9355,6673,2682,30579,6358,3897,985,12474,,,
Johnson,2/3,11600,17112,11480,5632,135345,25151,3559,1471,53224,,,
Jones,2/3,700,1760,1320,440,17011,3188,337,254,6981,,,
Karnes,8,2500,1891,1394,497,12669,2211,370,244,5177,,,
Kaufman,2/3,6750,14985,10188,4797,102341,16113,2857,1189,40613,,,
Kendall,8,3000,7528,5558,1970,37890,9152,1091,801,12702,,,
Kenedy,11,0,116,108,8,321,68,1,0,139,,,
Kent,2/3,0,188,133,55,615,201,13,60,198,,,
Kerr,8,5400,6244,4705,1539,43793,14769,2805,1022,13990,,,
Kimble,9/10,700,767,624,143,3651,1288,90,0,1243,,,
King,1,0,31,27,4,205,51,7,0,69,,,
Kinney,8,200,484,411,73,3050,910,11,0,1171,,,
Kleberg,11,14325,8232,7103,1129,24188,4046,1401,341,9265,,,
Knox,2/3,700,981,678,303,2808,736,95,127,976,,,
La Salle,8,7325,2557,1760,797,6212,1018,22,60,2410,,,
Lamar,4/5N,8000,7258,5478,1780,39402,9726,3115,745,14986,,,
Lamb,1,600,2782,1805,977,9740,2240,454,226,3968,,,
Lampasas,7,900,1997,1531,466,17366,4322,348,284,6457,,,
Lavaca,8,2300,3034,1891,1143,16004,4775,820,612,5435,,,
Lee,7,800,1592,1125,467,13993,3219,334,226,5333,,,
Leon,7,1000,1233,817,416,13946,4334,155,74,4662,,,
Liberty,6/5S,11125,6124,4045,2079,66868,11399,1398,614,28567,,,
Limestone,7,2600,2088,1392,696,18871,4670,2332,1060,7512,,,
Lipscomb,1,200,591,427,164,2520,617,24,61,919,,,
Live Oak,11,400,1613,1183,430,10055,2533,35,100,3769,,,
Llano,7,1400,3036,2506,530,18908,8119,277,358,5362,,,
Loving,9/10,0,25,23,2,129,23,0,0,50,,,
Lubbock,1,105500,81958,55723,26235,244992,39476,20974,4093,83028,,,
Lynn,1,400,1218,837,381,4496,974,191,40,1838,,,
Madison,7,1000,968,669,299,11595,2264,299,258,4451,,,
Marion,4/5N,0,732,496,236,8277,2697,351,158,3058,,,
Martin,9/10,800,1199,902,297,4136,659,165,0,1624,,,
Mason,9/10,500,776,633,143,3521,1250,104,0,1147,,,
Matagorda,6/5S,3000,3005,2033,972,28247,6391,1113,369,11409,,,
Maverick,8,11000,5496,4424,1072,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1300,973,801,172,6435,1792,212,122,2275,,,
McLennan,7,44050,34096,24275,9821,200781,37728,11153,3621,71906,,,
McMullen,11,100,106,99,7,616,189,10,0,202,,,
Medina,8,2700,6527,4717,1810,41263,8757,899,536,16090,,,
Menard,9/10,200,487,408,79,1790,699,9,40,550,,,
Midland,9/10,42325,31014,23651,7363,131025,18438,5950,1288,49538,,,
Milam,7,2900,3305,2140,1165,19689,5245,532,297,7641,,,
Mills,7,300,922,630,292,4006,1416,149,152,1305,,,
Mitchell,2/3,1000,960,675,285,6958,1259,265,96,2753,,,
Montague,2/3,2550,3275,2328,947,15872,4444,560,383,5668,,,
Montgomery,6/5S,84900,73811,50450,23361,467232,81457,20255,3836,157396,,,
Moore,1,1500,5051,4032,1019,14986,2372,448,176,6143,,,
Morris,4/5N,700,1039,716,323,9830,2730,77,179,3692,,,
Motley,1,0,194,147,47,994,368,22,50,319,,,
Nacogdoches,4/5N,10500,10222,6512,3710,51773,9953,2530,755,19948,,,
Navarro,2/3,9200,7978,6669,1309,38360,8651,1720,869,15775,,,
Newton,4/5N,900,1605,1304,301,11298,2878,55,113,4648,,,
Nolan,2/3,3200,2489,1720,769,11321,2737,519,251,4249,,,
Nueces,11,85175,52783,33656,19127,284366,54069,25582,4100,113767,,,
Ochiltree,1,1500,1310,817,493,7106,1148,200,114,2812,,,
Oldham,1,300,431,267,164,1728,316,18,0,654,,,
Orange,6/5S,2000,7007,5700,1307,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2200,2257,1611,646,23207,5893,864,283,8796,,,
Panola,4/5N,1700,1879,1320,559,18462,4589,473,377,7117,,,
Parker,2/3,19250,19450,13414,6036,111686,22331,2890,1301,40567,,,
Parmer,1,900,2050,1394,656,7222,1366,161,174,2910,,,
Pecos,9/10,2000,3039,2435,604,12317,2141,400,120,5047,,,
Polk,4/5N,4300,6614,4909,1705,42276,9733,1184,574,17118,,,
Potter,1,89325,27335,17473,9862,88673,15203,10224,1770,35559,,,
Presidio,9/10,1500,1787,1566,221,5069,1601,27,0,2039,,,
Rains,4/5N,500,1088,760,328,10277,3123,163,68,3649,,,
Randall,1,6200,41465,25912,15553,108431,21424,2812,869,34803,,,
Reagan,9/10,300,486,370,116,2841,427,52,42,1173,,,
Real,8,200,777,579,198,2943,1053,25,86,1051,,,
Red River,4/5N,900,1763,1309,454,9965,3044,420,252,3717,,,
Reeves,9/10,7725,4516,3130,1386,12781,1878,281,89,5277,,,
Refugio,11,700,1364,942,422,5583,1617,228,154,2031,,,
Roberts,1,0,144,96,48,672,193,16,0,227,,,
Robertson,7,1200,1905,1411,494,13474,3412,252,252,4991,,,
Rockwall,2/3,8175,16159,11726,4433,80325,13395,3750,1347,27575,,,
Runnels,2/3,1800,1819,1191,628,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,4704,3430,1274,43777,9197,1501,759,17428,,,
Sabine,4/5N,1600,1865,1302,563,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,1255,878,377,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1800,2610,1847,763,23444,6488,132,190,9275,,,
San Patricio,11,4200,8556,6217,2339,51116,10209,975,347,19063,,,
San Saba,7,300,299,228,71,5000,1465,33,72,1828,,,
Schleicher,9/10,400,528,410,118,2218,559,65,34,793,,,
Scurry,2/3,3925,2296,1585,711,13000,2566,399,128,5165,,,
Shackelford,2/3,300,389,332,57,2612,691,52,0,937,,,
Shelby,4/5N,1700,1758,1119,639,19449,4532,540,369,7876,,,
Sherman,1,500,596,451,145,2294,462,24,42,868,,,
Smith,4/5N,74400,39683,26266,13417,182283,39337,19690,3030,62467,,,
Somervell,2/3,600,1302,1012,290,7386,1770,457,220,2741,,,
Starr,11,8000,8177,6012,2165,45765,7370,4479,1999,21117,,,
Stephens,2/3,900,912,661,251,7542,1890,168,92,2928,,,
Sterling,9/10,100,137,108,29,975,186,10,44,375,,,
Stonewall,2/3,500,319,245,74,1095,361,63,53,369,,,
Sutton,9/10,400,464,361,103,2992,723,91,0,1051,,,
Swisher,1,500,1308,948,360,5764,1305,114,61,2381,,,
Tarrant,2/3,440250,283075,184919,98156,1617160,244511,86106,18386,590239,,,
Taylor,2/3,30525,24247,17913,6334,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,209,195,14,639,255,10,0,207,,,
Terry,1,3650,2862,1972,890,9307,1858,345,178,3985,,,
Throckmorton,2/3,600,463,376,87,1247,445,64,0,399,,,
Titus,4/5N,5200,2972,1983,989,24323,4845,1811,633,9797,,,
Tom Green,9/10,28400,24162,16124,8038,93752,18625,6702,1601,33131,,,
Travis,7,242000,158358,109778,48580,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2850,2208,1627,581,12104,3956,347,241,4400,,,
Tyler,4/5N,2900,3221,2277,944,17963,4895,476,238,6926,,,
Upshur,4/5N,1600,3449,2487,962,33011,7825,714,567,12366,,,
Upton,9/10,500,866,699,167,2730,537,170,30,1105,,,
Uvalde,8,9325,5855,4090,1765,20379,4508,1498,515,8253,,,
Val Verde,8,7200,5799,4549,1250,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3000,5811,3997,1814,45216,11495,1280,711,16861,,,
Victoria,8,17850,14760,10585,4175,71388,15242,5624,1030,27119,,,
Walker,6/5S,5900,5742,4096,1646,63471,10049,1526,400,24628,,,
Waller,6/5S,3400,4337,3169,1168,43350,6546,1182,466,16819,,,
Ward,9/10,700,1740,1362,378,8921,1629,137,92,3551,,,
Washington,7,19000,6379,5128,1251,29086,7889,2581,1018,10662,,,
Webb,11,52100,44103,31305,12798,196916,26921,12073,1646,88397,,,
Wharton,6/5S,3800,4168,2824,1344,32110,7239,1438,615,12933,,,
Wheeler,1,1000,1092,744,348,3915,1002,200,114,1459,,,
Wichita,2/3,31350,25817,17119,8698,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,5800,3658,2478,1180,10361,2421,457,304,4240,,,
Willacy,11,900,2683,2024,659,16897,3057,325,557,7612,,,
Williamson,7,82850,66774,47142,19632,458433,73202,14404,4639,146388,,,
Wilson,8,4500,6712,4317,2395,40488,8411,1224,615,13986,,,
Winkler,9/10,500,1114,878,236,5954,964,102,0,2445,,,
Wise,2/3,7950,7969,4761,3208,54722,10598,3589,552,22459,,,
Wood,4/5N,2500,5943,4181,1762,38005,12527,1046,880,13019,,,
Yoakum,1,800,1326,881,445,6135,1033,225,60,2367,,,
Young,2/3,3200,2878,2018,860,14219,3774,862,431,5296,,,
Zapata,11,1100,1584,1384,200,9981,1866,195,202,4642,,,
Zavala,8,200,2814,2378,436,8840,1723,25,60,4035,,,
*Other,N/A,720525,257715,216001,41714,,,,,,,,
,,,,,,,,,,,,,
