County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Eastland,2/3,6170,8065,4822,3855,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,115830,78123,44213,35736,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,1000,565,451,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,654840,647816,403886,262591,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,120930,102743,61762,44743,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24000,18148,10548,8250,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,29385,7779,4749,3272,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,36225,15111,8978,7083,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8600,13919,8491,6567,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1701,992,818,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3164,1775,1493,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,714,419,324,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,488430,635381,379613,274566,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4347,2640,1965,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4000,7100,4397,3234,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13250,8677,5395,3999,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,4888,2967,2274,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,292670,236668,136090,104886,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,3600,2407,1515,1304,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31200,18271,10644,8156,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,920,557,466,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4051,2285,1978,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11200,11028,6590,5530,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5200,9252,5361,4287,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,63500,63734,38925,30726,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,120045,63442,35988,28851,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4300,14939,9276,6403,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91095,86633,54852,39525,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,12800,14540,8543,6848,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1741,998,865,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5053,3009,2518,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,2832,1678,1527,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2331,1334,1184,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,24385,14073,10860,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3156680,2845391,1781479,1175574,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,26047,15557,12265,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3170,1803,1379,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3000,3153,1840,1454,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,164160,152563,94706,65103,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3000,2114,1252,1141,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,22370,36481,21652,16634,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,603890,638088,389545,269977,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10200,17004,10228,8111,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,11789,6809,5693,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31470,39833,22241,18463,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,15651,9144,7155,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6400,10431,6500,4633,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,12345,7164,5845,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,3075,1790,1400,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,36870,38974,23471,16967,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,9189,5240,4160,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,834,464,383,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3800,3858,2277,1822,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,7612,4597,3278,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15170,15087,8604,7089,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1929,1063,918,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,229800,124781,73664,52373,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4175,2357,1844,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,34255,27296,15530,12451,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,100900,85114,49699,37419,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,6450,3848,3095,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,7991,5389,3407,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,62350,69264,42478,29320,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,17900,33740,20659,14681,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,326,176,153,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,390,224,191,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,28254,16652,12595,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2501,1430,1181,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,90,61,33,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,1894,1153,771,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,57555,24919,13831,11472,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,1982,1095,996,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24435,5471,3110,2528,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,27900,23074,13136,10791,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,6591,3902,3057,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,9771,6123,4266,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8600,10844,6495,5315,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5500,8757,5245,3906,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,7832,4821,3826,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,39725,32102,20520,13208,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,7700,9542,5719,4444,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1377,765,676,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3300,5069,2855,2340,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6700,14977,8815,7042,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,60,35,25,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,233220,183112,105533,83002,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,2938,1695,1329,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,3700,5756,3855,2312,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,4477,2630,2157,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2321,1375,1046,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,2860,1576,1370,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16450,19641,11790,8587,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,44800,41178,28518,14923,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,3577,2080,1642,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,145680,133231,80921,59888,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,407,233,205,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,16800,28208,17400,12764,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1449,829,749,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135735,87832,49489,39867,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,10400,12488,7147,5676,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2500,2684,1530,1247,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,3045,1775,1329,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4750,8840,5146,4125,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,387390,322440,205136,126995,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7040,12302,7114,5423,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5376,3339,2473,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,557,356,212,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,32600,31828,19641,15765,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,26865,15462,11938,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4146,2303,1938,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,7035,4436,3705,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,264705,232963,136504,102960,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4642,2566,2282,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,871,504,395,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,4900,30456,18050,13282,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,12339,7304,5582,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7493,4565,3637,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,70220,73965,42808,33536,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5056,2836,2480,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,9610,5334,4557,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,22443,13096,10336,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,186995,55525,33158,23410,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,8068,4569,3680,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,4861,2816,2170,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,75315,43256,34349,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1711,1015,903,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,1900,2321,1243,1113,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5396,3163,2652,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,8866,4792,4167,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4664,2592,2165,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,328,180,161,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,8150,5004,3900,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,56995,74819,45836,31551,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,5629,3159,2760,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11070,20404,12481,9208,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5199,2945,2492,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4499,2538,2078,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,10262,6138,4912,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20070,38158,22759,17091,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2000,2436,1488,1030,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1601,878,774,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7095,7948,4687,3743,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,1643,912,766,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,8731,5224,4180,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1414,842,644,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,201720,121820,70086,53977,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5000,4764,2780,2280,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,40740,55643,33486,27537,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,3676,2224,1838,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,589,340,253,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,767,444,377,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2264,1247,1044,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2300,3086,1839,1584,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2/3,1385220,1244078,740061,534031,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2/3,93635,75635,42200,35330,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,9/10,0,642,375,283,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6436,3712,3105,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2/3,2100,973,527,460,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,24900,12898,8215,5130,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,9/10,94740,67908,37407,31549,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,1585850,979580,609420,408794,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,6942,4077,3211,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,8900,8551,4911,3828,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,15037,8681,7002,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,9/10,3200,2143,1167,983,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31045,17096,9575,8022,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,42730,29197,18748,12437,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,12600,22343,13370,10151,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,58590,49983,28715,22395,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,34270,30396,19832,12611,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,14270,22466,13896,9606,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,9/10,4940,6308,3561,3021,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,22168,12907,9753,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,190580,223563,138111,95822,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18390,20856,13252,9052,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,2900,2341,1360,1171,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2/3,76520,62886,37557,29314,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2/3,10600,7968,4628,4134,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,7900,14555,8473,6338,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,410300,418373,264328,171413,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,24732,15719,10430,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,9/10,2000,3627,2105,1757,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2/3,29580,29565,17619,13543,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6600,22543,13422,10580,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,4006,2457,1986,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2/3,8400,8845,5123,4411,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8100,10710,6313,5214,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2000,7608,4303,3367,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,187981,127281,69302,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
