County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
McMullen,11,1200,403,231,203,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,16800,27703,17173,12478,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,2021-09-10 00:00:00,1400,1431,826,733,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,2021-09-10 00:00:00,135735,86944,49129,39310,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,10400,12335,7093,5573,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2500,2667,1520,1238,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2021-02-03 00:00:00,4000,2608,1588,1078,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2021-02-03 00:00:00,4750,8772,5102,4079,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,387390,312938,201190,121273,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7040,12233,7069,5391,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,5272,3309,2394,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,554,353,211,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,32600,30416,19411,14580,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2021-02-03 00:00:00,33100,26631,15329,11817,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4134,2296,1932,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2021-02-03 00:00:00,9000,6961,4408,3647,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,264705,227813,134811,99371,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,4633,2558,2281,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,851,490,387,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,4900,29953,17795,13032,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2021-02-03 00:00:00,6500,12182,7212,5517,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,7404,4535,3576,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2021-02-03 00:00:00,70220,72581,42306,32615,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5001,2802,2459,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,2021-09-10 00:00:00,6700,9450,5255,4472,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,21931,12919,9992,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,186995,53856,31948,22949,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,2021-09-10 00:00:00,5300,8032,4549,3663,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,4743,2756,2110,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,74513,42931,33852,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,2021-09-10 00:00:00,1400,1703,1014,895,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,1900,2296,1241,1090,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,5363,3150,2626,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,2021-09-10 00:00:00,31075,8672,4739,4027,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,4608,2557,2143,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,328,180,161,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,8023,4930,3839,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2021-02-03 00:00:00,56995,73792,45705,30835,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2021-02-03 00:00:00,7600,5612,3150,2761,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11070,19664,11945,8994,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5147,2918,2456,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,4412,2531,1999,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,10054,6021,4793,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20070,37312,22422,16560,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2000,2278,1426,932,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,2021-09-10 00:00:00,1800,1594,873,770,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2021-02-03 00:00:00,7095,7765,4528,3717,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2021-02-03 00:00:00,1700,1631,906,760,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,8625,5176,4115,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1379,829,622,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,201720,119911,69130,52999,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2021-02-03 00:00:00,5000,4629,2746,2173,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,40740,54797,33103,27072,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2021-02-03 00:00:00,3400,3648,2204,1827,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,2021-09-10 00:00:00,700,586,340,250,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2021-02-03 00:00:00,1700,768,445,377,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,2021-09-10 00:00:00,2400,2250,1242,1035,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2300,3081,1838,1583,5764,1305,114,61,2381,323,,,,,,,,,,,,,
Tarrant,2021-02-03 00:00:00,1385220,1212277,729934,511749,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,,
Taylor,2021-02-03 00:00:00,93635,75123,42009,35006,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,,
Terrell,2021-09-10 00:00:00,0,650,383,284,639,255,10,0,207,0,,,,,,,,,,,,,
Terry,1,8590,6416,3703,3094,9307,1858,345,178,3985,416,,,,,,,,,,,,,
Throckmorton,2021-02-03 00:00:00,2100,973,527,460,1247,445,64,0,399,0,,,,,,,,,,,,,
Titus,4/5N,24900,12571,7983,5031,24323,4845,1811,633,9797,1297,,,,,,,,,,,,,
Tom Green,2021-09-10 00:00:00,94740,66904,37119,30819,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,,
Travis,7,1585850,954312,600337,392266,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,,
Trinity,4/5N,5050,6834,4016,3150,12104,3956,347,241,4400,427,,,,,,,,,,,,,
Tyler,4/5N,8900,8133,4610,3707,17963,4895,476,238,6926,722,,,,,,,,,,,,,
Upshur,4/5N,5300,14826,8602,6863,33011,7825,714,567,12366,1404,,,,,,,,,,,,,
Upton,2021-09-10 00:00:00,3200,2136,1163,980,2730,537,170,30,1105,0,,,,,,,,,,,,,
Uvalde,8,31045,17019,9524,7991,20379,4508,1498,515,8253,985,,,,,,,,,,,,,
Val Verde,8,42730,28699,18362,12325,36546,7003,2610,490,14417,104,,,,,,,,,,,,,
Van Zandt,4/5N,12600,21794,13111,9825,45216,11495,1280,711,16861,1783,,,,,,,,,,,,,
Victoria,8,58590,48239,28525,20830,71388,15242,5624,1030,27119,241,,,,,,,,,,,,,
Walker,6/5S,34270,29189,18913,12300,63471,10049,1526,400,24628,1438,,,,,,,,,,,,,
Waller,6/5S,14270,21846,13599,9278,43350,6546,1182,466,16819,1813,,,,,,,,,,,,,
Ward,2021-09-10 00:00:00,4940,6268,3547,2994,8921,1629,137,92,3551,0,,,,,,,,,,,,,
Washington,7,63100,21926,12791,9610,29086,7889,2581,1018,10662,72,,,,,,,,,,,,,
Webb,11,190580,217545,135636,92214,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,,
Wharton,6/5S,18390,20047,12835,8657,32110,7239,1438,615,12933,1328,,,,,,,,,,,,,
Wheeler,1,2900,2308,1336,1155,3915,1002,200,114,1459,243,,,,,,,,,,,,,
Wichita,2021-02-03 00:00:00,76520,62246,37119,29066,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,,
Wilbarger,2021-02-03 00:00:00,10600,7910,4599,4100,10361,2421,457,304,4240,27,,,,,,,,,,,,,
Willacy,11,7900,14340,8316,6276,16897,3057,325,557,7612,775,,,,,,,,,,,,,
Williamson,7,410300,408569,260465,165257,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,,
Wilson,8,23300,24079,15237,10243,40488,8411,1224,615,13986,1510,,,,,,,,,,,,,
Winkler,2021-09-10 00:00:00,2000,3619,2103,1751,5954,964,102,0,2445,0,,,,,,,,,,,,,
Wise,2021-02-03 00:00:00,29580,28861,17346,13062,54722,10598,3589,552,22459,1533,,,,,,,,,,,,,
Wood,4/5N,6600,22223,13242,10434,38005,12527,1046,880,13019,1130,,,,,,,,,,,,,
Yoakum,1,3400,3814,2425,1825,6135,1033,225,60,2367,0,,,,,,,,,,,,,
Young,2021-02-03 00:00:00,8400,8780,5072,4391,14219,3774,862,431,5296,626,,,,,,,,,,,,,
Zapata,11,8100,10529,6212,5061,9981,1866,195,202,4642,0,,,,,,,,,,,,,
Zavala,8,2000,7584,4290,3354,8840,1723,25,60,4035,458,,,,,,,,,,,,,
Other, ,,182119,124101,66377,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
