County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Haskell,2/3,600,866,764,102,4831,1266,123,68,1872,,,
Hays,7,28550,21957,17005,4952,183380,26187,5488,1907,61462,,,
Hemphill,1,1300,929,599,330,2827,606,104,98,1066,,,
Henderson,4/5N,5000,5084,3979,1105,67238,18534,2043,998,26544,,,
Hidalgo,11,160975,94134,70400,23734,620824,98328,54962,17074,286328,,,
Hill,7,1900,2988,2443,545,29198,7684,862,523,11381,,,
Hockley,1,1200,2601,2082,519,17799,3453,483,263,6829,,,
Hood,2/3,4500,5122,4147,975,50193,15416,1720,867,16867,,,
Hopkins,4/5N,3100,2345,1925,420,29175,6887,1192,620,11166,,,
Houston,4/5N,2000,2037,1433,604,18929,5176,634,538,7399,,,
Howard,9/10,3100,2244,1531,713,29544,4813,1456,454,12143,,,
Hudspeth,9/10,300,365,278,87,3979,775,33,0,1778,,,
Hunt,2/3,8150,8083,5612,2471,77878,15810,4112,947,31096,,,
Hutchinson,1,1000,1861,1457,404,16258,3581,504,246,6098,,,
Irion,9/10,0,151,110,41,1234,328,15,0,429,,,
Jack,2/3,1100,1067,816,251,7230,1515,198,149,2732,,,
Jackson,8,3750,2021,1528,493,11425,2720,380,237,4205,,,
Jasper,4/5N,7200,3420,3081,339,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,200,360,318,42,2180,812,28,0,685,,,
Jefferson,6/5S,41200,14769,11620,3149,197382,37595,13127,2431,90120,,,
Jim Hogg,11,300,767,669,98,3791,890,14,60,1572,,,
Jim Wells,11,6675,5684,4913,771,30579,6358,3897,985,12474,,,
Johnson,2/3,7400,12247,9117,3130,135345,25151,3559,1471,53224,,,
Jones,2/3,500,1307,1057,250,17011,3188,337,254,6981,,,
Karnes,8,2000,1396,1179,217,12669,2211,370,244,5177,,,
Kaufman,2/3,5550,10729,7685,3044,102341,16113,2857,1189,40613,,,
Kendall,8,2900,5237,3874,1363,37890,9152,1091,801,12702,,,
Kenedy,11,0,116,108,8,321,68,1,0,139,,,
Kent,2/3,0,90,82,8,615,201,13,60,198,,,
Kerr,8,5300,4798,3635,1163,43793,14769,2805,1022,13990,,,
Kimble,9/10,700,601,530,71,3651,1288,90,0,1243,,,
King,1,0,35,27,8,205,51,7,0,69,,,
Kinney,8,200,407,392,15,3050,910,11,0,1171,,,
Kleberg,11,10175,5966,5464,502,24188,4046,1401,341,9265,,,
Knox,2/3,700,811,642,169,2808,736,95,127,976,,,
La Salle,8,4400,1744,1670,74,6212,1018,22,60,2410,,,
Lamar,4/5N,6500,5552,4254,1298,39402,9726,3115,745,14986,,,
Lamb,1,600,1668,1370,298,9740,2240,454,226,3968,,,
Lampasas,7,800,1296,1073,223,17366,4322,348,284,6457,,,
Lavaca,8,2300,2236,1544,692,16004,4775,820,612,5435,,,
Lee,7,800,1184,911,273,13993,3219,334,226,5333,,,
Leon,7,900,889,645,244,13946,4334,155,74,4662,,,
Liberty,6/5S,9175,4119,3211,908,66868,11399,1398,614,28567,,,
Limestone,7,1700,1330,1110,220,18871,4670,2332,1060,7512,,,
Lipscomb,1,200,441,331,110,2520,617,24,61,919,,,
Live Oak,11,400,1144,977,167,10055,2533,35,100,3769,,,
Llano,7,1200,2076,1780,296,18908,8119,277,358,5362,,,
Loving,9/10,0,26,25,1,129,23,0,0,50,,,
Lubbock,1,95200,59435,44707,14728,244992,39476,20974,4093,83028,,,
Lynn,1,400,699,547,152,4496,974,191,40,1838,,,
Madison,7,900,629,434,195,11595,2264,299,258,4451,,,
Marion,4/5N,0,396,292,104,8277,2697,351,158,3058,,,
Martin,9/10,800,1140,859,281,4136,659,165,0,1624,,,
Mason,9/10,400,519,389,130,3521,1250,104,0,1147,,,
Matagorda,6/5S,2900,1963,1576,387,28247,6391,1113,369,11409,,,
Maverick,8,9100,4206,3357,849,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1200,611,520,91,6435,1792,212,122,2275,,,
McLennan,7,34950,25297,20645,4652,200781,37728,11153,3621,71906,,,
McMullen,11,100,90,85,5,616,189,10,0,202,,,
Medina,8,2600,4337,3294,1043,41263,8757,899,536,16090,,,
Menard,9/10,200,346,282,64,1790,699,9,40,550,,,
Midland,9/10,32275,19267,15884,3383,131025,18438,5950,1288,49538,,,
Milam,7,2700,2287,1636,651,19689,5245,532,297,7641,,,
Mills,7,300,651,467,184,4006,1416,149,152,1305,,,
Mitchell,2/3,1000,788,546,242,6958,1259,265,96,2753,,,
Montague,2/3,2350,2408,2125,283,15872,4444,560,383,5668,,,
Montgomery,6/5S,74300,38929,27483,11446,467232,81457,20255,3836,157396,,,
Moore,1,1500,2307,1665,642,14986,2372,448,176,6143,,,
Morris,4/5N,500,738,500,238,9830,2730,77,179,3692,,,
Motley,1,0,195,155,40,994,368,22,50,319,,,
Nacogdoches,4/5N,8700,8223,5828,2395,51773,9953,2530,755,19948,,,
Navarro,2/3,7100,5729,4882,847,38360,8651,1720,869,15775,,,
Newton,4/5N,900,1058,929,129,11298,2878,55,113,4648,,,
Nolan,2/3,2200,1995,1586,409,11321,2737,519,251,4249,,,
Nueces,11,74275,35753,24614,11139,284366,54069,25582,4100,113767,,,
Ochiltree,1,1300,953,722,231,7106,1148,200,114,2812,,,
Oldham,1,300,354,244,110,1728,316,18,0,654,,,
Orange,6/5S,1600,3128,2595,533,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,1800,1665,1385,280,23207,5893,864,283,8796,,,
Panola,4/5N,1600,1264,998,266,18462,4589,473,377,7117,,,
Parker,2/3,15350,13393,10191,3202,111686,22331,2890,1301,40567,,,
Parmer,1,800,1253,946,307,7222,1366,161,174,2910,,,
Pecos,9/10,2000,2217,1716,501,12317,2141,400,120,5047,,,
Polk,4/5N,4300,3650,3033,617,42276,9733,1184,574,17118,,,
Potter,1,84125,22581,15536,7045,88673,15203,10224,1770,35559,,,
Presidio,9/10,800,1107,1009,98,5069,1601,27,0,2039,,,
Rains,4/5N,300,713,533,180,10277,3123,163,68,3649,,,
Randall,1,6100,34123,23147,10976,108431,21424,2812,869,34803,,,
Reagan,9/10,300,344,271,73,2841,427,52,42,1173,,,
Real,8,200,476,378,98,2943,1053,25,86,1051,,,
Red River,4/5N,800,1372,1225,147,9965,3044,420,252,3717,,,
Reeves,9/10,5775,3107,2747,360,12781,1878,281,89,5277,,,
Refugio,11,700,1169,792,377,5583,1617,228,154,2031,,,
Roberts,1,0,130,88,42,672,193,16,0,227,,,
Robertson,7,1000,1167,924,243,13474,3412,252,252,4991,,,
Rockwall,2/3,6775,10638,8129,2509,80325,13395,3750,1347,27575,,,
Runnels,2/3,1500,1417,983,434,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,2423,1949,474,43777,9197,1501,759,17428,,,
Sabine,4/5N,1400,1267,1068,199,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,631,508,123,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1600,1671,1330,341,23444,6488,132,190,9275,,,
San Patricio,11,3200,5416,4343,1073,51116,10209,975,347,19063,,,
San Saba,7,300,170,150,20,5000,1465,33,72,1828,,,
Schleicher,9/10,400,200,137,63,2218,559,65,34,793,,,
Scurry,2/3,3925,1426,1180,246,13000,2566,399,128,5165,,,
Shackelford,2/3,300,289,256,33,2612,691,52,0,937,,,
Shelby,4/5N,1700,1271,902,369,19449,4532,540,369,7876,,,
Sherman,1,500,312,289,23,2294,462,24,42,868,,,
Smith,4/5N,63600,27783,20735,7048,182283,39337,19690,3030,62467,,,
Somervell,2/3,600,1068,856,212,7386,1770,457,220,2741,,,
Starr,11,6400,5925,4321,1604,45765,7370,4479,1999,21117,,,
Stephens,2/3,900,437,390,47,7542,1890,168,92,2928,,,
Sterling,9/10,100,116,99,17,975,186,10,44,375,,,
Stonewall,2/3,500,183,139,44,1095,361,63,53,369,,,
Sutton,9/10,400,427,342,85,2992,723,91,0,1051,,,
Swisher,1,500,1138,890,248,5764,1305,114,61,2381,,,
Tarrant,2/3,395350,181307,136865,44442,1617160,244511,86106,18386,590239,,,
Taylor,2/3,22375,19471,14736,4735,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,224,200,24,639,255,10,0,207,,,
Terry,1,3450,2514,1875,639,9307,1858,345,178,3985,,,
Throckmorton,2/3,500,431,361,70,1247,445,64,0,399,,,
Titus,4/5N,4300,1901,1313,588,24323,4845,1811,633,9797,,,
Tom Green,9/10,24000,18976,13148,5828,93752,18625,6702,1601,33131,,,
Travis,7,217400,125212,93287,31925,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,2750,1381,1127,254,12104,3956,347,241,4400,,,
Tyler,4/5N,2800,2436,1784,652,17963,4895,476,238,6926,,,
Upshur,4/5N,1400,2153,1675,478,33011,7825,714,567,12366,,,
Upton,9/10,400,661,512,149,2730,537,170,30,1105,,,
Uvalde,8,7175,4255,3522,733,20379,4508,1498,515,8253,,,
Val Verde,8,5150,5326,4219,1107,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,2900,4199,3083,1116,45216,11495,1280,711,16861,,,
Victoria,8,13475,11159,8373,2786,71388,15242,5624,1030,27119,,,
Walker,6/5S,5600,4011,3061,950,63471,10049,1526,400,24628,,,
Waller,6/5S,3300,2786,2241,545,43350,6546,1182,466,16819,,,
Ward,9/10,600,1040,822,218,8921,1629,137,92,3551,,,
Washington,7,14000,3975,3275,700,29086,7889,2581,1018,10662,,,
Webb,11,46900,32490,24871,7619,196916,26921,12073,1646,88397,,,
Wharton,6/5S,2800,2398,1849,549,32110,7239,1438,615,12933,,,
Wheeler,1,900,709,549,160,3915,1002,200,114,1459,,,
Wichita,2/3,28000,21022,14952,6070,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,5700,3056,2076,980,10361,2421,457,304,4240,,,
Willacy,11,800,2008,1633,375,16897,3057,325,557,7612,,,
Williamson,7,65550,52784,39187,13597,458433,73202,14404,4639,146388,,,
Wilson,8,4100,5276,3553,1723,40488,8411,1224,615,13986,,,
Winkler,9/10,400,655,563,92,5954,964,102,0,2445,,,
Wise,2/3,6850,6523,4056,2467,54722,10598,3589,552,22459,,,
Wood,4/5N,2400,3291,2626,665,38005,12527,1046,880,13019,,,
Yoakum,1,800,944,604,340,6135,1033,225,60,2367,,,
Young,2/3,2700,1656,1251,405,14219,3774,862,431,5296,,,
Zapata,11,700,1138,1009,129,9981,1866,195,202,4642,,,
Zavala,8,200,1804,1644,160,8840,1723,25,60,4035,,,
*Other,N/A,9775,330580,261135,69445,,,,,,,,
,,,,,,,,,,,,,
