County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Calhoun,8,5100,7847,5458,3058,16817,3981,470,384,6161,53,,
Callahan,2/3,2900,4610,2834,1909,11263,2958,146,122,4094,442,,
Cameron,11,200045,206901,132525,80265,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1400,3798,2514,1385,10031,2494,207,152,3927,0,,
Carson,1,1300,2159,1280,909,4718,1250,60,0,1547,240,,
Cass,4/5N,4100,6651,4396,2687,24182,6856,1216,550,9010,1125,,
Castro,1,2500,3056,1907,1263,5607,1236,121,174,2168,341,,
Chambers,6/5S,27400,12790,8482,4482,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,13970,13470,8618,5583,40876,9444,1500,738,16376,1511,,
Childress,1,3900,2842,1681,1237,6094,1165,251,136,2395,0,,
Clay,2/3,10545,5440,2975,2545,8666,2484,136,60,3011,384,,
Cochran,1,1400,2661,2165,616,2188,468,57,0,956,0,,
Coke,9/10,0,1439,875,580,2756,947,47,130,899,0,,
Coleman,2/3,2600,2839,1846,1093,6721,2119,342,162,2379,289,,
Collin,2/3,487360,497017,318161,187626,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1800,1182,722,525,2263,555,80,92,847,0,,
Colorado,6/5S,8700,9626,6187,4248,17107,4850,853,477,5957,613,,
Comal,8,60930,66453,42603,26319,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6490,6304,3776,2937,10944,3330,330,292,3738,455,,
Concho,9/10,1800,1306,800,535,2288,689,76,66,815,0,,
Cooke,2/3,15000,12963,8180,5065,32675,7804,948,552,11640,1051,,
Coryell,7,25465,15248,9418,6270,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,637,348,298,1123,339,5,0,446,0,,
Crane,9/10,3150,1850,1154,709,3554,594,71,110,1353,0,,
Crockett,9/10,0,1633,935,710,2694,612,31,56,1031,0,,
Crosby,1,3650,2991,1674,1334,4421,1085,98,115,1771,284,,
Culberson,9/10,1600,1057,698,362,1746,480,67,0,722,0,,
Dallam,1,20990,3676,2154,1533,5217,857,40,0,2067,0,,
Dallas,2/3,1197645,1052846,687337,389468,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,3100,2991,1945,1094,9789,1898,304,112,4206,475,,
Deaf Smith,1,3700,6133,3795,2602,13439,2423,238,147,5332,0,,
Delta,4/5N,1300,1689,1026,706,4222,1118,379,100,1580,0,,
Denton,2/3,404090,363270,225147,144944,697330,93499,23806,5913,257836,22330,,
DeWitt,8,4500,6919,4398,2731,16110,4035,319,438,6110,1055,,
Dickens,1,0,855,480,395,1858,525,21,0,689,0,,
Dimmit,8,20525,6652,3746,2916,7539,1749,238,175,3179,48,,
Donley,1,1200,1222,827,405,2716,804,27,65,918,0,,
Duval,11,2600,6330,3815,2819,8600,2031,69,150,3541,482,,
Eastland,2/3,4000,6796,4346,2953,14970,4054,860,389,5393,591,,
Ector,9/10,98960,60073,36451,24682,120896,15970,5303,1016,50679,428,,
Edwards,8,0,697,477,225,1555,561,24,0,528,0,,
El Paso,9/10,412370,411288,262334,156478,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,78860,74398,47880,29034,141665,24288,3985,1994,54463,6578,,
Erath,2/3,15500,14118,8997,5624,34875,6256,1250,481,12564,1079,,
Falls,7,22165,5408,3460,2200,14049,3226,328,187,5671,486,,
Fannin,2/3,26365,11953,7146,5389,28874,6588,962,614,10987,1108,,
Fayette,7,5800,9888,6409,4065,20879,6679,998,647,6844,671,,
Fisher,2/3,1900,1317,786,584,3088,961,101,28,1061,0,,
Floyd,1,1900,2686,1631,1121,4371,1070,132,68,1723,0,,
Foard,2/3,1600,681,410,297,962,315,7,80,332,0,,
Fort Bend,6/5S,355990,396592,249714,156080,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2600,3024,1918,1182,8554,2367,169,163,2871,0,,
Freestone,7,3100,4747,3249,1845,15808,3996,553,261,6319,689,,
Frio,8,9750,6311,3989,2889,16121,2499,186,166,6797,28,,
Gaines,9/10,3800,4057,2514,1769,14548,1907,323,95,6156,717,,
Galveston,6/5S,181900,171393,105822,68288,269280,50987,11784,2830,96486,10219,,
Garza,1,2400,1613,1080,615,5325,719,33,75,2197,0,,
Gillespie,8,24000,13445,8613,5004,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,728,416,319,1099,210,23,0,426,0,,
Goliad,8,1700,3036,1768,1304,6281,1832,39,135,2282,0,,
Gonzales,8,6900,8153,5704,3394,15937,3572,550,256,6356,693,,
Gray,1,4000,7159,4638,2762,16924,3531,689,315,6978,42,,
Grayson,2/3,47020,42620,28177,18423,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,81915,44724,27776,17572,95544,19451,7025,2324,37362,3988,,
Grimes,7,3600,9877,6482,3827,23245,5134,234,311,9653,771,,
Guadalupe,8,59805,57153,36489,25086,130517,23614,3801,1225,49282,3850,,
Hale,1,7700,11030,7374,4278,25476,4604,873,399,10561,1177,,
Hall,1,0,1463,864,625,2406,711,27,72,978,0,,
Hamilton,7,4500,3913,2653,1659,6832,2146,481,296,2427,10,,
Hansford,1,2300,2603,1626,1334,3987,812,139,84,1616,295,,
Hardeman,2/3,3100,2154,1227,1091,3190,912,102,16,1146,0,,
Hardin,6/5S,9100,19745,12136,7900,45112,9762,1003,527,16190,1814,,
Harris,6/5S,2130230,1882508,1259976,671230,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,14170,17883,11032,8030,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2709,1635,1083,4561,861,196,94,1669,253,,
Haskell,2/3,2300,2501,1639,977,4831,1266,123,68,1872,187,,
Hays,7,108820,91155,60808,34147,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2800,1843,1078,976,2827,606,104,98,1066,0,,
Henderson,4/5N,18270,24189,15838,9350,67238,18534,2043,998,26544,1787,,
Hidalgo,11,406770,397660,262655,143860,620824,98328,54962,17074,286328,36161,,
Hill,7,7800,12959,8575,5286,29198,7684,862,523,11381,1209,,
Hockley,1,4000,9129,5375,4127,17799,3453,483,263,6829,887,,
Hood,2/3,21870,29416,18773,11152,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,8870,10587,6773,4054,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4900,7238,4887,2951,18929,5176,634,538,7399,631,,
Howard,9/10,6100,9349,5445,4186,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1300,1873,1132,778,3979,775,33,0,1778,145,,
Hunt,2/3,31930,27700,16635,11852,77878,15810,4112,947,31096,2723,,
Hutchinson,1,3500,7480,4337,3252,16258,3581,504,246,6098,741,,
Irion,9/10,0,741,436,310,1234,328,15,0,429,0,,
Jack,2/3,3000,3129,1836,1405,7230,1515,198,149,2732,284,,
Jackson,8,8590,5857,3671,2317,11425,2720,380,237,4205,674,,
Jasper,4/5N,13300,13008,7739,5690,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,1100,1737,983,770,2180,812,28,0,685,0,,
Jefferson,6/5S,173490,85231,57186,28533,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1300,3629,2134,1508,3791,890,14,60,1572,0,,
Jim Wells,11,24665,22054,12954,9479,30579,6358,3897,985,12474,1370,,
Johnson,2/3,65990,56038,34990,22068,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2500,4928,3103,2163,17011,3188,337,254,6981,525,,
Karnes,8,11380,5625,3645,2698,12669,2211,370,244,5177,505,,
Kaufman,2/3,39750,42860,27554,16563,102341,16113,2857,1189,40613,4498,,
Kendall,8,10500,23144,14676,9062,37890,9152,1091,801,12702,160,,
Kenedy,11,0,300,169,132,321,68,1,0,139,0,,
Kent,2/3,0,356,211,161,615,201,13,60,198,0,,
Kerr,8,13700,20227,13277,7276,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,2100,2182,1331,938,3651,1288,90,0,1243,0,,
King,1,0,67,44,26,205,51,7,0,69,0,,
Kinney,8,1500,1396,1031,375,3050,910,11,0,1171,0,,
Kleberg,11,40865,19702,11026,8795,24188,4046,1401,341,9265,870,,
Knox,2/3,1800,1815,1036,879,2808,736,95,127,976,182,,
La Salle,8,21295,4751,2766,2143,6212,1018,22,60,2410,0,,
Lamar,4/5N,20500,19552,11601,8338,39402,9726,3115,745,14986,1612,,
Lamb,1,2000,5443,3307,2412,9740,2240,454,226,3968,536,,
Lampasas,7,3600,5870,3864,2231,17366,4322,348,284,6457,0,,
Lavaca,8,6400,7921,4945,3484,16004,4775,820,612,5435,476,,
Lee,7,3200,6022,4015,2216,13993,3219,334,226,5333,494,,
Leon,7,2800,5209,3409,2086,13946,4334,155,74,4662,603,,
Liberty,6/5S,27765,19498,13037,7170,66868,11399,1398,614,28567,2987,,
Limestone,7,5800,6529,4211,2779,18871,4670,2332,1060,7512,702,,
Lipscomb,1,1000,1178,715,502,2520,617,24,61,919,190,,
Live Oak,11,2100,4035,2429,1679,10055,2533,35,100,3769,300,,
Llano,7,4900,9332,5942,3653,18908,8119,277,358,5362,15,,
Loving,9/10,0,46,32,14,129,23,0,0,50,0,,
Lubbock,1,181680,147506,89315,59895,244992,39476,20974,4093,83028,9242,,
Lynn,1,1200,2318,1418,956,4496,974,191,40,1838,328,,
Madison,7,2400,3299,2246,1265,11595,2264,299,258,4451,17,,
Marion,4/5N,900,2925,1727,1283,8277,2697,351,158,3058,0,,
Martin,9/10,1800,2050,1240,900,4136,659,165,0,1624,0,,
Mason,9/10,1500,2305,1403,963,3521,1250,104,0,1147,0,,
Matagorda,6/5S,10040,10997,7677,3556,28247,6391,1113,369,11409,1164,,
Maverick,8,32400,24187,17556,7594,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,3100,2753,1739,1104,6435,1792,212,122,2275,260,,
McLennan,7,103010,87626,56247,36258,200781,37728,11153,3621,71906,8718,,
McMullen,11,1000,363,226,168,616,189,10,0,202,0,,
Medina,8,10800,20156,12901,8786,41263,8757,899,536,16090,1720,,
Menard,9/10,1000,1286,772,634,1790,699,9,40,550,0,,
Midland,9/10,116325,48060,31845,16912,131025,18438,5950,1288,49538,4151,,
Milam,7,6500,8849,5766,3287,19689,5245,532,297,7641,827,,
Mills,7,1700,2155,1347,869,4006,1416,149,152,1305,265,,
Mitchell,2/3,3100,2141,1406,768,6958,1259,265,96,2753,254,,
Montague,2/3,3650,7158,4425,2948,15872,4444,560,383,5668,702,,
Montgomery,6/5S,277610,190149,121692,72972,467232,81457,20255,3836,157396,17330,,
Moore,1,4770,11037,6419,4766,14986,2372,448,176,6143,27,,
Morris,4/5N,1800,3348,2208,1338,9830,2730,77,179,3692,0,,
Motley,1,0,504,335,176,994,368,22,50,319,0,,
Nacogdoches,4/5N,23800,25401,16556,11265,51773,9953,2530,755,19948,1728,,
Navarro,2/3,26400,21743,13178,8812,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2400,3623,2110,1566,11298,2878,55,113,4648,354,,
Nolan,2/3,7000,5773,3715,2922,11321,2737,519,251,4249,719,,
Nueces,11,176295,163223,94673,71301,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,3700,3462,2449,1189,7106,1148,200,114,2812,0,,
Oldham,1,1300,672,399,284,1728,316,18,0,654,227,,
Orange,6/5S,3100,22772,14323,9043,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,4200,9339,5801,3947,23207,5893,864,283,8796,816,,
Panola,4/5N,3300,5728,3770,2526,18462,4589,473,377,7117,661,,
Parker,2/3,51370,51494,31745,21023,111686,22331,2890,1301,40567,3773,,
Parmer,1,2100,4258,2551,1868,7222,1366,161,174,2910,525,,
Pecos,9/10,5100,8511,4860,3814,12317,2141,400,120,5047,517,,
Polk,4/5N,7900,15782,9692,6561,42276,9733,1184,574,17118,1025,,
Potter,1,152695,44881,27097,18333,88673,15203,10224,1770,35559,518,,
Presidio,9/10,4900,6319,4060,2301,5069,1601,27,0,2039,0,,
Rains,4/5N,1800,3421,2141,1346,10277,3123,163,68,3649,0,,
Randall,1,11700,64408,37416,28416,108431,21424,2812,869,34803,519,,
Reagan,9/10,1200,1373,872,672,2841,427,52,42,1173,0,,
Real,8,1400,2026,1162,868,2943,1053,25,86,1051,0,,
Red River,4/5N,2700,4398,2783,1873,9965,3044,420,252,3717,477,,
Reeves,9/10,21895,7987,4362,3676,12781,1878,281,89,5277,0,,
Refugio,11,2100,3305,2238,1111,5583,1617,228,154,2031,313,,
Roberts,1,0,299,166,140,672,193,16,0,227,0,,
Robertson,7,2800,5771,3699,2426,13474,3412,252,252,4991,690,,
Rockwall,2/3,40035,43566,27741,17237,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,5900,4476,2648,2024,8184,2153,405,312,2979,430,,
Rusk,4/5N,8870,13118,8529,5385,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,3200,4289,2618,1846,8871,3267,572,186,3077,0,,
San Augustine,4/5N,3000,3354,2146,1271,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,3600,7552,4830,3179,23444,6488,132,190,9275,40,,
San Patricio,11,15370,26862,16818,10917,51116,10209,975,347,19063,2379,,
San Saba,7,1800,1408,971,467,5000,1465,33,72,1828,197,,
Schleicher,9/10,1400,1250,737,545,2218,559,65,34,793,0,,
Scurry,2/3,6395,5813,3447,2471,13000,2566,399,128,5165,0,,
Shackelford,2/3,1400,1283,819,497,2612,691,52,0,937,119,,
Shelby,4/5N,8080,6417,3951,2778,19449,4532,540,369,7876,948,,
Sherman,1,1800,1202,714,496,2294,462,24,42,868,0,,
Smith,4/5N,157060,84146,53789,31360,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,3400,3831,2421,1623,7386,1770,457,220,2741,479,,
Starr,11,25700,39693,25913,16971,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2700,2769,1857,1184,7542,1890,168,92,2928,22,,
Sterling,9/10,500,509,316,194,975,186,10,44,375,0,,
Stonewall,2/3,1600,648,368,305,1095,361,63,53,369,0,,
Sutton,9/10,1600,1577,1099,489,2992,723,91,0,1051,0,,
Swisher,1,1700,2692,1680,1296,5764,1305,114,61,2381,323,,
Tarrant,2/3,943240,764007,470172,306645,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,73805,59426,36572,23841,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,585,343,253,639,255,10,0,207,0,,
Terry,1,6720,5561,3354,2492,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1700,910,506,412,1247,445,64,0,399,0,,
Titus,4/5N,10500,7655,4899,3027,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,69410,55087,32594,22908,93752,18625,6702,1601,33131,3815,,
Travis,7,847580,550718,371068,194950,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,4150,5043,3038,2189,12104,3956,347,241,4400,427,,
Tyler,4/5N,7300,6671,3912,2862,17963,4895,476,238,6926,722,,
Upshur,4/5N,3900,10787,6547,4638,33011,7825,714,567,12366,1404,,
Upton,9/10,2800,1892,1028,870,2730,537,170,30,1105,0,,
Uvalde,8,24865,14504,8725,5998,20379,4508,1498,515,8253,985,,
Val Verde,8,27300,18771,12703,6617,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,10100,15695,10406,6021,45216,11495,1280,711,16861,1783,,
Victoria,8,42750,32203,20025,12793,71388,15242,5624,1030,27119,241,,
Walker,6/5S,24770,19553,13200,7488,63471,10049,1526,400,24628,1438,,
Waller,6/5S,9400,13423,8692,5323,43350,6546,1182,466,16819,1813,,
Ward,9/10,4240,5623,3165,2601,8921,1629,137,92,3551,0,,
Washington,7,53000,14345,8380,6247,29086,7889,2581,1018,10662,72,,
Webb,11,122400,146206,96639,54740,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,11710,12590,8856,4796,32110,7239,1438,615,12933,1328,,
Wheeler,1,2600,2093,1220,1033,3915,1002,200,114,1459,243,,
Wichita,2/3,52130,50748,31196,21944,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,9000,7202,4315,3610,10361,2421,457,304,4240,27,,
Willacy,11,4800,10835,6483,4491,16897,3057,325,557,7612,775,,
Williamson,7,253550,232280,157669,82085,458433,73202,14404,4639,146388,19090,,
Wilson,8,13300,17530,11511,7065,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1700,3150,1838,1475,5954,964,102,0,2445,0,,
Wise,2/3,19130,21389,12943,9314,54722,10598,3589,552,22459,1533,,
Wood,4/5N,5600,15766,9898,6581,38005,12527,1046,880,13019,1130,,
Yoakum,1,2600,3150,2144,1399,6135,1033,225,60,2367,0,,
Young,2/3,7600,6969,4457,3009,14219,3774,862,431,5296,626,,
Zapata,11,6000,7942,5196,3229,9981,1866,195,202,4642,0,,
Zavala,8,1200,6051,3621,2444,8840,1723,25,60,4035,458,,
Other, ,,699057,593268,127825,,,,,,,,
