County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Cass,4/5N,900,1602,1078,524,24182,6856,1216,550,9010,,,
Castro,1,1400,1329,949,380,5607,1236,121,174,2168,,,
Chambers,6/5S,14100,5268,3495,1773,33062,5259,958,244,12484,,,
Cherokee,4/5N,7500,6296,4132,2164,40876,9444,1500,738,16376,,,
Childress,1,1900,1368,804,564,6094,1165,251,136,2395,,,
Clay,2/3,6745,3356,2359,997,8666,2484,136,60,3011,,,
Cochran,1,500,567,407,160,2188,468,57,0,956,,,
Coke,9/10,0,533,377,156,2756,947,47,130,899,,,
Coleman,2/3,1000,1076,641,435,6721,2119,342,162,2379,,,
Collin,2/3,219630,175234,124382,50852,801716,116575,38139,7817,236374,,,
Collingsworth,1,800,688,447,241,2263,555,80,92,847,,,
Colorado,6/5S,4100,3492,2680,812,17107,4850,853,477,5957,,,
Comal,8,23400,25307,18822,6485,125307,28528,5457,1845,38712,,,
Comanche,2/3,3150,2965,1668,1297,10944,3330,330,292,3738,,,
Concho,9/10,600,572,473,99,2288,689,76,66,815,,,
Cooke,2/3,6400,5294,3759,1535,32675,7804,948,552,11640,,,
Coryell,7,11765,7269,4808,2461,60428,8040,1178,610,22789,,,
Cottle,2/3,0,172,117,55,1123,339,5,0,446,,,
Crane,9/10,2350,955,712,243,3554,594,71,110,1353,,,
Crockett,9/10,0,814,561,253,2694,612,31,56,1031,,,
Crosby,1,2550,1594,1233,361,4421,1085,98,115,1771,,,
Culberson,9/10,800,378,295,83,1746,480,67,0,722,,,
Dallam,1,9290,2457,1655,802,5217,857,40,0,2067,,,
Dallas,2/3,651235,390436,262962,127474,2028105,292117,142713,21399,730851,,,
Dawson,9/10,1300,1391,1009,382,9789,1898,304,112,4206,,,
Deaf Smith,1,2500,2588,1780,808,13439,2423,238,147,5332,,,
Delta,4/5N,300,674,467,207,4222,1118,379,100,1580,,,
Denton,2/3,175240,120469,87730,32739,697330,93499,23806,5913,257836,,,
DeWitt,8,1300,1856,1237,619,16110,4035,319,438,6110,,,
Dickens,1,0,415,372,43,1858,525,21,0,689,,,
Dimmit,8,9495,3956,2776,1180,7539,1749,238,175,3179,,,
Donley,1,400,555,352,203,2716,804,27,65,918,,,
Duval,11,900,2525,1746,779,8600,2031,69,150,3541,,,
Eastland,2/3,1500,1937,1288,649,14970,4054,860,389,5393,,,
Ector,9/10,52330,27946,20367,7579,120896,15970,5303,1016,50679,,,
Edwards,8,0,192,158,34,1555,561,24,0,528,,,
El Paso,9/10,226990,177885,114920,62965,640180,105175,35065,8383,245567,,,
Ellis,2/3,21780,26286,19081,7205,141665,24288,3985,1994,54463,,,
Erath,2/3,5100,4346,3158,1188,34875,6256,1250,481,12564,,,
Falls,7,10265,2499,1795,704,14049,3226,328,187,5671,,,
Fannin,2/3,12865,5185,3381,1804,28874,6588,962,614,10987,,,
Fayette,7,2200,3601,2768,833,20879,6679,998,647,6844,,,
Fisher,2/3,800,615,474,141,3088,961,101,28,1061,,,
Floyd,1,800,1207,858,349,4371,1070,132,68,1723,,,
Foard,2/3,600,507,376,131,962,315,7,80,332,,,
Fort Bend,6/5S,168000,157982,107966,50016,616413,93851,24721,4977,175581,,,
Franklin,4/5N,1200,1350,932,418,8554,2367,169,163,2871,,,
Freestone,7,1500,1559,1070,489,15808,3996,553,261,6319,,,
Frio,8,4850,2875,2040,835,16121,2499,186,166,6797,,,
Gaines,9/10,1900,1784,1175,609,14548,1907,323,95,6156,,,
Galveston,6/5S,82900,74991,47030,27961,269280,50987,11784,2830,96486,,,
Garza,1,900,511,391,120,5325,719,33,75,2197,,,
Gillespie,8,11600,5719,4280,1439,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,316,270,46,1099,210,23,0,426,,,
Goliad,8,500,1730,1083,647,6281,1832,39,135,2282,,,
Gonzales,8,2200,2831,1895,936,15937,3572,550,256,6356,,,
Gray,1,2100,2802,1828,974,16924,3531,689,315,6978,,,
Grayson,2/3,25100,17501,11590,5911,107521,24182,9338,2131,40586,,,
Gregg,4/5N,36395,18183,13059,5124,95544,19451,7025,2324,37362,,,
Grimes,7,2100,3056,2139,917,23245,5134,234,311,9653,,,
Guadalupe,8,21265,19577,13975,5602,130517,23614,3801,1225,49282,,,
Hale,1,3500,4779,3247,1532,25476,4604,873,399,10561,,,
Hall,1,0,781,577,204,2406,711,27,72,978,,,
Hamilton,7,2000,1634,1032,602,6832,2146,481,296,2427,,,
Hansford,1,1100,975,653,322,3987,812,139,84,1616,,,
Hardeman,2/3,1400,1277,837,440,3190,912,102,16,1146,,,
Hardin,6/5S,6400,8712,6259,2453,45112,9762,1003,527,16190,,,
Harris,6/5S,1051020,674087,448801,225286,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,5500,5778,4250,1528,51900,11607,3063,608,20509,,,
Hartley,1,1475,1720,1096,624,4561,861,196,94,1669,,,
Haskell,2/3,900,1143,880,263,4831,1266,123,68,1872,,,
Hays,7,44770,31173,22697,8476,183380,26187,5488,1907,61462,,,
Hemphill,1,1400,1015,635,380,2827,606,104,98,1066,,,
Henderson,4/5N,6600,8981,6367,2614,67238,18534,2043,998,26544,,,
Hidalgo,11,220340,148207,101975,46232,620824,98328,54962,17074,286328,,,
Hill,7,2800,4816,3098,1718,29198,7684,862,523,11381,,,
Hockley,1,1800,4151,3007,1144,17799,3453,483,263,6829,,,
Hood,2/3,6800,9048,6894,2154,50193,15416,1720,867,16867,,,
Hopkins,4/5N,4100,4073,2713,1360,29175,6887,1192,620,11166,,,
Houston,4/5N,2400,2258,1359,899,18929,5176,634,538,7399,,,
Howard,9/10,3900,3499,2321,1178,29544,4813,1456,454,12143,,,
Hudspeth,9/10,500,744,528,216,3979,775,33,0,1778,,,
Hunt,2/3,9850,10967,6968,3999,77878,15810,4112,947,31096,,,
Hutchinson,1,1300,2986,2014,972,16258,3581,504,246,6098,,,
Irion,9/10,0,233,163,70,1234,328,15,0,429,,,
Jack,2/3,1500,1277,940,337,7230,1515,198,149,2732,,,
Jackson,8,4650,3166,2053,1113,11425,2720,380,237,4205,,,
Jasper,4/5N,10400,6184,4667,1517,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,400,724,662,62,2180,812,28,0,685,,,
Jefferson,6/5S,69090,32209,23528,8681,197382,37595,13127,2431,90120,,,
Jim Hogg,11,500,1518,993,525,3791,890,14,60,1572,,,
Jim Wells,11,11265,10282,7186,3096,30579,6358,3897,985,12474,,,
Johnson,2/3,17200,18693,12306,6387,135345,25151,3559,1471,53224,,,
Jones,2/3,1100,1887,1393,494,17011,3188,337,254,6981,,,
Karnes,8,3000,2022,1440,582,12669,2211,370,244,5177,,,
Kaufman,2/3,11050,16500,10686,5814,102341,16113,2857,1189,40613,,,
Kendall,8,3600,8317,6019,2298,37890,9152,1091,801,12702,,,
Kenedy,11,0,180,104,76,321,68,1,0,139,,,
Kent,2/3,0,191,133,58,615,201,13,60,198,,,
Kerr,8,5900,6606,4905,1701,43793,14769,2805,1022,13990,,,
Kimble,9/10,900,817,643,174,3651,1288,90,0,1243,,,
King,1,0,31,25,6,205,51,7,0,69,,,
Kinney,8,400,484,411,73,3050,910,11,0,1171,,,
Kleberg,11,18765,10936,7380,3556,24188,4046,1401,341,9265,,,
Knox,2/3,800,998,684,314,2808,736,95,127,976,,,
La Salle,8,9765,2619,1812,807,6212,1018,22,60,2410,,,
Lamar,4/5N,9400,8226,5946,2280,39402,9726,3115,745,14986,,,
Lamb,1,900,2838,1833,1005,9740,2240,454,226,3968,,,
Lampasas,7,1400,2178,1597,581,17366,4322,348,284,6457,,,
Lavaca,8,3200,3129,1965,1164,16004,4775,820,612,5435,,,
Lee,7,1100,1703,1184,519,13993,3219,334,226,5333,,,
Leon,7,1200,1402,934,468,13946,4334,155,74,4662,,,
Liberty,6/5S,13565,6879,4323,2556,66868,11399,1398,614,28567,,,
Limestone,7,3000,2321,1565,756,18871,4670,2332,1060,7512,,,
Lipscomb,1,400,607,440,167,2520,617,24,61,919,,,
Live Oak,11,600,1838,1218,620,10055,2533,35,100,3769,,,
Llano,7,1800,3104,2518,586,18908,8119,277,358,5362,,,
Loving,9/10,0,19,18,1,129,23,0,0,50,,,
Lubbock,1,116700,85520,57364,28156,244992,39476,20974,4093,83028,,,
Lynn,1,500,1272,869,403,4496,974,191,40,1838,,,
Madison,7,1200,1070,734,336,11595,2264,299,258,4451,,,
Marion,4/5N,100,828,583,245,8277,2697,351,158,3058,,,
Martin,9/10,900,1205,901,304,4136,659,165,0,1624,,,
Mason,9/10,600,795,638,157,3521,1250,104,0,1147,,,
Matagorda,6/5S,3700,3144,2086,1058,28247,6391,1113,369,11409,,,
Maverick,8,13400,6012,4796,1216,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1600,1122,833,289,6435,1792,212,122,2275,,,
McLennan,7,51830,36999,25518,11481,200781,37728,11153,3621,71906,,,
McMullen,11,300,113,93,20,616,189,10,0,202,,,
Medina,8,3400,7001,4926,2075,41263,8757,899,536,16090,,,
Menard,9/10,400,486,405,81,1790,699,9,40,550,,,
Midland,9/10,54425,32847,24232,8615,131025,18438,5950,1288,49538,,,
Milam,7,3500,3376,2184,1192,19689,5245,532,297,7641,,,
Mills,7,500,937,636,301,4006,1416,149,152,1305,,,
Mitchell,2/3,1300,1002,700,302,6958,1259,265,96,2753,,,
Montague,2/3,2650,3857,2344,1513,15872,4444,560,383,5668,,,
Montgomery,6/5S,117800,79370,53351,26019,467232,81457,20255,3836,157396,,,
Moore,1,1800,5202,4075,1127,14986,2372,448,176,6143,,,
Morris,4/5N,800,1070,742,328,9830,2730,77,179,3692,,,
Motley,1,0,196,146,50,994,368,22,50,319,,,
Nacogdoches,4/5N,11500,10304,6538,3766,51773,9953,2530,755,19948,,,
Navarro,2/3,12300,8212,6786,1426,38360,8651,1720,869,15775,,,
Newton,4/5N,1200,1743,1302,441,11298,2878,55,113,4648,,,
Nolan,2/3,3500,2561,1741,820,11321,2737,519,251,4249,,,
Nueces,11,98515,68238,44062,24176,284366,54069,25582,4100,113767,,,
Ochiltree,1,1700,1345,827,518,7106,1148,200,114,2812,,,
Oldham,1,600,439,268,171,1728,316,18,0,654,,,
Orange,6/5S,2000,8354,6480,1874,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2400,2442,1671,771,23207,5893,864,283,8796,,,
Panola,4/5N,1900,2075,1369,706,18462,4589,473,377,7117,,,
Parker,2/3,25100,22067,14261,7806,111686,22331,2890,1301,40567,,,
Parmer,1,1100,2093,1412,681,7222,1366,161,174,2910,,,
Pecos,9/10,2600,3283,2663,620,12317,2141,400,120,5047,,,
Polk,4/5N,4400,7060,5035,2025,42276,9733,1184,574,17118,,,
Potter,1,100595,28369,17800,10569,88673,15203,10224,1770,35559,,,
Presidio,9/10,2000,1987,1588,399,5069,1601,27,0,2039,,,
Rains,4/5N,700,1154,786,368,10277,3123,163,68,3649,,,
Randall,1,6900,42932,26342,16590,108431,21424,2812,869,34803,,,
Reagan,9/10,400,547,428,119,2841,427,52,42,1173,,,
Real,8,400,790,585,205,2943,1053,25,86,1051,,,
Red River,4/5N,1300,1972,1370,602,9965,3044,420,252,3717,,,
Reeves,9/10,10065,4510,3120,1390,12781,1878,281,89,5277,,,
Refugio,11,900,1454,958,496,5583,1617,228,154,2031,,,
Roberts,1,0,146,98,48,672,193,16,0,227,,,
Robertson,7,1300,2110,1523,587,13474,3412,252,252,4991,,,
Rockwall,2/3,12345,17877,12305,5572,80325,13395,3750,1347,27575,,,
Runnels,2/3,2100,1874,1218,656,8184,2153,405,312,2979,,,
Rusk,4/5N,2300,4898,3550,1348,43777,9197,1501,759,17428,,,
Sabine,4/5N,1800,2090,1357,733,8871,3267,572,186,3077,,,
San Augustine,4/5N,1400,1359,931,428,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1900,2829,1913,916,23444,6488,132,190,9275,,,
San Patricio,11,5000,9766,6875,2891,51116,10209,975,347,19063,,,
San Saba,7,400,313,233,80,5000,1465,33,72,1828,,,
Schleicher,9/10,600,555,430,125,2218,559,65,34,793,,,
Scurry,2/3,5295,3703,2326,1377,13000,2566,399,128,5165,,,
Shackelford,2/3,500,411,335,76,2612,691,52,0,937,,,
Shelby,4/5N,1900,1986,1281,705,19449,4532,540,369,7876,,,
Sherman,1,700,608,453,155,2294,462,24,42,868,,,
Smith,4/5N,88900,40578,26974,13604,182283,39337,19690,3030,62467,,,
Somervell,2/3,1200,1377,1048,329,7386,1770,457,220,2741,,,
Starr,11,10300,8575,6242,2333,45765,7370,4479,1999,21117,,,
Stephens,2/3,1100,932,670,262,7542,1890,168,92,2928,,,
Sterling,9/10,100,140,109,31,975,186,10,44,375,,,
Stonewall,2/3,600,342,255,87,1095,361,63,53,369,,,
Sutton,9/10,600,467,363,104,2992,723,91,0,1051,,,
Swisher,1,600,1366,960,406,5764,1305,114,61,2381,,,
Tarrant,2/3,508460,317101,201213,115888,1617160,244511,86106,18386,590239,,,
Taylor,2/3,37745,24703,18015,6688,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,205,191,14,639,255,10,0,207,,,
Terry,1,3850,2901,1999,902,9307,1858,345,178,3985,,,
Throckmorton,2/3,700,464,376,88,1247,445,64,0,399,,,
Titus,4/5N,5700,3038,2027,1011,24323,4845,1811,633,9797,,,
Tom Green,9/10,34550,25040,16624,8416,93752,18625,6702,1601,33131,,,
Travis,7,289990,170721,116518,54203,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,3050,2355,1727,628,12104,3956,347,241,4400,,,
Tyler,4/5N,3400,3275,2306,969,17963,4895,476,238,6926,,,
Upshur,4/5N,1700,3578,2560,1018,33011,7825,714,567,12366,,,
Upton,9/10,800,885,717,168,2730,537,170,30,1105,,,
Uvalde,8,11665,6188,4386,1802,20379,4508,1498,515,8253,,,
Val Verde,8,7700,5911,4625,1286,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3400,5997,4069,1928,45216,11495,1280,711,16861,,,
Victoria,8,21350,16018,10782,5236,71388,15242,5624,1030,27119,,,
Walker,6/5S,7100,6125,4272,1853,63471,10049,1526,400,24628,,,
Waller,6/5S,3600,4814,3371,1443,43350,6546,1182,466,16819,,,
Ward,9/10,900,1931,1552,379,8921,1629,137,92,3551,,,
Washington,7,24000,6637,5228,1409,29086,7889,2581,1018,10662,,,
Webb,11,58600,49157,34364,14793,196916,26921,12073,1646,88397,,,
Wharton,6/5S,4200,4495,2967,1528,32110,7239,1438,615,12933,,,
Wheeler,1,1200,1148,755,393,3915,1002,200,114,1459,,,
Wichita,2/3,34590,27541,17498,10043,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,6300,3726,2498,1228,10361,2421,457,304,4240,,,
Willacy,11,1100,2806,2065,741,16897,3057,325,557,7612,,,
Williamson,7,101750,72488,50346,22142,458433,73202,14404,4639,146388,,,
Wilson,8,5100,7117,4476,2641,40488,8411,1224,615,13986,,,
Winkler,9/10,700,1117,878,239,5954,964,102,0,2445,,,
Wise,2/3,9120,8354,4881,3473,54722,10598,3589,552,22459,,,
Wood,4/5N,2700,6155,4273,1882,38005,12527,1046,880,13019,,,
Yoakum,1,1000,1374,915,459,6135,1033,225,60,2367,,,
Young,2/3,3900,2960,2021,939,14219,3774,862,431,5296,,,
Zapata,11,1700,1659,1414,245,9981,1866,195,202,4642,,,
Zavala,8,300,3028,2416,612,8840,1723,25,60,4035,,,
*Other,N/A,720525,210664,171912,38752,,,,,,,,
,,,,,,,,,,,,,
