County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Swisher,1,2100,2804,1740,1379,5764,1305,114,61,2381,323,,
Tarrant,2/3,1052460,823035,498370,339724,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,80215,62577,37601,26144,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,604,356,263,639,255,10,0,207,0,,
Terry,1,7220,5785,3439,2667,9307,1858,345,178,3985,416,,
Throckmorton,2/3,2000,916,508,417,1247,445,64,0,399,0,,
Titus,4/5N,16750,8083,5094,3306,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,76760,56454,33144,23799,93752,18625,6702,1601,33131,3815,,
Travis,7,1082250,616467,408593,227198,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,4450,5361,3276,2307,12104,3956,347,241,4400,427,,
Tyler,4/5N,8000,6974,4017,3074,17963,4895,476,238,6926,722,,
Upshur,4/5N,4800,11327,6731,5046,33011,7825,714,567,12366,1404,,
Upton,9/10,3100,1933,1047,893,2730,537,170,30,1105,0,,
Uvalde,8,26335,14693,8865,6087,20379,4508,1498,515,8253,985,,
Val Verde,8,32440,19395,13144,6971,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,10900,17279,10987,7085,45216,11495,1280,711,16861,1783,,
Victoria,8,47650,33358,20848,13229,71388,15242,5624,1030,27119,241,,
Walker,6/5S,27770,21017,14203,8374,63471,10049,1526,400,24628,1438,,
Waller,6/5S,10100,14446,9294,5834,43350,6546,1182,466,16819,1813,,
Ward,9/10,4440,5931,3342,2826,8921,1629,137,92,3551,0,,
Washington,7,56300,15147,8915,6564,29086,7889,2581,1018,10662,72,,
Webb,11,144500,155386,102125,59198,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,13580,13577,9424,5316,32110,7239,1438,615,12933,1328,,
Wheeler,1,2800,2128,1236,1051,3915,1002,200,114,1459,243,,
Wichita,2/3,60570,52725,32146,23180,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,9400,7333,4380,3694,10361,2421,457,304,4240,27,,
Willacy,11,5200,11394,6750,4827,16897,3057,325,557,7612,775,,
Williamson,7,294150,262197,173837,97554,458433,73202,14404,4639,146388,19090,,
Wilson,8,16600,18635,12070,7704,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1800,3242,1869,1538,5954,964,102,0,2445,0,,
Wise,2/3,21700,22985,14120,9968,54722,10598,3589,552,22459,1533,,
Wood,4/5N,6100,16854,10495,7365,38005,12527,1046,880,13019,1130,,
Yoakum,1,2800,3239,2199,1435,6135,1033,225,60,2367,0,,
Young,2/3,7700,7258,4537,3270,14219,3774,862,431,5296,626,,
Zapata,11,6600,8427,5487,3446,9981,1866,195,202,4642,0,,
Zavala,8,1600,6200,3734,2482,8840,1723,25,60,4035,458,,
Other, ,,787844,653798,163393,,,,,,,,
