County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",People Vaccinated with an Additional Dose,,,,,,,,,,,
Floyd,1,2300,4491,2488,2189,4667,4371,1070,132,68,1723,0,,,,,,,,,,,,
Foard,2/3,1700,953,556,425,1003,962,315,7,80,332,0,,,,,,,,,,,,
Fort Bend,6/5S,528850,1052332,564350,499936,665167,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,
Franklin,4/5N,3200,6964,3993,3343,9186,8554,2367,169,163,2871,0,,,,,,,,,,,,
Freestone,7,4400,13471,7638,6578,16823,15808,3996,553,261,6319,689,,,,,,,,,,,,
Frio,8,13450,17480,10740,9226,17090,16121,2499,186,166,6797,28,,,,,,,,,,,,
Gaines,9/10,5100,8068,4617,3907,16201,14548,1907,323,95,6156,717,,,,,,,,,,,,
Galveston,6/5S,310560,386797,200754,181494,287908,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,
Garza,1,4200,4845,3066,2856,5587,5325,719,33,75,2197,0,,,,,,,,,,,,
Gillespie,8,31400,27404,14849,13089,23486,22307,8110,1175,706,6815,681,,,,,,,,,,,,
Glasscock,9/10,0,1103,608,520,1170,1099,210,23,0,426,0,,,,,,,,,,,,
Goliad,8,2400,6063,3290,2923,6651,6281,1832,39,135,2282,0,,,,,,,,,,,,
Gonzales,8,11700,18178,10409,9084,17120,15937,3572,550,256,6356,693,,,,,,,,,,,,
Gray,1,5500,14957,8425,7343,18191,16924,3531,689,315,6978,42,,,,,,,,,,,,
Grayson,2/3,67740,102319,58975,50244,114863,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,
Gregg,4/5N,124925,106323,57820,49682,102834,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,
Grimes,7,4700,27469,15458,13046,24734,23245,5134,234,311,9653,771,,,,,,,,,,,,
Guadalupe,8,91395,160315,89585,79263,139873,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,
Hale,1,14000,23613,13448,11813,27448,25476,4604,873,399,10561,1177,,,,,,,,,,,,
Hall,1,0,2269,1273,1128,2552,2406,711,27,72,978,0,,,,,,,,,,,,
Hamilton,7,6100,7388,4188,3656,7223,6832,2146,481,296,2427,10,,,,,,,,,,,,
Hansford,1,3400,3966,2253,2024,4355,3987,812,139,84,1616,295,,,,,,,,,,,,
Hardeman,2/3,3800,3201,1765,1584,3383,3190,912,102,16,1146,0,,,,,,,,,,,,
Hardin,6/5S,11800,40555,22305,18949,48425,45112,9762,1003,527,16190,1814,,,,,,,,,,,,
Harris,6/5S,3395220,5311103,2940415,2512515,3873534,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,
Harrison,4/5N,16870,46043,25991,22221,55838,51900,11607,3063,608,20509,2169,,,,,,,,,,,,
Hartley,1,1475,4970,2828,2313,4854,4561,861,196,94,1669,253,,,,,,,,,,,,
Haskell,2/3,3200,3845,2196,1813,5059,4831,1266,123,68,1872,187,,,,,,,,,,,,
Hays,7,170240,260025,143359,123057,195999,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,
Hemphill,1,3100,2761,1646,1456,3122,2827,606,104,98,1066,0,,,,,,,,,,,,
Henderson,4/5N,23170,59405,33292,28411,71288,67238,18534,2043,998,26544,1787,,,,,,,,,,,,
Hidalgo,11,641140,1160012,628410,535714,681678,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,
Hill,7,10400,25727,15059,12631,31136,29198,7684,862,523,11381,1209,,,,,,,,,,,,
Hockley,1,5500,17533,9900,8536,19075,17799,3453,483,263,6829,887,,,,,,,,,,,,
Hood,2/3,31570,55544,29871,26514,53157,50193,15416,1720,867,16867,147,,,,,,,,,,,,
Hopkins,4/5N,14810,26948,14868,12666,31222,29175,6887,1192,620,11166,1299,,,,,,,,,,,,
Houston,4/5N,6800,17385,9775,8393,19962,18929,5176,634,538,7399,631,,,,,,,,,,,,
Howard,9/10,7900,22142,12791,10951,31311,29544,4813,1456,454,12143,858,,,,,,,,,,,,
Hudspeth,9/10,2000,5553,3213,2878,4139,3979,775,33,0,1778,145,,,,,,,,,,,,
Hunt,2/3,39410,73886,40896,34957,82800,77878,15810,4112,947,31096,2723,,,,,,,,,,,,
Hutchinson,1,4900,13126,7216,6195,17397,16258,3581,504,246,6098,741,,,,,,,,,,,,
Irion,9/10,0,1206,643,567,1292,1234,328,15,0,429,0,,,,,,,,,,,,
Jack,2/3,3900,6072,3403,2940,7655,7230,1515,198,149,2732,284,,,,,,,,,,,,
Jackson,8,11060,12006,6489,5641,12264,11425,2720,380,237,4205,674,,,,,,,,,,,,
Jasper,4/5N,15270,23557,13177,11377,29963,28056,7187,1597,374,11687,1173,,,,,,,,,,,,
Jeff Davis,9/10,1400,2287,1218,1080,2246,2180,812,28,0,685,0,,,,,,,,,,,,
Jefferson,6/5S,241300,229328,123760,104756,209484,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,
Jim Hogg,11,1400,5947,3267,2585,4107,3791,890,14,60,1572,0,,,,,,,,,,,,
Jim Wells,11,35525,44362,23730,19944,32896,30579,6358,3897,985,12474,1370,,,,,,,,,,,,
Johnson,2/3,105100,144121,78913,68205,145438,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,
Jones,2/3,3300,14745,8970,7553,17778,17011,3188,337,254,6981,525,,,,,,,,,,,,
Karnes,8,14520,14353,8098,7235,13389,12669,2211,370,244,5177,505,,,,,,,,,,,,
Kaufman,2/3,65950,125366,69312,58972,110544,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,
Kendall,8,19400,53969,29326,25917,40495,37890,9152,1091,801,12702,160,,,,,,,,,,,,
Kenedy,11,0,462,236,206,333,321,68,1,0,139,0,,,,,,,,,,,,
Kent,2/3,0,524,298,255,646,615,201,13,60,198,0,,,,,,,,,,,,
Kerr,8,20100,46676,25820,22547,46093,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,
Kimble,9/10,2900,3496,1955,1660,3832,3651,1288,90,0,1243,0,,,,,,,,,,,,
King,1,0,86,53,40,215,205,51,7,0,69,0,,,,,,,,,,,,
Kinney,8,2400,3043,1730,1376,3211,3050,910,11,0,1171,0,,,,,,,,,,,,
Kleberg,11,59725,37885,19623,16924,25919,24188,4046,1401,341,9265,870,,,,,,,,,,,,
Knox,2/3,2300,2500,1391,1234,3024,2808,736,95,127,976,182,,,,,,,,,,,,
La Salle,8,24535,8490,4863,4216,6477,6212,1018,22,60,2410,0,,,,,,,,,,,,
Lamar,4/5N,28200,35779,19212,16604,41942,39402,9726,3115,745,14986,1612,,,,,,,,,,,,
Lamb,1,2400,9624,5413,4654,10452,9740,2240,454,226,3968,536,,,,,,,,,,,,
Lampasas,7,5000,16923,9647,8208,18448,17366,4322,348,284,6457,0,,,,,,,,,,,,
Lavaca,8,8700,15667,8870,7930,17169,16004,4775,820,612,5435,476,,,,,,,,,,,,
Lee,7,5900,14514,8145,7015,14935,13993,3219,334,226,5333,494,,,,,,,,,,,,
Leon,7,3800,11742,6949,5791,14753,13946,4334,155,74,4662,603,,,,,,,,,,,,
Liberty,6/5S,42565,68898,38601,32310,71663,66868,11399,1398,614,28567,2987,,,,,,,,,,,,
Limestone,7,8100,15766,9194,7802,20032,18871,4670,2332,1060,7512,702,,,,,,,,,,,,
Lipscomb,1,1300,1752,957,871,2698,2520,617,24,61,919,190,,,,,,,,,,,,
Live Oak,11,3400,7609,4140,3556,10565,10055,2533,35,100,3769,300,,,,,,,,,,,,
Llano,7,6800,20390,11366,9993,19603,18908,8119,277,358,5362,15,,,,,,,,,,,,
Loving,9/10,0,71,40,31,130,129,23,0,0,50,0,,,,,,,,,,,,
Lubbock,1,239890,270992,149114,129197,261427,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,
Lynn,1,1800,4301,2365,2041,4851,4496,974,191,40,1838,328,,,,,,,,,,,,
Madison,7,4100,10502,6033,5041,12264,11595,2264,299,258,4451,17,,,,,,,,,,,,
Marion,4/5N,1300,7174,4037,3542,8663,8277,2697,351,158,3058,0,,,,,,,,,,,,
Martin,9/10,2400,3354,1937,1516,4473,4136,659,165,0,1624,0,,,,,,,,,,,,
Mason,9/10,2000,3841,2067,1862,3712,3521,1250,104,0,1147,0,,,,,,,,,,,,
Matagorda,6/5S,16950,31754,17709,14819,30169,28247,6391,1113,369,11409,1164,,,,,,,,,,,,
Maverick,8,46700,82247,50534,36986,46417,42606,7003,2970,1198,18727,152,,,,,,,,,,,,
McCulloch,9/10,4400,5498,3079,2630,6865,6435,1792,212,122,2275,260,,,,,,,,,,,,
McLennan,7,153530,228363,129128,109654,215130,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,
McMullen,11,1200,593,331,301,640,616,189,10,0,202,0,,,,,,,,,,,,
Medina,8,18100,49782,27537,24465,44092,41263,8757,899,536,16090,1720,,,,,,,,,,,,
Menard,9/10,1400,1940,1076,976,1888,1790,699,9,40,550,0,,,,,,,,,,,,
Midland,9/10,135835,141736,76588,65111,141259,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,
Milam,7,11200,20599,11206,9786,21093,19689,5245,532,297,7641,827,,,,,,,,,,,,
Mills,7,2600,3724,2066,1764,4242,4006,1416,149,152,1305,265,,,,,,,,,,,,
Mitchell,2/3,4000,5467,3072,2712,7286,6958,1259,265,96,2753,254,,,,,,,,,,,,
Montague,2/3,4950,12789,7245,6083,16816,15872,4444,560,383,5668,702,,,,,,,,,,,,
Montgomery,6/5S,404890,611582,337613,288065,503062,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,
Moore,1,7240,17029,9704,7543,16411,14986,2372,448,176,6143,27,,,,,,,,,,,,
Morris,4/5N,2100,9446,5395,4562,10449,9830,2730,77,179,3692,0,,,,,,,,,,,,
Motley,1,0,681,419,277,1051,994,368,22,50,319,0,,,,,,,,,,,,
Nacogdoches,4/5N,33100,51139,29785,24595,54401,51773,9953,2530,755,19948,1728,,,,,,,,,,,,
Navarro,2/3,33100,42290,23331,19800,41283,38360,8651,1720,869,15775,1772,,,,,,,,,,,,
Newton,4/5N,2900,6181,3417,2951,11888,11298,2878,55,113,4648,354,,,,,,,,,,,,
Nolan,2/3,9000,10639,6327,5587,12204,11321,2737,519,251,4249,719,,,,,,,,,,,,
Nueces,11,289725,385417,208372,178528,303484,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,
Ochiltree,1,4700,6743,3744,3227,7814,7106,1148,200,114,2812,0,,,,,,,,,,,,
Oldham,1,1600,1348,745,629,1894,1728,316,18,0,654,227,,,,,,,,,,,,
Orange,6/5S,5300,55653,30797,25878,69350,65087,13729,1456,548,26244,2692,,,,,,,,,,,,
Palo Pinto,2/3,6500,20089,11042,9580,24719,23207,5893,864,283,8796,816,,,,,,,,,,,,
Panola,4/5N,3900,14404,8270,7013,19777,18462,4589,473,377,7117,661,,,,,,,,,,,,
Parker,2/3,73730,117130,63699,56265,119419,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,
Parmer,1,2600,6728,3785,3287,7816,7222,1366,161,174,2910,525,,,,,,,,,,,,
Pecos,9/10,6700,16818,9468,8031,13080,12317,2141,400,120,5047,517,,,,,,,,,,,,
Polk,4/5N,10200,39435,21928,18789,44390,42276,9733,1184,574,17118,1025,,,,,,,,,,,,
Potter,1,194195,93536,52190,42885,95273,88673,15203,10224,1770,35559,518,,,,,,,,,,,,
Presidio,9/10,5300,11449,6267,5297,5392,5069,1601,27,0,2039,0,,,,,,,,,,,,
Rains,4/5N,2000,8216,4525,3892,10798,10277,3123,163,68,3649,0,,,,,,,,,,,,
Randall,1,16170,112715,61835,53267,116059,108431,21424,2812,869,34803,519,,,,,,,,,,,,
Reagan,9/10,1400,2786,1605,1375,3078,2841,427,52,42,1173,0,,,,,,,,,,,,
Real,8,2000,3107,1680,1476,3070,2943,1053,25,86,1051,0,,,,,,,,,,,,
Red River,4/5N,3500,8518,4822,4132,10450,9965,3044,420,252,3717,477,,,,,,,,,,,,
Reeves,9/10,31075,18623,12366,6336,13495,12781,1878,281,89,5277,0,,,,,,,,,,,,
Refugio,11,2900,7030,3759,3352,5921,5583,1617,228,154,2031,313,,,,,,,,,,,,
Roberts,1,0,480,263,238,730,672,193,16,0,227,0,,,,,,,,,,,,
Robertson,7,4200,13299,7692,6508,14349,13474,3412,252,252,4991,690,,,,,,,,,,,,
Rockwall,2/3,59095,111255,61515,52103,86906,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,
Runnels,2/3,7600,8174,4531,4030,8726,8184,2153,405,312,2979,430,,,,,,,,,,,,
Rusk,4/5N,11670,37286,21171,18032,46536,43777,9197,1501,759,17428,1859,,,,,,,,,,,,
Sabine,4/5N,3900,7005,3911,3403,9359,8871,3267,572,186,3077,0,,,,,,,,,,,,
San Augustine,4/5N,3700,6546,3637,3056,7135,6811,2227,415,337,2590,0,,,,,,,,,,,,
San Jacinto,4/5N,4500,17517,9858,8470,24882,23444,6488,132,190,9275,40,,,,,,,,,,,,
San Patricio,11,20170,69683,38604,32474,54942,51116,10209,975,347,19063,2379,,,,,,,,,,,,
San Saba,7,2100,3998,2253,1891,5279,5000,1465,33,72,1828,197,,,,,,,,,,,,
Schleicher,9/10,1800,2384,1280,1162,2399,2218,559,65,34,793,0,,,,,,,,,,,,
Scurry,2/3,7395,14041,8177,6681,14012,13000,2566,399,128,5165,0,,,,,,,,,,,,
Shackelford,2/3,1700,2170,1185,1030,2804,2612,691,52,0,937,119,,,,,,,,,,,,
Shelby,4/5N,10050,16474,9541,7605,20862,19449,4532,540,369,7876,948,,,,,,,,,,,,
Sherman,1,1800,1849,1095,829,2478,2294,462,24,42,868,0,,,,,,,,,,,,
Smith,4/5N,209370,197005,106789,92236,194878,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,
Somervell,2/3,5100,6971,3903,3415,7823,7386,1770,457,220,2741,479,,,,,,,,,,,,
Starr,11,43780,87246,48942,43420,49864,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,
Stephens,2/3,3400,5656,3319,2898,8039,7542,1890,168,92,2928,22,,,,,,,,,,,,
Sterling,9/10,700,943,509,422,1042,975,186,10,44,375,0,,,,,,,,,,,,
Stonewall,2/3,1700,1007,570,494,1164,1095,361,63,53,369,0,,,,,,,,,,,,
Sutton,9/10,2400,3079,1660,1444,3139,2992,723,91,0,1051,0,,,,,,,,,,,,
Swisher,1,2600,4703,2863,2510,6211,5764,1305,114,61,2381,323,,,,,,,,,,,,
Tarrant,2/3,1449310,2146642,1158167,1016283,1738948,1617160,244511,86106,18386,590239,56668,,,,,,,,,,,,
Taylor,2/3,94735,113628,62629,53826,115070,107257,20131,11065,2465,36680,4185,,,,,,,,,,,,
Terrell,9/10,0,771,435,354,678,639,255,10,0,207,0,,,,,,,,,,,,
Terry,1,8590,9187,5284,4516,10047,9307,1858,345,178,3985,416,,,,,,,,,,,,
Throckmorton,2/3,2100,1185,650,553,1314,1247,445,64,0,399,0,,,,,,,,,,,,
Titus,4/5N,25200,24169,13728,11046,26439,24323,4845,1811,633,9797,1297,,,,,,,,,,,,
Tom Green,9/10,95140,103539,54975,48649,99574,93752,18625,6702,1601,33131,3815,,,,,,,,,,,,
Travis,7,2165090,1624678,883971,774991,1092827,1032386,129553,51820,8264,311477,32884,,,,,,,,,,,,
Trinity,4/5N,5050,11150,6288,5337,12733,12104,3956,347,241,4400,427,,,,,,,,,,,,
Tyler,4/5N,9300,14458,7911,6869,18949,17963,4895,476,238,6926,722,,,,,,,,,,,,
Upshur,4/5N,5300,25593,14268,12149,35243,33011,7825,714,567,12366,1404,,,,,,,,,,,,
Upton,9/10,3200,2979,1535,1299,2953,2730,537,170,30,1105,0,,,,,,,,,,,,
Uvalde,8,31145,25903,14350,12206,21980,20379,4508,1498,515,8253,985,,,,,,,,,,,,
Val Verde,8,43030,57559,33470,26747,39580,36546,7003,2610,490,14417,104,,,,,,,,,,,,
Van Zandt,4/5N,13100,37339,20912,18018,48037,45216,11495,1280,711,16861,1783,,,,,,,,,,,,
Victoria,8,60590,84436,45253,39920,76348,71388,15242,5624,1030,27119,241,,,,,,,,,,,,
Walker,6/5S,36770,63818,35713,30446,66420,63471,10049,1526,400,24628,1438,,,,,,,,,,,,
Waller,6/5S,15640,42668,23765,20240,46544,43350,6546,1182,466,16819,1813,,,,,,,,,,,,
Ward,9/10,4940,8194,4618,3916,9651,8921,1629,137,92,3551,0,,,,,,,,,,,,
Washington,7,63100,34198,18553,16251,30940,29086,7889,2581,1018,10662,72,,,,,,,,,,,,
Webb,11,206550,407811,230377,191722,215919,196916,26921,12073,1646,88397,11668,,,,,,,,,,,,
Wharton,6/5S,18490,37803,21389,18042,34591,32110,7239,1438,615,12933,1328,,,,,,,,,,,,
Wheeler,1,3000,3493,2010,1744,4211,3915,1002,200,114,1459,243,,,,,,,,,,,,
Wichita,2/3,76520,105769,58357,51453,111604,105631,19854,8664,2030,42031,3508,,,,,,,,,,,,
Wilbarger,2/3,10600,11231,6395,5679,10971,10361,2421,457,304,4240,27,,,,,,,,,,,,
Willacy,11,8300,24808,13897,11857,18065,16897,3057,325,557,7612,775,,,,,,,,,,,,
Williamson,7,449190,713995,387984,343077,493204,458433,73202,14404,4639,146388,19090,,,,,,,,,,,,
Wilson,8,23300,46351,25722,22705,43258,40488,8411,1224,615,13986,1510,,,,,,,,,,,,
Winkler,9/10,2000,5371,3047,2614,6466,5954,964,102,0,2445,0,,,,,,,,,,,,
Wise,2/3,29680,48155,26684,23455,58448,54722,10598,3589,552,22459,1533,,,,,,,,,,,,
Wood,4/5N,6700,34921,19532,17184,39990,38005,12527,1046,880,13019,1130,,,,,,,,,,,,
Yoakum,1,3400,6061,3574,3001,6743,6135,1033,225,60,2367,0,,,,,,,,,,,,
Young,2/3,8500,12962,7392,6407,15127,14219,3774,862,431,5296,626,,,,,,,,,,,,
Zapata,11,8400,15923,8891,7692,10966,9981,1866,195,202,4642,0,,,,,,,,,,,,
Zavala,8,2200,11398,6130,5316,9644,8840,1723,25,60,4035,458,,,,,,,,,,,,
Other, ,,538251,361262,248413,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
