County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Dimmit,8,14375,5165,3193,1972,7539,1749,238,175,3179,48,,
Donley,1,700,1048,746,302,2716,804,27,65,918,0,,
Duval,11,1700,4213,2729,1501,8600,2031,69,150,3541,482,,
Eastland,2/3,3000,3834,2792,1053,14970,4054,860,389,5393,591,,
Ector,9/10,74390,42616,28276,14421,120896,15970,5303,1016,50679,428,,
Edwards,8,0,328,245,83,1555,561,24,0,528,0,,
El Paso,9/10,301620,253797,160260,93957,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,42040,44308,28811,15751,141665,24288,3985,1994,54463,6578,,
Erath,2/3,8800,8415,6214,2213,34875,6256,1250,481,12564,1079,,
Falls,7,14945,3862,2328,1555,14049,3226,328,187,5671,486,,
Fannin,2/3,18845,7800,4873,2978,28874,6588,962,614,10987,1108,,
Fayette,7,2900,5577,4007,1580,20879,6679,998,647,6844,671,,
Fisher,2/3,1300,916,581,337,3088,961,101,28,1061,0,,
Floyd,1,1300,1840,1227,613,4371,1070,132,68,1723,0,,
Foard,2/3,1200,701,461,240,962,315,7,80,332,0,,
Fort Bend,6/5S,235360,246601,148833,98548,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,1800,1878,1244,641,8554,2367,169,163,2871,0,,
Freestone,7,1900,2734,1902,893,15808,3996,553,261,6319,689,,
Frio,8,7050,4044,2383,1724,16121,2499,186,166,6797,28,,
Gaines,9/10,2400,2595,1818,792,14548,1907,323,95,6156,717,,
Galveston,6/5S,118240,105466,65258,40380,269280,50987,11784,2830,96486,10219,,
Garza,1,1500,1094,814,281,5325,719,33,75,2197,0,,
Gillespie,8,16700,8965,5435,3538,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,534,288,246,1099,210,23,0,426,0,,
Goliad,8,900,2368,1387,983,6281,1832,39,135,2282,0,,
Gonzales,8,3700,4980,3331,1667,15937,3572,550,256,6356,693,,
Gray,1,2800,3903,2545,1359,16924,3531,689,315,6978,42,,
Grayson,2/3,33470,25139,16017,9321,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,51335,30436,18564,11889,95544,19451,7025,2324,37362,3988,,
Grimes,7,2600,5264,3699,1572,23245,5134,234,311,9653,771,,
Guadalupe,8,39775,33269,21387,11943,130517,23614,3801,1225,49282,3850,,
Hale,1,5500,6652,4517,2147,25476,4604,873,399,10561,1177,,
Hall,1,0,1199,711,488,2406,711,27,72,978,0,,
Hamilton,7,3200,2173,1483,728,6832,2146,481,296,2427,10,,
Hansford,1,1800,1540,1038,502,3987,812,139,84,1616,295,,
Hardeman,2/3,2100,1660,976,686,3190,912,102,16,1146,0,,
Hardin,6/5S,8200,12432,8581,3857,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1423180,1054777,701094,358453,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,8900,10510,6630,3907,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2181,1269,912,4561,861,196,94,1669,253,,
Haskell,2/3,1600,1725,1131,596,4831,1266,123,68,1872,187,,
Hays,7,71180,50295,33448,17038,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2200,1410,818,593,2827,606,104,98,1066,0,,
Henderson,4/5N,11600,14509,9237,5317,67238,18534,2043,998,26544,1787,,
Hidalgo,11,288950,210882,134044,78484,620824,98328,54962,17074,286328,36161,,
Hill,7,4400,7730,4932,2881,29198,7684,862,523,11381,1209,,
Hockley,1,2700,6512,4092,2425,17799,3453,483,263,6829,887,,
Hood,2/3,12200,17857,12197,5669,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,4800,6244,3766,2498,29175,6887,1192,620,11166,1299,,
Houston,4/5N,3800,3579,2425,1170,18929,5176,634,538,7399,631,,
Howard,9/10,4700,5552,3307,2260,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,900,1153,734,419,3979,775,33,0,1778,145,,
Hunt,2/3,18970,16747,10719,6105,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2100,4796,3319,1477,16258,3581,504,246,6098,741,,
Irion,9/10,0,396,242,154,1234,328,15,0,429,0,,
Jack,2/3,2400,2143,1372,773,7230,1515,198,149,2732,284,,
Jackson,8,4850,4347,2451,1940,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,9508,5951,3569,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,700,1342,762,584,2180,812,28,0,685,0,,
Jefferson,6/5S,106290,51005,36695,14338,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1000,2344,1665,679,3791,890,14,60,1572,0,,
Jim Wells,11,16645,16361,9878,6506,30579,6358,3897,985,12474,1370,,
Johnson,2/3,32850,29964,20201,9863,135345,25151,3559,1471,53224,5814,,
Jones,2/3,1500,3155,1973,1186,17011,3188,337,254,6981,525,,
Karnes,8,5000,3441,2224,1230,12669,2211,370,244,5177,505,,
Kaufman,2/3,20750,24674,15914,8853,102341,16113,2857,1189,40613,4498,,
Kendall,8,6900,14581,9451,5152,37890,9152,1091,801,12702,160,,
Kenedy,11,0,210,119,91,321,68,1,0,139,0,,
Kent,2/3,0,244,165,79,615,201,13,60,198,0,,
Kerr,8,9600,11524,7641,3893,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1400,1471,959,528,3651,1288,90,0,1243,0,,
King,1,0,48,32,16,205,51,7,0,69,0,,
Kinney,8,1100,772,501,271,3050,910,11,0,1171,0,,
Kleberg,11,27845,16003,9774,6233,24188,4046,1401,341,9265,870,,
Knox,2/3,1400,1449,823,626,2808,736,95,127,976,182,,
La Salle,8,14945,3518,1931,1588,6212,1018,22,60,2410,0,,
Lamar,4/5N,14400,12610,8518,4094,39402,9726,3115,745,14986,1612,,
Lamb,1,1300,3737,2409,1331,9740,2240,454,226,3968,536,,
Lampasas,7,2100,3351,2129,1236,17366,4322,348,284,6457,0,,
Lavaca,8,4500,4786,3165,1633,16004,4775,820,612,5435,476,,
Lee,7,1700,2985,2087,920,13993,3219,334,226,5333,494,,
Leon,7,1900,2751,1945,810,13946,4334,155,74,4662,603,,
Liberty,6/5S,19845,10063,6328,3790,66868,11399,1398,614,28567,2987,,
Limestone,7,3500,4200,2977,1225,18871,4670,2332,1060,7512,702,,
Lipscomb,1,700,829,518,311,2520,617,24,61,919,190,,
Live Oak,11,1300,2939,1819,1122,10055,2533,35,100,3769,300,,
Llano,7,3200,5890,4088,1844,18908,8119,277,358,5362,15,,
Loving,9/10,0,33,24,9,129,23,0,0,50,0,,
Lubbock,1,145340,106968,67068,39952,244992,39476,20974,4093,83028,9242,,
Lynn,1,700,1600,1055,546,4496,974,191,40,1838,328,,
Madison,7,1700,1736,1191,552,11595,2264,299,258,4451,17,,
Marion,4/5N,400,1560,1104,463,8277,2697,351,158,3058,0,,
Martin,9/10,1300,1787,1098,693,4136,659,165,0,1624,0,,
Mason,9/10,1000,1381,996,418,3521,1250,104,0,1147,0,,
Matagorda,6/5S,4900,5100,3403,1701,28247,6391,1113,369,11409,1164,,
Maverick,8,21800,9695,7873,1859,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,0,1605,1108,527,6435,1792,212,122,2275,260,,
McLennan,7,0,54425,34654,19861,200781,37728,11153,3621,71906,8718,,
McMullen,11,0,195,122,73,616,189,10,0,202,0,,
Medina,8,6300,11399,7605,3841,41263,8757,899,536,16090,1720,,
Menard,9/10,700,890,635,347,1790,699,9,40,550,0,,
Midland,9/10,78825,40846,27722,13178,131025,18438,5950,1288,49538,4151,,
Milam,7,4400,5043,3303,1746,19689,5245,532,297,7641,827,,
Mills,7,900,1355,889,466,4006,1416,149,152,1305,265,,
Mitchell,2/3,2100,1550,985,567,6958,1259,265,96,2753,254,,
Montague,2/3,2850,5047,2889,2169,15872,4444,560,383,5668,702,,
Montgomery,6/5S,172660,119305,73740,46099,467232,81457,20255,3836,157396,17330,,
Moore,1,2400,8393,4650,3761,14986,2372,448,176,6143,27,,
Morris,4/5N,1200,1853,1272,590,9830,2730,77,179,3692,0,,
Motley,1,0,290,168,122,994,368,22,50,319,0,,
Nacogdoches,4/5N,16400,15713,10118,5678,51773,9953,2530,755,19948,1728,,
Navarro,2/3,18600,14272,9482,4803,38360,8651,1720,869,15775,1772,,
Newton,4/5N,1700,2666,1701,972,11298,2878,55,113,4648,354,,
Nolan,2/3,4800,3806,2254,1579,11321,2737,519,251,4249,719,,
Nueces,11,129195,99598,60399,39389,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,2200,1739,1087,652,7106,1148,200,114,2812,0,,
Oldham,1,1000,551,332,219,1728,316,18,0,654,227,,
Orange,6/5S,2600,12772,9424,3375,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3100,5007,3611,1409,23207,5893,864,283,8796,816,,
Panola,4/5N,2300,2931,1924,1023,18462,4589,473,377,7117,661,,
Parker,2/3,35060,31972,19362,12640,111686,22331,2890,1301,40567,3773,,
Parmer,1,1400,3033,1774,1259,7222,1366,161,174,2910,525,,
Pecos,9/10,3600,6325,4114,2215,12317,2141,400,120,5047,517,,
Polk,4/5N,6700,10456,6707,3757,42276,9733,1184,574,17118,1025,,
Potter,1,121695,35608,21280,14342,88673,15203,10224,1770,35559,518,,
Presidio,9/10,2900,3924,2519,1405,5069,1601,27,0,2039,0,,
Rains,4/5N,1100,1888,1239,658,10277,3123,163,68,3649,0,,
Randall,1,9700,52559,30539,22047,108431,21424,2812,869,34803,519,,
Reagan,9/10,800,950,590,360,2841,427,52,42,1173,0,,
Real,8,900,1172,811,361,2943,1053,25,86,1051,0,,
Red River,4/5N,1800,3094,1940,1155,9965,3044,420,252,3717,477,,
Reeves,9/10,14945,6613,3681,2935,12781,1878,281,89,5277,0,,
Refugio,11,1500,2245,1452,796,5583,1617,228,154,2031,313,,
Roberts,1,0,226,143,83,672,193,16,0,227,0,,
Robertson,7,2000,3436,2397,1041,13474,3412,252,252,4991,690,,
Rockwall,2/3,18655,27115,17416,9833,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,4100,2965,1881,1084,8184,2153,405,312,2979,430,,
Rusk,4/5N,4900,7858,4842,3035,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2100,3051,1966,1086,8871,3267,572,186,3077,0,,
San Augustine,4/5N,1900,2227,1501,727,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2600,4454,2739,1722,23444,6488,132,190,9275,40,,
San Patricio,11,8900,15986,10453,5593,51116,10209,975,347,19063,2379,,
San Saba,7,900,665,489,180,5000,1465,33,72,1828,197,,
Schleicher,9/10,1000,794,568,226,2218,559,65,34,793,0,,
Scurry,2/3,5695,4335,2678,1665,13000,2566,399,128,5165,0,,
Shackelford,2/3,1000,758,581,179,2612,691,52,0,937,119,,
Shelby,4/5N,3570,3759,2645,1116,19449,4532,540,369,7876,948,,
Sherman,1,1400,1001,606,395,2294,462,24,42,868,0,,
Smith,4/5N,110020,56098,33504,22637,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2100,2660,1775,935,7386,1770,457,220,2741,479,,
Starr,11,17300,19752,14939,5231,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,1700,1495,1149,382,7542,1890,168,92,2928,22,,
Sterling,9/10,300,222,148,74,975,186,10,44,375,0,,
Stonewall,2/3,1200,444,303,141,1095,361,63,53,369,0,,
Sutton,9/10,1000,1015,690,325,2992,723,91,0,1051,0,,
Swisher,1,1200,2058,1217,874,5764,1305,114,61,2381,323,,
Tarrant,2/3,665690,464358,284989,181654,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,50645,40227,25518,14747,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,412,239,173,639,255,10,0,207,0,,
Terry,1,4750,3900,2265,1638,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1200,785,444,341,1247,445,64,0,399,0,,
Titus,4/5N,7600,4700,3237,1465,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,47450,36095,22077,14053,93752,18625,6702,1601,33131,3815,,
Travis,7,455450,279806,190574,90660,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3350,3670,2074,1597,12104,3956,347,241,4400,427,,
Tyler,4/5N,5700,4756,2976,1788,17963,4895,476,238,6926,722,,
Upshur,4/5N,3100,6091,3803,2300,33011,7825,714,567,12366,1404,,
Upton,9/10,2100,1627,936,691,2730,537,170,30,1105,0,,
Uvalde,8,16545,9426,6004,3447,20379,4508,1498,515,8253,985,,
Val Verde,8,11770,11499,7627,3879,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,6300,9519,6377,3191,45216,11495,1280,711,16861,1783,,
Victoria,8,30250,21747,13002,8789,71388,15242,5624,1030,27119,241,,
Walker,6/5S,15700,10097,6897,3226,63471,10049,1526,400,24628,1438,,
Waller,6/5S,6200,7902,4945,2981,43350,6546,1182,466,16819,1813,,
Ward,9/10,2370,3877,2720,1157,8921,1629,137,92,3551,0,,
Washington,7,37000,9610,6512,3155,29086,7889,2581,1018,10662,72,,
Webb,11,85300,83746,55759,28744,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,6100,6766,4356,2460,32110,7239,1438,615,12933,1328,,
Wheeler,1,1800,1507,975,536,3915,1002,200,114,1459,243,,
Wichita,2/3,39990,34530,20584,14016,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,7800,5176,3202,1983,10361,2421,457,304,4240,27,,
Willacy,11,1700,4865,3134,1738,16897,3057,325,557,7612,775,,
Williamson,7,163050,119319,83996,36208,458433,73202,14404,4639,146388,19090,,
Wilson,8,6700,10816,6971,3857,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1000,2255,1463,793,5954,964,102,0,2445,0,,
Wise,2/3,12790,12775,8663,4173,54722,10598,3589,552,22459,1533,,
Wood,4/5N,4500,9451,5939,3553,38005,12527,1046,880,13019,1130,,
Yoakum,1,1700,1955,1360,597,6135,1033,225,60,2367,0,,
Young,2/3,5200,4147,2810,1365,14219,3774,862,431,5296,626,,
Zapata,11,3000,4108,3120,994,9981,1866,195,202,4642,0,,
Zavala,8,600,4419,2737,1682,8840,1723,25,60,4035,458,,
Other,,0,363382,309842,62083,,,,,,,,
,,,,,,,,,,,,,
