County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Carson,1,1000,1782,1099,685,4718,1250,60,0,1547,240,,
Cass,4/5N,2400,4602,3356,1473,24182,6856,1216,550,9010,1125,,
Castro,1,2000,2415,1541,925,5607,1236,121,174,2168,341,,
Chambers,6/5S,22300,9512,6392,3159,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,10300,10035,6245,4027,40876,9444,1500,738,16376,1511,,
Childress,1,3000,2175,1437,758,6094,1165,251,136,2395,0,,
Clay,2/3,8145,4868,2688,2198,8666,2484,136,60,3011,384,,
Cochran,1,1000,1024,728,327,2188,468,57,0,956,0,,
Coke,9/10,0,1074,751,326,2756,947,47,130,899,0,,
Coleman,2/3,1700,1818,1270,564,6721,2119,342,162,2379,289,,
Collin,2/3,359990,324702,211391,117528,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1400,1021,623,399,2263,555,80,92,847,0,,
Colorado,6/5S,6100,6915,4467,2795,17107,4850,853,477,5957,613,,
Comal,8,40100,47641,30611,18072,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,4720,4481,3058,1578,10944,3330,330,292,3738,455,,
Concho,9/10,1200,1094,691,417,2288,689,76,66,815,0,,
Cooke,2/3,11400,9528,6181,3453,32675,7804,948,552,11640,1051,,
Coryell,7,18985,11489,7371,4280,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,435,322,113,1123,339,5,0,446,0,,
Crane,9/10,2750,1588,966,622,3554,594,71,110,1353,0,,
Crockett,9/10,0,1280,786,494,2694,612,31,56,1031,0,,
Crosby,1,3150,2574,1518,1064,4421,1085,98,115,1771,284,,
Culberson,9/10,1200,887,606,281,1746,480,67,0,722,0,,
Dallam,1,16310,3212,1931,1287,5217,857,40,0,2067,0,,
Dallas,2/3,973925,685557,458219,243153,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,2100,2312,1528,791,9789,1898,304,112,4206,475,,
Deaf Smith,1,3200,4396,2858,1623,13439,2423,238,147,5332,0,,
Delta,4/5N,900,1247,816,458,4222,1118,379,100,1580,0,,
Denton,2/3,315750,238642,147782,93646,697330,93499,23806,5913,257836,22330,,
DeWitt,8,3000,4589,3395,1232,16110,4035,319,438,6110,1055,,
Dickens,1,0,651,432,232,1858,525,21,0,689,0,,
Dimmit,8,15745,5646,3296,2353,7539,1749,238,175,3179,48,,
Donley,1,800,1124,832,296,2716,804,27,65,918,0,,
Duval,11,2300,4857,3180,1826,8600,2031,69,150,3541,482,,
Eastland,2/3,3400,4375,3295,1281,14970,4054,860,389,5393,591,,
Ector,9/10,82580,44862,30262,14943,120896,15970,5303,1016,50679,428,,
Edwards,8,0,772,628,145,1555,561,24,0,528,0,,
El Paso,9/10,335900,287953,186563,104537,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,54000,52196,34709,18628,141665,24288,3985,1994,54463,6578,,
Erath,2/3,11000,10056,7268,2968,34875,6256,1250,481,12564,1079,,
Falls,7,17385,4192,2630,1642,14049,3226,328,187,5671,486,,
Fannin,2/3,21385,8614,5553,3274,28874,6588,962,614,10987,1108,,
Fayette,7,3300,6708,4499,2393,20879,6679,998,647,6844,671,,
Fisher,2/3,1400,1115,670,468,3088,961,101,28,1061,0,,
Floyd,1,1500,2159,1417,754,4371,1070,132,68,1723,0,,
Foard,2/3,1200,578,344,237,962,315,7,80,332,0,,
Fort Bend,6/5S,260350,283403,180081,107694,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2000,2513,1661,877,8554,2367,169,163,2871,0,,
Freestone,7,2200,3182,2286,1031,15808,3996,553,261,6319,689,,
Frio,8,7250,4957,3120,2279,16121,2499,186,166,6797,28,,
Gaines,9/10,2800,2784,1955,926,14548,1907,323,95,6156,717,,
Galveston,6/5S,139180,123510,79804,45714,269280,50987,11784,2830,96486,10219,,
Garza,1,1600,1218,916,325,5325,719,33,75,2197,0,,
Gillespie,8,19100,10400,6364,4094,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,677,377,301,1099,210,23,0,426,0,,
Goliad,8,1400,2637,1573,1080,6281,1832,39,135,2282,0,,
Gonzales,8,4000,5959,4217,2484,15937,3572,550,256,6356,693,,
Gray,1,3200,4458,3016,1459,16924,3531,689,315,6978,42,,
Grayson,2/3,35340,29471,19356,11497,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,58455,33090,21183,12086,95544,19451,7025,2324,37362,3988,,
Grimes,7,2900,6118,4273,1984,23245,5134,234,311,9653,771,,
Guadalupe,8,43915,39862,26653,15712,130517,23614,3801,1225,49282,3850,,
Hale,1,6100,8056,5476,2788,25476,4604,873,399,10561,1177,,
Hall,1,0,1238,742,501,2406,711,27,72,978,0,,
Hamilton,7,3200,2969,2089,1083,6832,2146,481,296,2427,10,,
Hansford,1,1800,1667,1157,583,3987,812,139,84,1616,295,,
Hardeman,2/3,2300,1792,1039,787,3190,912,102,16,1146,0,,
Hardin,6/5S,8200,14475,9595,4981,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1626350,1202841,819930,405495,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,9300,12682,8242,4899,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2668,1742,929,4561,861,196,94,1669,253,,
Haskell,2/3,1600,2075,1436,661,4831,1266,123,68,1872,187,,
Hays,7,83940,60617,41506,21273,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2200,1515,914,689,2827,606,104,98,1066,0,,
Henderson,4/5N,11900,17240,11604,6188,67238,18534,2043,998,26544,1787,,
Hidalgo,11,325870,245926,160083,89854,620824,98328,54962,17074,286328,36161,,
Hill,7,4900,8804,5904,3331,29198,7684,862,523,11381,1209,,
Hockley,1,3200,7084,4425,2797,17799,3453,483,263,6829,887,,
Hood,2/3,14400,20694,14345,6542,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,5100,6984,4372,2675,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4200,4645,3354,1499,18929,5176,634,538,7399,631,,
Howard,9/10,4800,6170,3854,2377,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,900,1411,914,498,3979,775,33,0,1778,145,,
Hunt,2/3,19570,19265,12771,6847,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2300,5294,3606,1714,16258,3581,504,246,6098,741,,
Irion,9/10,0,540,373,169,1234,328,15,0,429,0,,
Jack,2/3,2500,2430,1643,874,7230,1515,198,149,2732,284,,
Jackson,8,5150,4645,2712,2003,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,10770,6681,4216,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,700,1473,888,592,2180,812,28,0,685,0,,
Jefferson,6/5S,128390,58959,43135,15980,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1000,2758,1854,908,3791,890,14,60,1572,0,,
Jim Wells,11,18985,18039,11305,6922,30579,6358,3897,985,12474,1370,,
Johnson,2/3,40490,36583,25458,11751,135345,25151,3559,1471,53224,5814,,
Jones,2/3,1700,3654,2415,1401,17011,3188,337,254,6981,525,,
Karnes,8,5200,3829,2575,1370,12669,2211,370,244,5177,505,,
Kaufman,2/3,25650,27858,18488,9873,102341,16113,2857,1189,40613,4498,,
Kendall,8,7200,16774,10782,6204,37890,9152,1091,801,12702,160,,
Kenedy,11,0,275,153,122,321,68,1,0,139,0,,
Kent,2/3,0,295,179,124,615,201,13,60,198,0,,
Kerr,8,9900,13780,9492,4340,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1400,1686,1110,598,3651,1288,90,0,1243,0,,
King,1,0,49,33,16,205,51,7,0,69,0,,
Kinney,8,1200,916,615,305,3050,910,11,0,1171,0,,
Kleberg,11,32185,17326,10589,6808,24188,4046,1401,341,9265,870,,
Knox,2/3,1400,1529,889,641,2808,736,95,127,976,182,,
La Salle,8,17285,3996,2320,1806,6212,1018,22,60,2410,0,,
Lamar,4/5N,16500,14621,9564,5169,39402,9726,3115,745,14986,1612,,
Lamb,1,1400,4216,2691,1619,9740,2240,454,226,3968,536,,
Lampasas,7,2400,4129,2770,1428,17366,4322,348,284,6457,0,,
Lavaca,8,4800,5761,4055,2064,16004,4775,820,612,5435,476,,
Lee,7,2000,3681,2658,1104,13993,3219,334,226,5333,494,,
Leon,7,2000,3170,2311,944,13946,4334,155,74,4662,603,,
Liberty,6/5S,22385,11903,7972,4270,66868,11399,1398,614,28567,2987,,
Limestone,7,4500,4436,3147,1359,18871,4670,2332,1060,7512,702,,
Lipscomb,1,700,921,596,334,2520,617,24,61,919,190,,
Live Oak,11,1400,3219,2073,1183,10055,2533,35,100,3769,300,,
Llano,7,3700,6658,4570,2255,18908,8119,277,358,5362,15,,
Loving,9/10,0,35,25,10,129,23,0,0,50,0,,
Lubbock,1,156440,115596,71593,44599,244992,39476,20974,4093,83028,9242,,
Lynn,1,900,1810,1123,698,4496,974,191,40,1838,328,,
Madison,7,1800,2197,1504,753,11595,2264,299,258,4451,17,,
Marion,4/5N,600,2037,1434,635,8277,2697,351,158,3058,0,,
Martin,9/10,1300,1821,1132,699,4136,659,165,0,1624,0,,
Mason,9/10,1200,1691,1098,648,3521,1250,104,0,1147,0,,
Matagorda,6/5S,5200,6276,4507,1843,28247,6391,1113,369,11409,1164,,
Maverick,8,24800,12340,10321,2748,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,2400,2105,1437,743,6435,1792,212,122,2275,260,,
McLennan,7,81370,62804,40864,24283,200781,37728,11153,3621,71906,8718,,
McMullen,11,600,275,171,108,616,189,10,0,202,0,,
Medina,8,7300,14127,9723,5167,41263,8757,899,536,16090,1720,,
Menard,9/10,700,1057,683,490,1790,699,9,40,550,0,,
Midland,9/10,90625,42388,28914,13735,131025,18438,5950,1288,49538,4151,,
Milam,7,5000,6411,4305,2226,19689,5245,532,297,7641,827,,
Mills,7,1100,1701,1165,558,4006,1416,149,152,1305,265,,
Mitchell,2/3,2200,1708,1061,664,6958,1259,265,96,2753,254,,
Montague,2/3,3150,5602,3388,2249,15872,4444,560,383,5668,702,,
Montgomery,6/5S,198380,135367,85686,51639,467232,81457,20255,3836,157396,17330,,
Moore,1,2600,9011,5237,3852,14986,2372,448,176,6143,27,,
Morris,4/5N,1400,2315,1619,763,9830,2730,77,179,3692,0,,
Motley,1,0,458,304,154,994,368,22,50,319,0,,
Nacogdoches,4/5N,17200,16802,10936,6228,51773,9953,2530,755,19948,1728,,
Navarro,2/3,21600,16255,10056,6235,38360,8651,1720,869,15775,1772,,
Newton,4/5N,1700,2999,1870,1158,11298,2878,55,113,4648,354,,
Nolan,2/3,5000,4437,2857,2125,11321,2737,519,251,4249,719,,
Nueces,11,142035,118278,74925,44700,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,2500,2754,2094,665,7106,1148,200,114,2812,0,,
Oldham,1,1000,585,344,245,1728,316,18,0,654,227,,
Orange,6/5S,2600,15950,11233,5020,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3500,5670,4168,1644,23207,5893,864,283,8796,816,,
Panola,4/5N,2600,4005,2709,1530,18462,4589,473,377,7117,661,,
Parker,2/3,40910,36340,22946,13741,111686,22331,2890,1301,40567,3773,,
Parmer,1,1600,3459,2188,1338,7222,1366,161,174,2910,525,,
Pecos,9/10,3800,6526,4272,2331,12317,2141,400,120,5047,517,,
Polk,4/5N,6900,11501,7570,4002,42276,9733,1184,574,17118,1025,,
Potter,1,131695,37826,22872,15145,88673,15203,10224,1770,35559,518,,
Presidio,9/10,3400,4698,3288,1413,5069,1601,27,0,2039,0,,
Rains,4/5N,1300,2240,1529,732,10277,3123,163,68,3649,0,,
Randall,1,10000,55519,32554,23448,108431,21424,2812,869,34803,519,,
Reagan,9/10,800,979,608,372,2841,427,52,42,1173,0,,
Real,8,900,1601,1002,599,2943,1053,25,86,1051,0,,
Red River,4/5N,1900,3311,2099,1255,9965,3044,420,252,3717,477,,
Reeves,9/10,17285,6826,3869,2963,12781,1878,281,89,5277,0,,
Refugio,11,1500,2713,1828,899,5583,1617,228,154,2031,313,,
Roberts,1,0,233,148,86,672,193,16,0,227,0,,
Robertson,7,2100,4098,2798,1355,13474,3412,252,252,4991,690,,
Rockwall,2/3,20655,31092,20406,11782,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,4300,3315,2212,1116,8184,2153,405,312,2979,430,,
Rusk,4/5N,5700,9334,5958,3509,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,2500,3479,2286,1203,8871,3267,572,186,3077,0,,
San Augustine,4/5N,2000,2563,1787,783,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,2800,5347,3533,1930,23444,6488,132,190,9275,40,,
San Patricio,11,9300,18873,12594,6632,51116,10209,975,347,19063,2379,,
San Saba,7,1000,902,699,212,5000,1465,33,72,1828,197,,
Schleicher,9/10,1000,893,662,231,2218,559,65,34,793,0,,
Scurry,2/3,5895,5013,2968,2068,13000,2566,399,128,5165,0,,
Shackelford,2/3,1000,941,669,284,2612,691,52,0,937,119,,
Shelby,4/5N,3770,4025,2826,1212,19449,4532,540,369,7876,948,,
Sherman,1,1400,1073,653,422,2294,462,24,42,868,0,,
Smith,4/5N,127660,61200,38297,23191,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,2300,2915,2002,1067,7386,1770,457,220,2741,479,,
Starr,11,19400,25040,19080,7934,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,1900,2060,1509,731,7542,1890,168,92,2928,22,,
Sterling,9/10,300,350,266,85,975,186,10,44,375,0,,
Stonewall,2/3,1200,492,340,169,1095,361,63,53,369,0,,
Sutton,9/10,1000,1263,925,339,2992,723,91,0,1051,0,,
Swisher,1,1300,2293,1429,1005,5764,1305,114,61,2381,323,,
Tarrant,2/3,754360,537569,347245,196687,1617160,244511,86106,18386,590239,56668,,
Taylor,2/3,57965,45027,29436,16117,107257,20131,11065,2465,36680,4185,,
Terrell,9/10,0,490,288,207,639,255,10,0,207,0,,
Terry,1,4950,4271,2562,1823,9307,1858,345,178,3985,416,,
Throckmorton,2/3,1200,812,465,347,1247,445,64,0,399,0,,
Titus,4/5N,8200,5661,3678,2059,24323,4845,1811,633,9797,1297,,
Tom Green,9/10,54870,40336,25463,15122,93752,18625,6702,1601,33131,3815,,
Travis,7,535930,344624,243387,110177,1032386,129553,51820,8264,311477,32884,,
Trinity,4/5N,3550,4093,2452,1712,12104,3956,347,241,4400,427,,
Tyler,4/5N,5900,5351,3224,2160,17963,4895,476,238,6926,722,,
Upshur,4/5N,3400,7500,5110,2489,33011,7825,714,567,12366,1404,,
Upton,9/10,2200,1649,949,703,2730,537,170,30,1105,0,,
Uvalde,8,19185,10188,6647,3640,20379,4508,1498,515,8253,985,,
Val Verde,8,12070,12612,8534,4251,36546,7003,2610,490,14417,104,,
Van Zandt,4/5N,6700,10946,7473,3715,45216,11495,1280,711,16861,1783,,
Victoria,8,34450,23736,14654,9307,71388,15242,5624,1030,27119,241,,
Walker,6/5S,17300,12094,8419,3880,63471,10049,1526,400,24628,1438,,
Waller,6/5S,7100,9131,5736,3562,43350,6546,1182,466,16819,1813,,
Ward,9/10,2470,4180,2847,1359,8921,1629,137,92,3551,0,,
Washington,7,43000,11298,6939,4520,29086,7889,2581,1018,10662,72,,
Webb,11,98800,97309,66017,34455,196916,26921,12073,1646,88397,11668,,
Wharton,6/5S,6600,8682,6077,2935,32110,7239,1438,615,12933,1328,,
Wheeler,1,1900,1607,1016,615,3915,1002,200,114,1459,243,,
Wichita,2/3,41690,39334,24374,15645,105631,19854,8664,2030,42031,3508,,
Wilbarger,2/3,7800,5918,3697,2677,10361,2421,457,304,4240,27,,
Willacy,11,2000,6961,5068,1981,16897,3057,325,557,7612,775,,
Williamson,7,191450,146848,107313,44544,458433,73202,14404,4639,146388,19090,,
Wilson,8,7100,12687,8469,4728,40488,8411,1224,615,13986,1510,,
Winkler,9/10,1300,2295,1489,818,5954,964,102,0,2445,0,,
Wise,2/3,15960,14454,9982,4784,54722,10598,3589,552,22459,1533,,
Wood,4/5N,4700,11018,7263,3927,38005,12527,1046,880,13019,1130,,
Yoakum,1,1900,2362,1655,984,6135,1033,225,60,2367,0,,
Young,2/3,5800,5439,3661,1908,14219,3774,862,431,5296,626,,
Zapata,11,3600,4764,3527,1326,9981,1866,195,202,4642,0,,
Zavala,8,700,4869,2876,2003,8840,1723,25,60,4035,458,,
* Other,N/A,N/A,394614,336140,82791,,,,,,,,
,,,,,,,,,,,,,
