County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, Phase 1B Any Medical Condition"
Lipscomb,1,0,164,163,1,2496,636,31,61,1202
Live Oak,11,200,305,297,8,9966,2656,55,100,4881
Llano,7,100,595,541,54,18642,7523,340,358,9093
Loving,9/10,0,5,5,0,83,34,1,0,47
Lubbock,1,65300,27529,22739,4790,243899,41235,24699,4151,94573
Lynn,1,200,372,338,34,4820,1113,212,40,2246
Madison,7,600,283,270,13,11353,2256,314,258,5423
Marion,4/5N,0,177,149,28,8117,2491,372,158,4457
Martin,9/10,300,312,290,22,4306,880,184,0,1849
Mason,9/10,200,175,160,15,3567,1322,126,0,1710
Matagorda,6/5S,2500,587,577,10,28353,6359,1540,369,14206
Maverick,8,3600,2262,2253,9,42357,7656,3716,1198,21160
McCulloch,9/10,500,283,271,12,6675,2024,303,122,3045
McLennan,7,18650,9789,8786,1003,198642,37827,14401,3591,84638
McMullen,11,0,10,9,1,640,256,13,0,288
Medina,8,1000,1701,1546,155,42991,9239,1165,811,19399
Menard,9/10,0,81,72,9,1759,687,15,40,887
Midland,9/10,11475,5429,3873,1556,132357,17262,7414,1391,54263
Milam,7,1500,1089,1063,26,19805,5508,693,254,10021
Mills,7,200,257,252,5,3970,1369,186,152,1970
Mitchell,2/3,600,271,270,1,7087,1476,310,96,3086
Montague,2/3,1175,568,505,63,15803,4504,678,383,7509
Montgomery,6/5S,41100,16697,14640,2057,470846,84212,25684,3769,177437
Moore,1,800,1005,995,10,15513,2464,477,176,7114
Morris,4/5N,300,341,326,15,9938,2901,146,179,4953
Motley,1,0,47,46,1,1016,403,20,50,504
Nacogdoches,4/5N,6700,3753,3737,16,52561,10458,3380,851,24062
Navarro,2/3,2500,1207,1170,37,40888,9624,2099,869,19328
Newton,4/5N,400,265,262,3,11070,2715,101,113,6051
Nolan,2/3,1600,1019,983,36,10998,2627,692,251,5398
Nueces,11,40450,16942,14477,2465,282299,51768,30463,4100,135074
Ochiltree,1,900,464,461,3,7508,1186,218,114,3211
Oldham,1,0,170,161,9,1714,417,20,0,743
Orange,6/5S,1200,942,889,53,65680,14828,2217,554,32089
Palo Pinto,2/3,800,653,641,12,23268,5869,1093,283,11269
Panola,4/5N,1200,584,549,35,19325,4774,784,377,9112
Parker,2/3,6850,4349,4009,340,112329,24963,4236,1301,47252
Parmer,1,500,419,414,5,7111,1387,171,174,3503
Pecos,9/10,1200,599,574,25,11723,2090,458,120,5876
Polk,4/5N,2700,1172,1144,28,41511,10157,1578,574,20999
Potter,1,46150,10572,9981,591,89806,16187,12650,1877,41999
Presidio,9/10,400,214,214,0,5092,1503,38,0,3005
Rains,4/5N,200,277,242,35,10262,3084,221,68,4960
Randall,1,4600,16436,15385,1051,109144,21784,4683,869,41519
Reagan,9/10,100,122,113,9,2900,544,62,42,1287
Real,8,0,117,116,1,2882,1135,27,86,1608
Red River,4/5N,200,485,481,4,9511,2902,490,252,5235
Reeves,9/10,1375,388,383,5,13004,2131,308,89,5885
Refugio,11,600,422,413,9,5497,1635,242,64,2785
Roberts,1,0,45,45,0,673,210,20,0,323
Robertson,7,700,462,443,19,14216,3542,273,252,6514
Rockwall,2/3,4400,3526,3111,415,81869,14227,4867,1327,30252
Runnels,2/3,1000,791,727,64,7992,2310,499,312,3905
Rusk,4/5N,1000,1107,997,110,44061,9463,1914,749,21319
Sabine,4/5N,1200,548,546,2,9116,3288,790,186,4721
San Augustine,4/5N,800,290,288,2,6982,2335,413,337,3730
San Jacinto,4/5N,1100,631,607,24,23713,6477,230,190,12311
San Patricio,11,1700,1619,1445,174,51382,10700,1409,396,22807
San Saba,7,200,80,76,4,5108,1536,95,72,2501
Schleicher,9/10,200,124,102,22,2184,564,71,34,1028
Scurry,2/3,1475,349,344,5,12956,2503,560,128,6242
Shackelford,2/3,0,83,66,17,2694,694,122,0,1223
Shelby,4/5N,1200,546,542,4,18618,4285,754,369,9951
Sherman,1,0,123,122,1,2368,524,34,42,1047
Smith,4/5N,38750,15303,13106,2197,181426,38833,24195,2911,75818
Somervell,2/3,0,255,242,13,7769,2079,263,220,3417
Starr,11,2900,1931,1857,74,46042,7973,5154,1966,23826
Stephens,2/3,300,269,260,9,7614,1989,282,92,3830
Sterling,9/10,0,45,44,1,1019,306,9,44,445
Stonewall,2/3,200,59,56,3,1136,425,66,80,533
Sutton,9/10,100,107,90,17,2909,758,102,0,1326
Swisher,1,100,377,372,5,5843,1484,146,61,2985
Tarrant,2/3,215950,68698,62773,5925,1596169,246738,117603,18366,660059
Taylor,2/3,12750,9225,6548,2677,108531,20790,13362,2443,43683
Terrell,9/10,0,29,28,1,652,245,13,0,356
Terry,1,2375,742,721,21,9564,1942,478,178,4766
Throckmorton,2/3,200,119,119,0,1187,400,68,0,605
Titus,4/5N,2700,824,810,14,25312,5155,2112,633,11794
Tom Green,9/10,12000,8090,6329,1761,93428,18529,7802,1606,39665
Travis,7,126550,59655,50973,8682,1016090,126607,72623,8271,337286
Trinity,4/5N,1775,454,452,2,12118,3960,400,241,6368
Tyler,4/5N,1200,924,921,3,18704,5080,627,238,9278
Upshur,4/5N,500,1042,866,176,33211,7910,852,567,15425
Upton,9/10,200,168,153,15,2790,680,189,30,1304
Uvalde,8,2775,1025,1008,17,20809,4433,1687,459,10179
Val Verde,8,3075,1264,1251,13,38039,7591,3134,490,17165
Van Zandt,4/5N,2000,1778,1623,155,45144,12228,1691,711,21537
Victoria,8,6575,4646,3827,819,72004,14413,6748,1008,33178
Walker,6/5S,3200,1716,1683,33,64302,10281,2415,400,28400
Waller,6/5S,1700,884,811,73,44163,7506,1476,466,18373
Ward,9/10,400,321,316,5,8544,1608,180,92,4073
Washington,7,3900,1212,1149,63,28737,7674,2867,1018,13829
Webb,11,28100,10205,9716,489,205887,27759,14457,1766,96319
Wharton,6/5S,1800,702,670,32,31964,7399,1057,615,16049
Wheeler,1,400,351,351,0,4018,1136,230,114,1950
Wichita,2/3,18850,9271,7887,1384,106550,21428,10503,2088,50159
Wilbarger,2/3,2900,1156,1102,54,9933,2483,540,304,5328
Willacy,11,400,641,583,58,16823,3062,269,557,9035
Williamson,7,33875,23427,20549,2878,457170,74290,20968,4643,160153
Wilson,8,3000,2324,2166,158,42030,9149,1516,615,16633
Winkler,9/10,200,249,247,2,5798,967,135,0,2663
Wise,2/3,4350,4009,3207,802,55570,11830,4112,552,26139
Wood,4/5N,1500,1601,1505,96,37205,12511,1107,790,18613
Yoakum,1,300,376,369,7,6336,1174,251,60,2690
Young,2/3,1700,661,656,5,15028,4183,1057,431,6955
Zapata,11,400,189,186,3,10088,1870,270,143,5427
Zavala,8,100,277,276,1,8768,1675,58,60,4807
*Other,N/A,9775,138886,123059,15827,,,,,
,,,,,,,,,,
