County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Callahan,2/3,1400,2197,1474,723,11263,2958,146,122,4094,,,
Cameron,11,104995,98845,61148,37697,311689,58607,29737,6315,127806,,,
Camp,4/5N,500,1580,1080,500,10031,2494,207,152,3927,,,
Carson,1,400,1368,809,559,4718,1250,60,0,1547,,,
Cass,4/5N,900,1757,1152,605,24182,6856,1216,550,9010,,,
Castro,1,1400,1598,1041,557,5607,1236,121,174,2168,,,
Chambers,6/5S,14100,5570,3657,1913,33062,5259,958,244,12484,,,
Cherokee,4/5N,7500,6887,4417,2470,40876,9444,1500,738,16376,,,
Childress,1,1900,1648,1064,584,6094,1165,251,136,2395,,,
Clay,2/3,6745,4131,2377,1754,8666,2484,136,60,3011,,,
Cochran,1,500,609,426,183,2188,468,57,0,956,,,
Coke,9/10,0,611,441,170,2756,947,47,130,899,,,
Coleman,2/3,1000,1344,859,485,6721,2119,342,162,2379,,,
Collin,2/3,219630,193536,133100,60436,801716,116575,38139,7817,236374,,,
Collingsworth,1,800,721,464,257,2263,555,80,92,847,,,
Colorado,6/5S,4100,3776,2876,900,17107,4850,853,477,5957,,,
Comal,8,23400,28227,19958,8269,125307,28528,5457,1845,38712,,,
Comanche,2/3,3150,3165,1840,1325,10944,3330,330,292,3738,,,
Concho,9/10,600,635,530,105,2288,689,76,66,815,,,
Cooke,2/3,6400,6127,4415,1712,32675,7804,948,552,11640,,,
Coryell,7,11765,8007,5104,2903,60428,8040,1178,610,22789,,,
Cottle,2/3,0,253,192,61,1123,339,5,0,446,,,
Crane,9/10,2350,1038,731,307,3554,594,71,110,1353,,,
Crockett,9/10,0,846,585,261,2694,612,31,56,1031,,,
Crosby,1,2550,1673,1283,390,4421,1085,98,115,1771,,,
Culberson,9/10,800,505,335,170,1746,480,67,0,722,,,
Dallam,1,9290,2464,1652,812,5217,857,40,0,2067,,,
Dallas,2/3,651235,418596,275856,142740,2028105,292117,142713,21399,730851,,,
Dawson,9/10,1300,1629,1082,547,9789,1898,304,112,4206,,,
Deaf Smith,1,2500,2934,1975,959,13439,2423,238,147,5332,,,
Delta,4/5N,300,779,495,284,4222,1118,379,100,1580,,,
Denton,2/3,175240,132454,96179,36275,697330,93499,23806,5913,257836,,,
DeWitt,8,1300,2279,1544,735,16110,4035,319,438,6110,,,
Dickens,1,0,438,378,60,1858,525,21,0,689,,,
Dimmit,8,9495,4205,2918,1287,7539,1749,238,175,3179,,,
Donley,1,400,682,459,223,2716,804,27,65,918,,,
Duval,11,900,3168,2197,971,8600,2031,69,150,3541,,,
Eastland,2/3,1500,2200,1414,786,14970,4054,860,389,5393,,,
Ector,9/10,52330,30425,22281,8144,120896,15970,5303,1016,50679,,,
Edwards,8,0,230,181,49,1555,561,24,0,528,,,
El Paso,9/10,226990,191045,121852,69193,640180,105175,35065,8383,245567,,,
Ellis,2/3,21780,28535,20477,8058,141665,24288,3985,1994,54463,,,
Erath,2/3,5100,5400,3828,1572,34875,6256,1250,481,12564,,,
Falls,7,10265,2729,1929,800,14049,3226,328,187,5671,,,
Fannin,2/3,12865,6479,4016,2463,28874,6588,962,614,10987,,,
Fayette,7,2200,4014,3103,911,20879,6679,998,647,6844,,,
Fisher,2/3,800,781,499,282,3088,961,101,28,1061,,,
Floyd,1,800,1374,1003,371,4371,1070,132,68,1723,,,
Foard,2/3,600,511,379,132,962,315,7,80,332,,,
Fort Bend,6/5S,168000,177194,115756,61438,616413,93851,24721,4977,175581,,,
Franklin,4/5N,1200,1436,977,459,8554,2367,169,163,2871,,,
Freestone,7,1500,1808,1203,605,15808,3996,553,261,6319,,,
Frio,8,4850,2946,2077,869,16121,2499,186,166,6797,,,
Gaines,9/10,1900,1888,1260,628,14548,1907,323,95,6156,,,
Galveston,6/5S,82900,78883,49096,29787,269280,50987,11784,2830,96486,,,
Garza,1,900,545,398,147,5325,719,33,75,2197,,,
Gillespie,8,11600,6375,4343,2032,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,485,282,203,1099,210,23,0,426,,,
Goliad,8,500,1868,1131,737,6281,1832,39,135,2282,,,
Gonzales,8,2200,3384,2336,1048,15937,3572,550,256,6356,,,
Gray,1,2100,3267,2157,1110,16924,3531,689,315,6978,,,
Grayson,2/3,25100,19473,12475,6998,107521,24182,9338,2131,40586,,,
Gregg,4/5N,36395,19090,13529,5561,95544,19451,7025,2324,37362,,,
Grimes,7,2100,3561,2569,992,23245,5134,234,311,9653,,,
Guadalupe,8,21265,22267,15790,6477,130517,23614,3801,1225,49282,,,
Hale,1,3500,5174,3481,1693,25476,4604,873,399,10561,,,
Hall,1,0,880,631,249,2406,711,27,72,978,,,
Hamilton,7,2000,1785,1145,640,6832,2146,481,296,2427,,,
Hansford,1,1100,1234,771,463,3987,812,139,84,1616,,,
Hardeman,2/3,1400,1325,883,442,3190,912,102,16,1146,,,
Hardin,6/5S,6400,9945,6971,2974,45112,9762,1003,527,16190,,,
Harris,6/5S,1051020,723224,470068,253156,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,5500,6200,4459,1741,51900,11607,3063,608,20509,,,
Hartley,1,1475,1733,1104,629,4561,861,196,94,1669,,,
Haskell,2/3,900,1267,954,313,4831,1266,123,68,1872,,,
Hays,7,44770,35205,24385,10820,183380,26187,5488,1907,61462,,,
Hemphill,1,1400,1128,724,404,2827,606,104,98,1066,,,
Henderson,4/5N,6600,9840,6825,3015,67238,18534,2043,998,26544,,,
Hidalgo,11,220340,166815,108296,58519,620824,98328,54962,17074,286328,,,
Hill,7,2800,5491,3525,1966,29198,7684,862,523,11381,,,
Hockley,1,1800,5468,3637,1831,17799,3453,483,263,6829,,,
Hood,2/3,6800,11020,8522,2498,50193,15416,1720,867,16867,,,
Hopkins,4/5N,4100,4376,2857,1519,29175,6887,1192,620,11166,,,
Houston,4/5N,2400,2687,1694,993,18929,5176,634,538,7399,,,
Howard,9/10,3900,3964,2450,1514,29544,4813,1456,454,12143,,,
Hudspeth,9/10,500,877,578,299,3979,775,33,0,1778,,,
Hunt,2/3,9850,12484,7609,4875,77878,15810,4112,947,31096,,,
Hutchinson,1,1300,3460,2232,1228,16258,3581,504,246,6098,,,
Irion,9/10,0,250,174,76,1234,328,15,0,429,,,
Jack,2/3,1500,1609,1233,376,7230,1515,198,149,2732,,,
Jackson,8,4650,3722,2108,1614,11425,2720,380,237,4205,,,
Jasper,4/5N,10400,7206,4865,2341,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,400,874,683,191,2180,812,28,0,685,,,
Jefferson,6/5S,69090,36648,26595,10053,197382,37595,13127,2431,90120,,,
Jim Hogg,11,500,1749,1197,552,3791,890,14,60,1572,,,
Jim Wells,11,11265,11873,8044,3829,30579,6358,3897,985,12474,,,
Johnson,2/3,17200,20870,13632,7238,135345,25151,3559,1471,53224,,,
Jones,2/3,1100,2373,1563,810,17011,3188,337,254,6981,,,
Karnes,8,3000,2567,1584,983,12669,2211,370,244,5177,,,
Kaufman,2/3,11050,18379,11923,6456,102341,16113,2857,1189,40613,,,
Kendall,8,3600,9555,6605,2950,37890,9152,1091,801,12702,,,
Kenedy,11,0,197,110,87,321,68,1,0,139,,,
Kent,2/3,0,211,150,61,615,201,13,60,198,,,
Kerr,8,5900,7303,5165,2138,43793,14769,2805,1022,13990,,,
Kimble,9/10,900,917,682,235,3651,1288,90,0,1243,,,
King,1,0,33,26,7,205,51,7,0,69,,,
Kinney,8,400,561,414,147,3050,910,11,0,1171,,,
Kleberg,11,18765,12764,7629,5135,24188,4046,1401,341,9265,,,
Knox,2/3,800,1028,686,342,2808,736,95,127,976,,,
La Salle,8,9765,2693,1852,841,6212,1018,22,60,2410,,,
Lamar,4/5N,9400,9118,6194,2924,39402,9726,3115,745,14986,,,
Lamb,1,900,3301,2167,1134,9740,2240,454,226,3968,,,
Lampasas,7,1400,2402,1651,751,17366,4322,348,284,6457,,,
Lavaca,8,3200,3722,2489,1233,16004,4775,820,612,5435,,,
Lee,7,1100,2001,1436,565,13993,3219,334,226,5333,,,
Leon,7,1200,1744,1228,516,13946,4334,155,74,4662,,,
Liberty,6/5S,13565,7620,4679,2941,66868,11399,1398,614,28567,,,
Limestone,7,3000,2985,2091,894,18871,4670,2332,1060,7512,,,
Lipscomb,1,400,648,454,194,2520,617,24,61,919,,,
Live Oak,11,600,2126,1343,783,10055,2533,35,100,3769,,,
Llano,7,1800,3396,2680,716,18908,8119,277,358,5362,,,
Loving,9/10,0,20,16,4,129,23,0,0,50,,,
Lubbock,1,116700,90687,59193,31494,244992,39476,20974,4093,83028,,,
Lynn,1,500,1334,905,429,4496,974,191,40,1838,,,
Madison,7,1200,1225,860,365,11595,2264,299,258,4451,,,
Marion,4/5N,100,859,599,260,8277,2697,351,158,3058,,,
Martin,9/10,900,1226,903,323,4136,659,165,0,1624,,,
Mason,9/10,600,971,772,199,3521,1250,104,0,1147,,,
Matagorda,6/5S,3700,3564,2331,1233,28247,6391,1113,369,11409,,,
Maverick,8,13400,6374,5019,1355,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1600,1236,945,291,6435,1792,212,122,2275,,,
McLennan,7,51830,41823,28036,13787,200781,37728,11153,3621,71906,,,
McMullen,11,300,143,99,44,616,189,10,0,202,,,
Medina,8,3400,8253,5633,2620,41263,8757,899,536,16090,,,
Menard,9/10,400,669,514,155,1790,699,9,40,550,,,
Midland,9/10,54425,36450,25502,10948,131025,18438,5950,1288,49538,,,
Milam,7,3500,3952,2399,1553,19689,5245,532,297,7641,,,
Mills,7,500,1076,700,376,4006,1416,149,152,1305,,,
Mitchell,2/3,1300,1048,728,320,6958,1259,265,96,2753,,,
Montague,2/3,2650,4251,2494,1757,15872,4444,560,383,5668,,,
Montgomery,6/5S,117800,87539,59047,28492,467232,81457,20255,3836,157396,,,
Moore,1,1800,5459,4128,1331,14986,2372,448,176,6143,,,
Morris,4/5N,800,1176,815,361,9830,2730,77,179,3692,,,
Motley,1,0,207,154,53,994,368,22,50,319,,,
Nacogdoches,4/5N,11500,11800,6901,4899,51773,9953,2530,755,19948,,,
Navarro,2/3,12300,10340,7310,3030,38360,8651,1720,869,15775,,,
Newton,4/5N,1200,2048,1422,626,11298,2878,55,113,4648,,,
Nolan,2/3,3500,3160,1788,1372,11321,2737,519,251,4249,,,
Nueces,11,98515,72176,46352,25824,284366,54069,25582,4100,113767,,,
Ochiltree,1,1700,1436,902,534,7106,1148,200,114,2812,,,
Oldham,1,600,471,274,197,1728,316,18,0,654,,,
Orange,6/5S,2000,9383,7196,2187,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,2400,2864,1954,910,23207,5893,864,283,8796,,,
Panola,4/5N,1900,2221,1434,787,18462,4589,473,377,7117,,,
Parker,2/3,25100,24138,15198,8940,111686,22331,2890,1301,40567,,,
Parmer,1,1100,2325,1437,888,7222,1366,161,174,2910,,,
Pecos,9/10,2600,4616,3675,941,12317,2141,400,120,5047,,,
Polk,4/5N,4400,7882,5490,2392,42276,9733,1184,574,17118,,,
Potter,1,100595,30474,18468,12006,88673,15203,10224,1770,35559,,,
Presidio,9/10,2000,2551,1794,757,5069,1601,27,0,2039,,,
Rains,4/5N,700,1286,870,416,10277,3123,163,68,3649,,,
Randall,1,6900,45879,27130,18749,108431,21424,2812,869,34803,,,
Reagan,9/10,400,619,486,133,2841,427,52,42,1173,,,
Real,8,400,1044,724,320,2943,1053,25,86,1051,,,
Red River,4/5N,1300,2166,1500,666,9965,3044,420,252,3717,,,
Reeves,9/10,10065,5618,3263,2355,12781,1878,281,89,5277,,,
Refugio,11,900,1701,1012,689,5583,1617,228,154,2031,,,
Roberts,1,0,182,130,52,672,193,16,0,227,,,
Robertson,7,1300,2466,1826,640,13474,3412,252,252,4991,,,
Rockwall,2/3,12345,19958,13418,6540,80325,13395,3750,1347,27575,,,
Runnels,2/3,2100,1942,1230,712,8184,2153,405,312,2979,,,
Rusk,4/5N,2300,5344,3774,1570,43777,9197,1501,759,17428,,,
Sabine,4/5N,1800,2347,1439,908,8871,3267,572,186,3077,,,
San Augustine,4/5N,1400,1709,1229,480,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1900,3384,2073,1311,23444,6488,132,190,9275,,,
San Patricio,11,5000,10879,7483,3396,51116,10209,975,347,19063,,,
San Saba,7,400,351,259,92,5000,1465,33,72,1828,,,
Schleicher,9/10,600,571,437,134,2218,559,65,34,793,,,
Scurry,2/3,5295,4021,2486,1535,13000,2566,399,128,5165,,,
Shackelford,2/3,500,535,412,123,2612,691,52,0,937,,,
Shelby,4/5N,1900,2239,1387,852,19449,4532,540,369,7876,,,
Sherman,1,700,748,513,235,2294,462,24,42,868,,,
Smith,4/5N,88900,43089,28429,14660,182283,39337,19690,3030,62467,,,
Somervell,2/3,1200,1475,1127,348,7386,1770,457,220,2741,,,
Starr,11,10300,11437,8443,2994,45765,7370,4479,1999,21117,,,
Stephens,2/3,1100,996,707,289,7542,1890,168,92,2928,,,
Sterling,9/10,100,145,113,32,975,186,10,44,375,,,
Stonewall,2/3,600,385,274,111,1095,361,63,53,369,,,
Sutton,9/10,600,556,366,190,2992,723,91,0,1051,,,
Swisher,1,600,1554,1059,495,5764,1305,114,61,2381,,,
Tarrant,2/3,508460,349577,212624,136953,1617160,244511,86106,18386,590239,,,
Taylor,2/3,37745,31351,20034,11317,107257,20131,11065,2465,36680,,,
Terrell,9/10,0,391,225,166,639,255,10,0,207,,,
Terry,1,3850,2973,2022,951,9307,1858,345,178,3985,,,
Throckmorton,2/3,700,560,382,178,1247,445,64,0,399,,,
Titus,4/5N,5700,3253,2133,1120,24323,4845,1811,633,9797,,,
Tom Green,9/10,34550,25678,16997,8681,93752,18625,6702,1601,33131,,,
Travis,7,289990,193491,129154,64337,1032386,129553,51820,8264,311477,,,
Trinity,4/5N,3050,2581,1795,786,12104,3956,347,241,4400,,,
Tyler,4/5N,3400,3535,2353,1182,17963,4895,476,238,6926,,,
Upshur,4/5N,1700,3785,2691,1094,33011,7825,714,567,12366,,,
Upton,9/10,800,936,731,205,2730,537,170,30,1105,,,
Uvalde,8,11665,7951,5044,2907,20379,4508,1498,515,8253,,,
Val Verde,8,7700,6147,4780,1367,36546,7003,2610,490,14417,,,
Van Zandt,4/5N,3400,6566,4380,2186,45216,11495,1280,711,16861,,,
Victoria,8,21350,17886,12203,5683,71388,15242,5624,1030,27119,,,
Walker,6/5S,7100,6994,4743,2251,63471,10049,1526,400,24628,,,
Waller,6/5S,3600,5432,3729,1703,43350,6546,1182,466,16819,,,
Ward,9/10,900,2606,2053,553,8921,1629,137,92,3551,,,
Washington,7,24000,7268,5560,1708,29086,7889,2581,1018,10662,,,
Webb,11,58600,56816,40087,16729,196916,26921,12073,1646,88397,,,
Wharton,6/5S,4200,4898,3236,1662,32110,7239,1438,615,12933,,,
Wheeler,1,1200,1235,802,433,3915,1002,200,114,1459,,,
Wichita,2/3,34590,29224,17791,11433,105631,19854,8664,2030,42031,,,
Wilbarger,2/3,6300,3948,2659,1289,10361,2421,457,304,4240,,,
Willacy,11,1100,3747,2301,1446,16897,3057,325,557,7612,,,
Williamson,7,101750,81534,55720,25814,458433,73202,14404,4639,146388,,,
Wilson,8,5100,7830,4881,2949,40488,8411,1224,615,13986,,,
Winkler,9/10,700,1688,1199,489,5954,964,102,0,2445,,,
Wise,2/3,9120,9877,6262,3615,54722,10598,3589,552,22459,,,
Wood,4/5N,2700,6606,4596,2010,38005,12527,1046,880,13019,,,
Yoakum,1,1000,1414,941,473,6135,1033,225,60,2367,,,
Young,2/3,3900,3395,2285,1110,14219,3774,862,431,5296,,,
Zapata,11,1700,2260,1733,527,9981,1866,195,202,4642,,,
Zavala,8,300,3265,2499,766,8840,1723,25,60,4035,,,
*Other,N/A,720525,202666,160979,41687,,,,,,,,
,,,,,,,,,,,,,
